date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1222,aVWAP_OB_bull_c0_1198,aVWAP_OB_bull_c0_962,aVWAP_OB_bull_c0_712,aVWAP_OB_bull_c0_671,aVWAP_OB_bull_c0_638,aVWAP_OB_bull_c0_595,aVWAP_OB_bull_c0_494,aVWAP_OB_bull_c0_477,aVWAP_OB_bull_c0_464,aVWAP_OB_bull_c0_445,aVWAP_OB_bull_c0_421,aVWAP_OB_bull_c0_384,aVWAP_OB_bull_c0_332,aVWAP_OB_bear_c0_1242,aVWAP_OB_bear_c0_1188,aVWAP_OB_bear_c0_1175,aVWAP_OB_bear_c0_1103,aVWAP_OB_bear_c0_938,aVWAP_OB_bear_c0_903,aVWAP_OB_bear_c0_892,aVWAP_OB_bear_c0_374,aVWAP_OB_bear_c0_240,aVWAP_OB_bear_c0_220,aVWAP_OB_bear_c0_108,aVWAP_QQEMOD_bull_dot_c0_1095,aVWAP_QQEMOD_bull_dot_c0_1140,aVWAP_QQEMOD_bull_dot_c0_1158,aVWAP_QQEMOD_bull_dot_c0_1175,aVWAP_QQEMOD_bull_dot_c0_1230,aVWAP_QQEMOD_bear_dot_c0_1114,aVWAP_QQEMOD_bear_dot_c0_1150,aVWAP_QQEMOD_bear_dot_c0_1162,aVWAP_QQEMOD_bear_dot_c0_1198,aVWAP_QQEMOD_bear_dot_c0_1247,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,18.3645426686,18.4734208944,17.7620001027,18.3725154449,672382160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,18.8224790051,18.8992169766,18.3233084664,18.4086420873,580145560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,18.9923987991,19.0875738157,18.8434075427,18.943067246,332357040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,19.1401443092,19.3539143727,19.0232933071,19.1623185932,320922400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,18.966238127,19.2796678938,18.8300780574,19.2148890866,278365920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,19.9169916961,20.0104226679,19.2532580724,19.295364297,495436560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,19.9585996222,20.0303546085,19.5899832948,19.8148405003,367633840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,19.9344321442,20.0938876694,19.7961543059,19.9310686292,326566160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,20.1432192225,20.3863888984,19.9508759952,20.0565152807,480134960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,20.4172834064,20.4354713023,20.2187114477,20.3705679205,343396680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
