date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1211,aVWAP_OB_bull_c0_1176,aVWAP_OB_bull_c0_1159,aVWAP_OB_bull_c0_1142,aVWAP_OB_bull_c0_1058,aVWAP_OB_bull_c0_1034,aVWAP_OB_bull_c0_1022,aVWAP_OB_bull_c0_993,aVWAP_OB_bull_c0_974,aVWAP_OB_bull_c0_127,aVWAP_OB_bull_c0_42,aVWAP_OB_bear_c0_1243,aVWAP_OB_bear_c0_1234,aVWAP_OB_bear_c0_1139,aVWAP_OB_bear_c0_877,aVWAP_OB_bear_c0_795,aVWAP_OB_bear_c0_770,aVWAP_OB_bear_c0_2,aVWAP_QQEMOD_bull_dot_c0_1000,aVWAP_QQEMOD_bull_dot_c0_1081,aVWAP_QQEMOD_bull_dot_c0_1111,aVWAP_QQEMOD_bull_dot_c0_1198,aVWAP_QQEMOD_bull_dot_c0_1234,aVWAP_QQEMOD_bear_dot_c0_1011,aVWAP_QQEMOD_bear_dot_c0_1099,aVWAP_QQEMOD_bear_dot_c0_1142,aVWAP_QQEMOD_bear_dot_c0_1212,aVWAP_QQEMOD_bear_dot_c0_1253,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,8.8369048102,8.8810011416,8.4929534254,8.6340616859,9445119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,8.7134350824,8.8104470114,8.5855557213,8.8104470114,12154842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-23 00:00:00+00:00,8.6340616859,8.894230041,8.6164231533,8.8104470114,10045468,-1.0,8.89423,8.616424,68.0,-1.0,8.89423,8.616424,68.0,,,,,,,,,,,,,,,,,,8.714904960066667,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-24 00:00:00+00:00,8.6517002184,8.6869772835,8.5206459215,8.6428809521,7174868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.67526876034583,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,8.5899653545,8.7266639818,8.5723268219,8.7134350824,5911285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.663611412187691,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-28 00:00:00+00:00,8.2812910347,8.5546882894,8.2327850702,8.5546882894,13763895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.548951837732668,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,8.3253873661,8.4312185615,8.2680621353,8.3783029638,9661627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.50591266277828,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,8.448857094,8.5150015911,8.3694836975,8.3694836975,7656998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.497231552657826,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,8.7310736149,8.8016277451,8.5899653545,8.7310736149,10901874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.532444486873642,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-02 00:00:00+00:00,8.5723268219,8.6605194847,8.4135800289,8.6252424196,7302880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.534094697886006,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,8.290110301,8.5811460882,8.131363508,8.5370497568,10518732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.508743490395517,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,8.0431708452,8.3694836975,7.972616715,8.2548332359,8942920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.47172619891352,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,7.9108818511,8.0519901115,7.7433157918,7.8226891883,8736988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.422260226997727,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,8.0431708452,8.1578213069,7.9108818511,8.034351579,7317679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.3961605077623,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,7.875604786,7.9814359813,7.8050506558,7.9108818511,6279836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.368185561958464,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,7.9814359813,8.0123034133,7.716857993,7.8315084546,9332670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.333086136073375,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,7.6110267976,8.16223094,7.5845689988,8.0167130464,9813207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.292825196245706,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,7.4875570698,7.6639423953,7.4125933064,7.496376336,9893317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.239547140320001,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
