date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1191,aVWAP_OB_bull_c0_955,aVWAP_OB_bull_c0_830,aVWAP_OB_bull_c0_788,aVWAP_OB_bull_c0_705,aVWAP_OB_bull_c0_660,aVWAP_OB_bull_c0_540,aVWAP_OB_bull_c0_482,aVWAP_OB_bull_c0_423,aVWAP_OB_bull_c0_348,aVWAP_OB_bull_c0_268,aVWAP_OB_bear_c0_325,aVWAP_OB_bear_c0_306,aVWAP_OB_bear_c0_176,aVWAP_OB_bear_c0_151,aVWAP_OB_bear_c0_135,aVWAP_OB_bear_c0_100,aVWAP_OB_bear_c0_76,aVWAP_QQEMOD_bull_dot_c0_54,aVWAP_QQEMOD_bull_dot_c0_237,aVWAP_QQEMOD_bull_dot_c0_306,aVWAP_QQEMOD_bull_dot_c0_1252,aVWAP_QQEMOD_bear_dot_c0_222,aVWAP_QQEMOD_bear_dot_c0_249,aVWAP_QQEMOD_bear_dot_c0_337,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,41.9300427544,41.9300427544,41.9217348402,41.9300427544,376176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,41.9300427544,41.9300427544,41.9217348402,41.9217348402,370917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-23 00:00:00+00:00,41.9300427544,41.9383506685,41.9217348402,41.9217348402,935053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-24 00:00:00+00:00,41.9217348402,41.9300427544,41.9217348402,41.9217348402,330408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,41.9217348402,41.9300427544,41.9217348402,41.9217348402,336531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-28 00:00:00+00:00,41.9300427544,41.9300427544,41.9217348402,41.9217348402,383988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,41.9300427544,41.9383506685,41.9300427544,41.9300427544,1054987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,41.9383506685,41.9466585827,41.9300427544,41.9466585827,389345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,41.9300427544,41.9383506685,41.9300427544,41.9300427544,589998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-02 00:00:00+00:00,41.9383506685,41.9383506685,41.9300427544,41.9300427544,344226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
