date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1169,aVWAP_OB_bull_c0_1112,aVWAP_OB_bull_c0_1031,aVWAP_OB_bull_c0_981,aVWAP_OB_bull_c0_953,aVWAP_OB_bull_c0_831,aVWAP_OB_bull_c0_785,aVWAP_OB_bull_c0_691,aVWAP_OB_bull_c0_666,aVWAP_OB_bull_c0_625,aVWAP_OB_bull_c0_378,aVWAP_OB_bull_c0_357,aVWAP_OB_bull_c0_347,aVWAP_OB_bull_c0_332,aVWAP_OB_bear_c0_1240,aVWAP_OB_bear_c0_1178,aVWAP_OB_bear_c0_783,aVWAP_OB_bear_c0_658,aVWAP_OB_bear_c0_494,aVWAP_OB_bear_c0_471,aVWAP_OB_bear_c0_281,aVWAP_QQEMOD_bull_dot_c0_1086,aVWAP_QQEMOD_bull_dot_c0_1178,aVWAP_QQEMOD_bull_dot_c0_1208,aVWAP_QQEMOD_bull_dot_c0_1227,aVWAP_QQEMOD_bull_dot_c0_1253,aVWAP_QQEMOD_bear_dot_c0_1031,aVWAP_QQEMOD_bear_dot_c0_1099,aVWAP_QQEMOD_bear_dot_c0_1192,aVWAP_QQEMOD_bear_dot_c0_1219,aVWAP_QQEMOD_bear_dot_c0_1248,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,3.22,3.24,3.17,3.22,3876531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,3.1,3.21,3.08,3.2,5981406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-23 00:00:00+00:00,3.08,3.18,3.08,3.13,3610970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-24 00:00:00+00:00,3.07,3.14,3.07,3.11,3469070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,3.02,3.125,3.01,3.12,3600799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-28 00:00:00+00:00,2.93,3.051,2.93,3.05,4487470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,2.9,2.96,2.88,2.91,4503806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,2.95,2.97,2.9,2.91,3534464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,2.96,3.01,2.92,2.99,3239911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-02 00:00:00+00:00,3.01,3.02,2.95,2.99,2851144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
