date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1199,aVWAP_OB_bull_c0_180,aVWAP_OB_bear_c0_1244,aVWAP_OB_bear_c0_1215,aVWAP_OB_bear_c0_1135,aVWAP_OB_bear_c0_701,aVWAP_OB_bear_c0_454,aVWAP_OB_bear_c0_408,aVWAP_OB_bear_c0_368,aVWAP_OB_bear_c0_229,aVWAP_OB_bear_c0_219,aVWAP_OB_bear_c0_206,aVWAP_OB_bear_c0_130,aVWAP_OB_bear_c0_111,aVWAP_OB_bear_c0_103,aVWAP_OB_bear_c0_38,aVWAP_QQEMOD_bull_dot_c0_1026,aVWAP_QQEMOD_bull_dot_c0_1081,aVWAP_QQEMOD_bull_dot_c0_1130,aVWAP_QQEMOD_bull_dot_c0_1185,aVWAP_QQEMOD_bull_dot_c0_1215,aVWAP_QQEMOD_bear_dot_c0_1033,aVWAP_QQEMOD_bear_dot_c0_1112,aVWAP_QQEMOD_bear_dot_c0_1167,aVWAP_QQEMOD_bear_dot_c0_1198,aVWAP_QQEMOD_bear_dot_c0_1252,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,11.68,11.7724,11.2,11.7724,1214447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,11.4,11.7704,11.24,11.5756,822805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-23 00:00:00+00:00,11.88,12.0,11.4876,11.56,855647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-24 00:00:00+00:00,12.28,12.52,11.92,12.0,1222362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.24,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,11.76,12.352,11.76,12.2,1054755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.109069494452854,"rgba(239, 83, 80, 0.5)"
2021-06-28 00:00:00+00:00,11.68,12.2,11.56,11.76,1248577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.004338519829949,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,11.44,12.16,11.32,11.794,1182619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.912825135740409,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,11.44,11.8,11.2,11.4,1021503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83566171991096,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,11.32,11.5116,10.84,11.4448,1383778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.716651760221344,"rgba(239, 83, 80, 0.5)"
2021-07-02 00:00:00+00:00,10.92,11.48,10.8,11.24,956839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63958884588555,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,10.52,11.36,10.48,10.92,1542622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.502719087213517,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,10.4,10.68,10.08,10.53,1085927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.389441818695149,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,10.52,10.64,10.12,10.16,934187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.312127371449687,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,10.56,10.68,10.24,10.6,907912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2528507482675,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,10.6,10.84,10.24,10.64,1060116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.198847989256633,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,11.76,12.52,11.36,11.56,6195369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.412015669532451,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,10.56,12.16,10.48,12.16,2804682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.369159888645678,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,10.68,11.0,10.36,10.7004,1189395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.334705867131602,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,10.08,10.716,9.92,10.64,1653583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.26347588398248,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,10.08,10.4,9.64,9.8,1352092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.201741583213037,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,10.28,10.32,9.64,10.16,1197303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.153764061376698,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,10.48,10.72,10.12,10.2108,1229981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.123722718972152,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,10.0,10.52,9.92,10.52,1303859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.081991658295243,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,9.84,10.08,9.72,10.08,1014731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.043322874673178,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,10.32,10.52,9.76,9.88,1213288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.012085551209548,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,9.84,10.32,9.64,10.24,1258969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.972157942769165,"rgba(239, 83, 80, 0.5)"
2021-07-28 00:00:00+00:00,10.92,11.04,10.0,10.12,2340936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95162871426796,"rgba(239, 83, 80, 0.5)"
2021-07-29 00:00:00+00:00,10.6,11.0,10.4,10.88,1255719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.942114708578261,#000000
2021-07-30 00:00:00+00:00,10.48,10.86,10.3204,10.4,725910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.934755671692809,#000000
2021-08-02 00:00:00+00:00,10.36,10.764,10.36,10.5084,538172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9286632614851,#000000
