date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_284,aVWAP_OB_bull_c0_268,aVWAP_OB_bull_c0_206,aVWAP_OB_bull_c0_149,aVWAP_OB_bull_c0_139,aVWAP_OB_bull_c0_133,aVWAP_OB_bull_c0_81,aVWAP_OB_bull_c0_40,aVWAP_OB_bull_c0_24,aVWAP_QQEMOD_bull_dot_c0_165,aVWAP_QQEMOD_bull_dot_c0_215,aVWAP_QQEMOD_bull_dot_c0_294,aVWAP_QQEMOD_bear_dot_c0_182,aVWAP_QQEMOD_bear_dot_c0_249,aVWAP_QQEMOD_bear_dot_c0_309,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2025-03-17 00:00:00+00:00,9.96,9.96,9.96,9.96,1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,#000000
2025-03-18 00:00:00+00:00,9.96,9.96,9.96,9.96,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,#000000
2025-03-19 00:00:00+00:00,9.98,9.98,9.95,9.95,2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.97,,"rgba(38, 166, 154, 0.5)"
2025-03-20 00:00:00+00:00,9.97,10.0,9.96,10.0,312550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.976620489520117,,"rgba(38, 166, 154, 0.5)"
2025-03-21 00:00:00+00:00,9.98,9.98,9.98,9.98,50338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.977086478866038,,"rgba(38, 166, 154, 0.5)"
2025-03-24 00:00:00+00:00,9.97,9.98,9.96,9.98,55997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.976144055351707,,"rgba(38, 166, 154, 0.5)"
2025-03-25 00:00:00+00:00,9.97,9.97,9.96,9.965,420635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.971407781870024,,"rgba(38, 166, 154, 0.5)"
2025-03-26 00:00:00+00:00,9.97,9.99,9.96,9.97,813052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.97235388948515,,"rgba(38, 166, 154, 0.5)"
2025-03-27 00:00:00+00:00,9.99,9.99,9.97,9.97,78149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.972849031768115,,"rgba(38, 166, 154, 0.5)"
2025-03-28 00:00:00+00:00,9.97,9.9741,9.97,9.9741,5437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.972844395374585,,"rgba(38, 166, 154, 0.5)"
2025-03-31 00:00:00+00:00,10.01,10.01,9.985,10.0,13416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.973065133898174,,"rgba(38, 166, 154, 0.5)"
2025-04-01 00:00:00+00:00,10.01,10.01,10.01,10.01,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.973065386910504,,"rgba(38, 166, 154, 0.5)"
2025-04-02 00:00:00+00:00,10.01,10.01,10.01,10.01,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.973065513415367,,"rgba(38, 166, 154, 0.5)"
2025-04-03 00:00:00+00:00,10.01,10.01,10.01,10.01,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.973065766422495,,"rgba(38, 166, 154, 0.5)"
2025-04-04 00:00:00+00:00,10.0,10.0,10.0,10.0,100010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.97452040592348,,"rgba(38, 166, 154, 0.5)"
2025-04-07 00:00:00+00:00,10.04,10.04,10.04,10.04,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.974527406471879,,"rgba(38, 166, 154, 0.5)"
2025-04-08 00:00:00+00:00,10.04,10.04,10.04,10.04,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.974528219569857,,"rgba(38, 166, 154, 0.5)"
2025-04-09 00:00:00+00:00,10.04,10.04,10.04,10.04,2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.974620004996545,,"rgba(38, 166, 154, 0.5)"
2025-04-10 00:00:00+00:00,10.01,10.02,10.01,10.02,884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.974638448866495,,"rgba(38, 166, 154, 0.5)"
2025-04-11 00:00:00+00:00,10.01,10.01,10.01,10.01,77908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,9.976063367533753,,"rgba(38, 166, 154, 0.5)"
