date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1138,aVWAP_OB_bull_c0_986,aVWAP_OB_bull_c0_160,aVWAP_OB_bear_c0_1246,aVWAP_OB_bear_c0_1225,aVWAP_OB_bear_c0_1172,aVWAP_OB_bear_c0_1142,aVWAP_OB_bear_c0_849,aVWAP_OB_bear_c0_700,aVWAP_OB_bear_c0_199,aVWAP_OB_bear_c0_163,aVWAP_OB_bear_c0_132,aVWAP_OB_bear_c0_98,aVWAP_OB_bear_c0_88,aVWAP_OB_bear_c0_53,aVWAP_OB_bear_c0_29,aVWAP_OB_bear_c0_9,aVWAP_QQEMOD_bull_dot_c0_926,aVWAP_QQEMOD_bull_dot_c0_1012,aVWAP_QQEMOD_bull_dot_c0_1043,aVWAP_QQEMOD_bull_dot_c0_1142,aVWAP_QQEMOD_bull_dot_c0_1220,aVWAP_QQEMOD_bear_dot_c0_956,aVWAP_QQEMOD_bear_dot_c0_1033,aVWAP_QQEMOD_bear_dot_c0_1095,aVWAP_QQEMOD_bear_dot_c0_1187,aVWAP_QQEMOD_bear_dot_c0_1253,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,29.34,29.38,29.01,29.25,2484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,29.22,29.47,28.91,29.4,1315766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-23 00:00:00+00:00,29.08,29.465,29.08,29.25,1401610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-24 00:00:00+00:00,29.71,29.78,29.24,29.38,1552115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,29.9,30.194,29.74,29.84,1022804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-28 00:00:00+00:00,29.45,30.05,29.19,30.03,1883550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,29.2,29.66,29.1063,29.48,1527031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,29.32,29.52,29.08,29.1,2480044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,30.06,30.265,29.4,29.53,1904207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-02 00:00:00+00:00,29.89,30.3,29.7,30.11,962025,-1.0,30.3,29.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.963333333333335,,,,,,,,,,,,29.963333333333335,"rgba(38, 166, 154, 0.5)"
2021-07-06 00:00:00+00:00,29.67,29.86,29.26,29.85,1233571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.757325776994797,,,,,,,,,,,,29.757325776994797,"rgba(38, 166, 154, 0.5)"
2021-07-07 00:00:00+00:00,29.04,29.71,28.65,29.67,1743880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.481104283919993,,,,,,,,,,,,29.481104283919993,#000000
2021-07-08 00:00:00+00:00,28.75,28.88,28.17,28.5,1659189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.219985153603584,,,,,,,,,,,,29.219985153603584,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,29.28,29.46,28.88,28.99,1091172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.217812789758554,,,,,,,,,,,,29.217812789758554,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,29.6,29.88,29.22,29.27,978237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.262317025109567,,,,,,,,,,,,29.262317025109567,#000000
2021-07-13 00:00:00+00:00,29.37,29.67,29.18,29.48,1048843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.27968556390599,,,,,,,,,,,,29.27968556390599,#000000
2021-07-14 00:00:00+00:00,28.96,29.62,28.855,29.52,1334590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.2618026726407,,,,,,,,,,,,29.2618026726407,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,28.45,28.855,28.0,28.71,1911648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,29.12968404042802,,,,,,,,,,,,29.12968404042802,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,27.61,28.46,27.53,28.41,2051216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.944822269226357,,,,,,,,,,,,28.944822269226357,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,27.15,27.39,26.7153,27.11,3154945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.60308929193802,,,,,,,,,,,,28.60308929193802,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,28.38,28.495,27.22,27.31,1697501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.551676778750405,,,,,,,,,,,,28.551676778750405,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,29.03,29.085,28.5999,28.72,1217889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.573099440765194,,,,,,,,,,,,28.573099440765194,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,28.59,29.03,28.29,28.92,821763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.57559805467549,,,,,,,,,,,,28.57559805467549,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,28.6,28.82,28.28,28.81,1907337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.574851350385522,,,,,,,,,,,,28.574851350385522,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,28.63,28.97,28.4,28.51,643522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.577370186970995,,,,,,,,,,,,28.577370186970995,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,28.1,28.56,28.04,28.43,924232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.564328779066365,,,,,,,,,,,,28.564328779066365,"rgba(239, 83, 80, 0.5)"
2021-07-28 00:00:00+00:00,29.54,29.82,28.22,28.38,1942372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.610741329975575,,,,,,,,,,,,28.610741329975575,#000000
2021-07-29 00:00:00+00:00,29.59,29.93,29.43,29.7,1272866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.658675768828928,,,,,,,,,,,,28.658675768828928,#000000
2021-07-30 00:00:00+00:00,29.25,29.64,29.1,29.59,1444782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.692073303169682,,,,,,,,,,,,28.692073303169682,"rgba(38, 166, 154, 0.5)"
2021-08-02 00:00:00+00:00,29.65,30.01,29.47,29.59,2579758,-1.0,30.01,29.47,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,29.709999999999997,28.775118636025663,,,,,,,,,,,,28.775118636025663,"rgba(38, 166, 154, 0.5)"
2021-08-03 00:00:00+00:00,26.44,28.59,26.095,28.47,12058825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.511907144405075,28.296562868172746,,,,,,,,,,,,28.296562868172746,#000000
2021-08-04 00:00:00+00:00,25.04,26.55,24.91,26.24,7619040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.82320822046751,27.881212860588363,,,,,,,,,,,,27.881212860588363,"rgba(239, 83, 80, 0.5)"
2021-08-05 00:00:00+00:00,25.93,26.02,24.96,25.29,3365776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.66734938672006,27.74301396527016,,,,,,,,,,,,27.74301396527016,"rgba(239, 83, 80, 0.5)"
2021-08-06 00:00:00+00:00,26.67,26.875,25.65,25.88,2796770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.64087607378408,27.67756586255087,,,,,,,,,,,,27.67756586255087,"rgba(239, 83, 80, 0.5)"
2021-08-09 00:00:00+00:00,27.49,27.549,26.51,27.05,5455008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.72817570190113,27.634686018366562,,,,,,,,,,,,27.634686018366562,"rgba(239, 83, 80, 0.5)"
2021-08-10 00:00:00+00:00,27.06,27.68,27.0,27.65,2298416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.761119842375994,27.621010828296043,,,,,,,,,,,,27.621010828296043,"rgba(239, 83, 80, 0.5)"
2021-08-11 00:00:00+00:00,26.86,27.14,26.495,26.96,2412669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.76553089768927,27.592850441497156,,,,,,,,,,,,27.592850441497156,"rgba(239, 83, 80, 0.5)"
2021-08-12 00:00:00+00:00,27.14,27.23,26.47,26.87,3023826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.778694125024042,27.565194373998356,,,,,,,,,,,,27.565194373998356,"rgba(239, 83, 80, 0.5)"
2021-08-13 00:00:00+00:00,27.56,27.62,27.12,27.36,2898448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.821324997089704,27.55999802094851,,,,,,,,,,,,27.55999802094851,"rgba(239, 83, 80, 0.5)"
2021-08-16 00:00:00+00:00,27.53,27.65,27.12,27.4,2855336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.85821998394332,27.555264455044384,,,,,,,,,,,,27.555264455044384,"rgba(239, 83, 80, 0.5)"
2021-08-17 00:00:00+00:00,27.59,27.635,26.72,27.32,2907675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.884639855867846,27.546456191195187,,,,,,,,,,,,27.546456191195187,#000000
2021-08-18 00:00:00+00:00,28.18,28.719,27.4,27.64,2279790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.937350331587822,27.56191346072601,,,,,,,,,,,,27.56191346072601,#000000
2021-08-19 00:00:00+00:00,27.9,28.015,27.32,27.84,2112904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,26.968567928023248,27.56653493479504,,,,,,,,,,,,27.56653493479504,#000000
2021-08-20 00:00:00+00:00,27.96,28.388,27.7,27.91,1804384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.00203730454449,27.576019271456552,,,,,,,,,,,,27.576019271456552,#000000
2021-08-23 00:00:00+00:00,28.23,28.43,27.94,28.26,2158865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.046150394402584,27.59138489761783,,,,,,,,,,,,27.59138489761783,"rgba(38, 166, 154, 0.5)"
2021-08-24 00:00:00+00:00,28.66,28.82,28.11,28.24,1733406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.088762648028514,27.609583510485773,,,,,,,,,,,,27.609583510485773,"rgba(38, 166, 154, 0.5)"
2021-08-25 00:00:00+00:00,28.85,28.87,28.35,28.6,1420163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.125570337606767,27.62647761904606,,,,,,,,,,,,27.62647761904606,"rgba(38, 166, 154, 0.5)"
2021-08-26 00:00:00+00:00,28.1,28.97,28.03,28.81,1708219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.158962815784427,27.640142303693615,,,,,,,,,,,,27.640142303693615,"rgba(38, 166, 154, 0.5)"
2021-08-27 00:00:00+00:00,28.95,28.99,27.92,28.03,1901670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.201452038942765,27.659874550884275,,,,,,,,,,,,27.659874550884275,"rgba(38, 166, 154, 0.5)"
2021-08-30 00:00:00+00:00,29.12,29.265,28.74,29.0,1657765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.246950949597903,27.683713447980985,,,,,,,,,,,,27.683713447980985,"rgba(38, 166, 154, 0.5)"
2021-08-31 00:00:00+00:00,29.13,29.4977,28.87,28.94,1425353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.286895704533848,27.705378064226053,,,,,,,,,,,,27.705378064226053,"rgba(38, 166, 154, 0.5)"
2021-09-01 00:00:00+00:00,28.85,29.27,28.6501,29.23,3071980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.357161028018712,27.742575846654336,,,,,,,,,,,,27.742575846654336,"rgba(38, 166, 154, 1.0)"
2021-09-02 00:00:00+00:00,29.44,29.53,28.75,28.85,1272440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.39006200897989,27.761281728797425,,,,,,,,,,,,27.761281728797425,"rgba(38, 166, 154, 1.0)"
2021-09-03 00:00:00+00:00,29.33,29.59,29.2001,29.39,1314658,-1.0,29.59,29.2001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,29.373366666666666,27.425233420766567,27.78182300361827,,,,,,,,,,,,27.78182300361827,"rgba(38, 166, 154, 1.0)"
2021-09-07 00:00:00+00:00,29.23,29.39,28.84,29.1,1801391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,29.246165179666086,27.46622904455749,27.805358132198293,,,,,,,,,,,,27.805358132198293,"rgba(38, 166, 154, 1.0)"
2021-09-08 00:00:00+00:00,28.5,29.255,28.404,29.14,2045861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,29.037493820749813,27.49911370889038,27.82283630109919,,,,,,,,,,,,27.82283630109919,"rgba(38, 166, 154, 0.75)"
2021-09-09 00:00:00+00:00,28.62,28.745,28.125,28.24,1756404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.900189995462284,27.521087327160117,27.833716389122237,,,,,,,,,,,,27.833716389122237,"rgba(38, 166, 154, 0.75)"
2021-09-10 00:00:00+00:00,28.45,29.02,28.33,28.81,1484763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.84714859191064,27.540810286897592,27.844034882881644,,,,,,,,,,,,27.844034882881644,#000000
2021-09-13 00:00:00+00:00,29.19,29.31,28.5,28.69,3180117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.889113300551355,27.595790164227786,27.876439666738833,,,,,,,,,,,,27.876439666738833,"rgba(38, 166, 154, 0.75)"
2021-09-14 00:00:00+00:00,28.66,29.34,28.595,29.24,2560456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.884748016832052,27.633159944786787,27.89825935772753,,,,,,,,,,,,27.89825935772753,#000000
2021-09-15 00:00:00+00:00,28.16,28.66,28.105,28.59,1503949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.82934665545813,27.6446380874279,27.903507784249648,,,,,,,,,,,,27.903507784249648,#000000
2021-09-16 00:00:00+00:00,27.55,28.12,27.285,28.06,1755763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.710534729914066,27.644774867150815,27.89980024939554,,,,,,,,,,,,27.89980024939554,"rgba(239, 83, 80, 0.5)"
2021-09-17 00:00:00+00:00,27.27,27.59,27.0924,27.36,2658404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.525937934616525,27.635406703190622,27.88710295064054,,,,,,,,,,,,27.88710295064054,"rgba(239, 83, 80, 1.0)"
2021-09-20 00:00:00+00:00,26.11,26.78,25.82,26.64,3425048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.19209682795348,27.585661239912728,27.84200550989409,,,,,,,,,,,,27.84200550989409,"rgba(239, 83, 80, 1.0)"
2021-09-21 00:00:00+00:00,28.21,28.495,27.25,27.36,5065125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28.15535777073261,27.60561479872623,27.84755933115999,,,,,,,,,,,,27.84755933115999,"rgba(239, 83, 80, 0.75)"
