date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1143,aVWAP_OB_bull_c0_1128,aVWAP_OB_bull_c0_1113,aVWAP_OB_bull_c0_1099,aVWAP_OB_bull_c0_1084,aVWAP_OB_bull_c0_1057,aVWAP_OB_bull_c0_1032,aVWAP_OB_bull_c0_1022,aVWAP_OB_bull_c0_1006,aVWAP_OB_bull_c0_986,aVWAP_OB_bull_c0_969,aVWAP_OB_bull_c0_508,aVWAP_OB_bull_c0_437,aVWAP_OB_bull_c0_331,aVWAP_OB_bear_c0_1249,aVWAP_OB_bear_c0_1081,aVWAP_OB_bear_c0_946,aVWAP_OB_bear_c0_800,aVWAP_OB_bear_c0_309,aVWAP_OB_bear_c0_299,aVWAP_QQEMOD_bull_dot_c0_924,aVWAP_QQEMOD_bull_dot_c0_946,aVWAP_QQEMOD_bull_dot_c0_1048,aVWAP_QQEMOD_bull_dot_c0_1119,aVWAP_QQEMOD_bull_dot_c0_1202,aVWAP_QQEMOD_bear_dot_c0_929,aVWAP_QQEMOD_bear_dot_c0_955,aVWAP_QQEMOD_bear_dot_c0_1057,aVWAP_QQEMOD_bear_dot_c0_1130,aVWAP_QQEMOD_bear_dot_c0_1252,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,17.9007701612,17.9869696965,17.6565381446,17.6565381446,183325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,17.8217539206,17.894377029,17.6709047338,17.7786541529,212869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-23 00:00:00+00:00,17.8145706259,18.1090857048,17.7571042691,18.0300694642,84161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-24 00:00:00+00:00,18.0372527588,18.1162689994,17.9510532235,18.0157028749,202475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,18.1306355887,18.1665520617,18.0228861696,18.0803525264,85653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-28 00:00:00+00:00,17.6206216715,17.9295033397,17.5918884931,17.9295033397,203753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,17.5918884931,17.7283710907,17.5272388417,17.6780880284,95173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,17.520055547,17.685271323,17.4554058956,17.5703386093,109059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,17.8145706259,17.9079534558,17.7211877961,17.8576703936,201120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-02 00:00:00+00:00,17.7211877961,17.7642875637,17.6062550823,17.7283710907,101392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,17.4554058956,17.7499209745,17.3332898873,17.7499209745,178950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
