date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1232,aVWAP_OB_bull_c0_1219,aVWAP_OB_bull_c0_1142,aVWAP_OB_bull_c0_1132,aVWAP_OB_bull_c0_1110,aVWAP_OB_bull_c0_1007,aVWAP_OB_bull_c0_995,aVWAP_OB_bull_c0_974,aVWAP_OB_bull_c0_811,aVWAP_OB_bull_c0_762,aVWAP_OB_bull_c0_630,aVWAP_OB_bull_c0_461,aVWAP_OB_bull_c0_443,aVWAP_OB_bull_c0_232,aVWAP_OB_bear_c0_1248,aVWAP_OB_bear_c0_1189,aVWAP_OB_bear_c0_1085,aVWAP_OB_bear_c0_836,aVWAP_OB_bear_c0_816,aVWAP_OB_bear_c0_650,aVWAP_OB_bear_c0_525,aVWAP_OB_bear_c0_511,aVWAP_OB_bear_c0_468,aVWAP_OB_bear_c0_291,aVWAP_OB_bear_c0_243,aVWAP_OB_bear_c0_221,aVWAP_QQEMOD_bull_dot_c0_1027,aVWAP_QQEMOD_bull_dot_c0_1044,aVWAP_QQEMOD_bull_dot_c0_1085,aVWAP_QQEMOD_bull_dot_c0_1189,aVWAP_QQEMOD_bull_dot_c0_1238,aVWAP_QQEMOD_bear_dot_c0_988,aVWAP_QQEMOD_bear_dot_c0_1037,aVWAP_QQEMOD_bear_dot_c0_1070,aVWAP_QQEMOD_bear_dot_c0_1100,aVWAP_QQEMOD_bear_dot_c0_1207,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,35.2294589616,35.2579099683,34.8738213787,34.8738213787,842703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,35.3290374848,35.3717139948,34.9733999019,35.1441059417,1660554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,35.0800911768,35.3859394981,35.0729784252,35.3859394981,872895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,35.0231891636,35.1938952033,34.9022723854,35.0800911768,716396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,35.1085421834,35.1369931901,34.952061647,34.952061647,643073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-28 00:00:00+00:00,35.0018509086,35.1298804384,34.9236106403,35.0374146669,1049147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,35.0587529218,35.1690005725,34.9805126536,34.9805126536,1463572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,35.0800911768,35.1583314451,34.9029836605,35.1156549351,1010708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,35.2365717133,35.3717139948,35.1185000358,35.1583314451,515669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-02 00:00:00+00:00,35.3503757398,35.3788267464,35.0587529218,35.2436844649,658619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-06 00:00:00+00:00,35.1227676868,35.3005864782,34.952061647,35.3005864782,622907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-07 00:00:00+00:00,35.2792482232,35.3219247332,35.1277466129,35.201007955,806654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-08 00:00:00+00:00,35.1512186934,35.2721354716,34.9022723854,35.0658656735,927360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
