date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1207,aVWAP_OB_bull_c0_1033,aVWAP_OB_bull_c0_1005,aVWAP_OB_bull_c0_360,aVWAP_OB_bull_c0_93,aVWAP_OB_bear_c0_1247,aVWAP_OB_bear_c0_1239,aVWAP_OB_bear_c0_1215,aVWAP_OB_bear_c0_1148,aVWAP_OB_bear_c0_1081,aVWAP_OB_bear_c0_998,aVWAP_OB_bear_c0_981,aVWAP_OB_bear_c0_968,aVWAP_OB_bear_c0_555,aVWAP_OB_bear_c0_408,aVWAP_OB_bear_c0_368,aVWAP_OB_bear_c0_230,aVWAP_OB_bear_c0_219,aVWAP_OB_bear_c0_103,aVWAP_OB_bear_c0_52,aVWAP_OB_bear_c0_35,aVWAP_OB_bear_c0_6,aVWAP_QQEMOD_bull_dot_c0_884,aVWAP_QQEMOD_bull_dot_c0_1050,aVWAP_QQEMOD_bull_dot_c0_1081,aVWAP_QQEMOD_bull_dot_c0_1130,aVWAP_QQEMOD_bull_dot_c0_1215,aVWAP_QQEMOD_bear_dot_c0_1005,aVWAP_QQEMOD_bear_dot_c0_1061,aVWAP_QQEMOD_bear_dot_c0_1120,aVWAP_QQEMOD_bear_dot_c0_1201,aVWAP_QQEMOD_bear_dot_c0_1253,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,173.7,175.0,163.2,168.1,2161887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,174.3,174.9,168.4,172.5,1310391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,176.1,181.7,174.4,176.1,1564448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,182.6,186.8,177.2,179.6,2042549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,182.0,183.7,177.4,181.57,1454813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,186.3,191.402,180.4,181.8,2075049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,178.6,192.4,177.8,186.7,2031540,-1.0,192.4,177.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,182.93333333333337,,,,,,,,,,,,182.93333333333337,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,180.8,184.02,172.8,179.034,2545257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,180.86085242146422,,,,,,,,,,,,180.86085242146422,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,178.35,184.5,176.0,180.287,1631765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,180.5338493621121,,,,,,,,,,,,180.5338493621121,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,172.3,179.092,171.9,178.3,1318651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,179.464666390336,,,,,,,,,,,,179.464666390336,"rgba(38, 166, 154, 0.5)"
2021-07-06 00:00:00+00:00,167.2,174.8,166.9,171.4,1275693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,178.03993656117652,,,,,,,,,,,,178.03993656117652,#000000
2021-07-07 00:00:00+00:00,162.3,169.4,158.4,167.5,1948670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,175.38047892953864,,,,,,,,,,,,175.38047892953864,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,162.5,163.9,154.1,154.8,1290194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,173.75042211075836,,,,,,,,,,,,173.75042211075836,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,161.7,163.7,158.5,162.4,1185124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,172.63486965728057,,,,,,,,,,,,172.63486965728057,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,162.4,163.9,157.297,160.2,1163739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,171.71007590296176,,,,,,,,,,,,171.71007590296176,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,163.2,174.2,161.9,165.0,2674591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,170.883064890036,,,,,,,,,,,,170.883064890036,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,150.1,168.0,149.5,167.6,2792695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,168.7712514499463,,,,,,,,,,,,168.7712514499463,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,144.0,153.4,139.707,149.7,2435231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,166.25127807094705,,,,,,,,,,,,166.25127807094705,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,139.1,146.2,137.15,143.65,2052787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,164.10669683586218,,,,,,,,,,,,164.10669683586218,"rgba(239, 83, 80, 0.5)"
