date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1221,aVWAP_OB_bull_c0_1139,aVWAP_OB_bull_c0_861,aVWAP_OB_bear_c0_1155,aVWAP_OB_bear_c0_1062,aVWAP_OB_bear_c0_870,aVWAP_OB_bear_c0_697,aVWAP_OB_bear_c0_143,aVWAP_OB_bear_c0_103,aVWAP_QQEMOD_bull_dot_c0_800,aVWAP_QQEMOD_bull_dot_c0_870,aVWAP_QQEMOD_bull_dot_c0_1027,aVWAP_QQEMOD_bull_dot_c0_1145,aVWAP_QQEMOD_bull_dot_c0_1247,aVWAP_QQEMOD_bear_dot_c0_792,aVWAP_QQEMOD_bear_dot_c0_811,aVWAP_QQEMOD_bear_dot_c0_962,aVWAP_QQEMOD_bear_dot_c0_1111,aVWAP_QQEMOD_bear_dot_c0_1201,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,223.370212814,223.8321817145,218.9237621472,218.9237621472,34461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,226.0677812149,226.0677812149,220.8871299741,224.3848945061,43466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,226.2575184419,228.2538840474,224.5168856205,226.0925295489,34942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,226.2822667758,232.7374572152,223.6424444875,228.6251090567,34443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,226.6947390084,230.9762007822,225.4573223107,225.5893134252,353680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,226.7772334549,230.9926996715,222.8216247448,228.3446279386,69602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,223.914676161,230.2997463208,223.914676161,227.2722001339,32897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,229.1448240697,229.8542763097,221.2377313718,224.7313711815,57810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,228.2951312707,231.1081918966,226.2740173312,230.8937063357,23183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,226.4967523368,229.681037972,225.7625517628,228.2208862688,26162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
