date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1195,aVWAP_OB_bull_c0_1139,aVWAP_OB_bull_c0_1019,aVWAP_OB_bull_c0_869,aVWAP_OB_bull_c0_829,aVWAP_OB_bull_c0_671,aVWAP_OB_bear_c0_1236,aVWAP_OB_bear_c0_1212,aVWAP_OB_bear_c0_874,aVWAP_OB_bear_c0_591,aVWAP_OB_bear_c0_574,aVWAP_OB_bear_c0_162,aVWAP_OB_bear_c0_140,aVWAP_OB_bear_c0_76,aVWAP_OB_bear_c0_26,aVWAP_OB_bear_c0_14,aVWAP_QQEMOD_bull_dot_c0_982,aVWAP_QQEMOD_bull_dot_c0_1028,aVWAP_QQEMOD_bull_dot_c0_1093,aVWAP_QQEMOD_bull_dot_c0_1167,aVWAP_QQEMOD_bull_dot_c0_1206,aVWAP_QQEMOD_bear_dot_c0_1008,aVWAP_QQEMOD_bear_dot_c0_1074,aVWAP_QQEMOD_bear_dot_c0_1115,aVWAP_QQEMOD_bear_dot_c0_1175,aVWAP_QQEMOD_bear_dot_c0_1244,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,986.08,998.025,977.32,985.49,194035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,1004.24,1008.27,985.355,991.86,133907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,1010.02,1017.35,996.07,1003.52,131199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,1019.62,1020.0,1006.09,1014.93,126494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,1035.22,1038.29,1013.5,1027.98,180029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,1037.77,1059.035,1027.4001,1037.39,123193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.4017,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,1034.57,1039.71,1017.79,1037.5,109298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.36594641556,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,1020.8,1048.99,1015.13,1034.54,185754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.7866006960035,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,966.48,1017.32,963.16,1012.63,285117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.3293030446627,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,953.85,974.02,935.03,974.0,313336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.4452610786094,"rgba(38, 166, 154, 0.5)"
2021-07-06 00:00:00+00:00,927.92,965.25,925.0,965.25,230740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.2616279511285,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,959.0,972.79,939.97,958.0,392069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.8029089200392,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,964.73,988.05,934.4248,939.97,235001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.8720966762302,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,973.58,975.49,950.8995,958.71,225381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.8829870640147,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,979.41,990.4,963.32,969.56,311199,-1.0,990.4,963.32,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,977.71,,,,,,,,,,,,975.2478694733941,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,940.7,980.35,936.84,975.91,238998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,966.8155933783718,,,,,,,,,,,,973.2080769653767,"rgba(239, 83, 80, 0.5)"
