date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_33,aVWAP_QQEMOD_bull_dot_c0_53,aVWAP_QQEMOD_bear_dot_c0_64,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2026-03-27 00:00:00+00:00,24.82,26.55,24.82,26.55,966189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-30 00:00:00+00:00,23.61,24.66,23.23,24.52,1014836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.833333333333336,,"rgba(239, 83, 80, 0.5)"
2026-03-31 00:00:00+00:00,25.32,25.56,23.85,23.85,775410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.299670417734024,,"rgba(239, 83, 80, 0.5)"
2026-04-01 00:00:00+00:00,25.91,26.76,25.83,25.97,1036183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.98412057523233,,"rgba(239, 83, 80, 0.5)"
2026-04-02 00:00:00+00:00,27.21,27.86,24.44,24.44,675013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.27699658502602,,"rgba(239, 83, 80, 0.5)"
2026-04-06 00:00:00+00:00,29.09,30.0,27.505,28.37,1776922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.484871260615346,,"rgba(239, 83, 80, 0.5)"
2026-04-07 00:00:00+00:00,28.59,29.21,28.04,29.0,598025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.701479373358932,,"rgba(239, 83, 80, 0.5)"
2026-04-08 00:00:00+00:00,29.4,30.73,28.67,29.68,662619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.995195918606203,,#000000
2026-04-09 00:00:00+00:00,30.47,31.03,29.17,29.48,556796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.248502520644593,,#000000
2026-04-10 00:00:00+00:00,30.59,31.17,30.31,30.51,532565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.488766344417787,,"rgba(38, 166, 154, 0.5)"
2026-04-13 00:00:00+00:00,31.31,31.41,30.1,30.51,698353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.77821750864265,,"rgba(38, 166, 154, 0.5)"
2026-04-14 00:00:00+00:00,33.54,34.38,32.39,32.75,1390117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.587730393255114,,"rgba(38, 166, 154, 0.5)"
2026-04-15 00:00:00+00:00,34.66,34.66,32.6284,33.5,819471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.007336791103018,,"rgba(38, 166, 154, 0.5)"
2026-04-16 00:00:00+00:00,35.51,35.89,34.26,34.7,984220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.53809599953011,,"rgba(38, 166, 154, 0.5)"
2026-04-17 00:00:00+00:00,35.21,37.45,34.57,35.8,729728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.90773192304466,,"rgba(38, 166, 154, 0.5)"
2026-04-20 00:00:00+00:00,34.4,35.479,33.53,35.415,811284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.191084735947197,,"rgba(38, 166, 154, 0.5)"
2026-04-21 00:00:00+00:00,33.82,34.89,33.6,34.45,503324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.33624861836452,,"rgba(38, 166, 154, 0.5)"
2026-04-22 00:00:00+00:00,34.66,34.94,33.51,34.31,719479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.539422051259606,,"rgba(38, 166, 154, 0.5)"
2026-04-23 00:00:00+00:00,32.86,34.56,32.0,34.35,436588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.616549032646226,,"rgba(38, 166, 154, 0.5)"
2026-04-24 00:00:00+00:00,32.25,33.47,32.17,33.32,397616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.66950254821411,,"rgba(38, 166, 154, 0.5)"
2026-04-27 00:00:00+00:00,31.03,32.31,30.82,32.29,530477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.693813266981167,,"rgba(38, 166, 154, 0.5)"
2026-04-28 00:00:00+00:00,30.23,30.565,29.46,30.49,542162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.67342715211096,,#000000
2026-04-29 00:00:00+00:00,29.1,30.467,28.955,30.35,413902,1.0,30.467,28.955,0.0,1.0,30.467,28.955,0.0,29.50733333333333,,,30.64436084992412,,"rgba(239, 83, 80, 0.5)"
2026-04-30 00:00:00+00:00,30.65,30.65,28.975,29.12,428881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.804692753650706,,,30.630445126220607,,"rgba(239, 83, 80, 0.5)"
2026-05-01 00:00:00+00:00,30.93,31.73,30.48,30.93,416786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.215656614550962,,,30.64038597354066,,"rgba(239, 83, 80, 0.5)"
2026-05-04 00:00:00+00:00,30.88,31.42,30.3,30.76,584022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.421886842761403,,,30.647713643203858,,"rgba(239, 83, 80, 0.5)"
2026-05-05 00:00:00+00:00,30.51,31.575,29.9,31.0,332533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.458527541629064,,,30.647966257236394,,"rgba(239, 83, 80, 0.5)"
2026-05-06 00:00:00+00:00,32.18,32.7,30.23,30.54,594012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.725456521990257,,,30.681028331783853,,#000000
2026-05-07 00:00:00+00:00,34.25,34.71,30.23,33.37,768615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.233242230945326,,,30.77383527653751,,"rgba(38, 166, 154, 0.5)"
2026-05-08 00:00:00+00:00,34.61,34.92,33.15,34.24,562580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.643850572249185,,,30.869559907050796,,"rgba(38, 166, 154, 0.5)"
2026-05-11 00:00:00+00:00,37.34,37.62,34.97,34.97,1212816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.78485263417315,,,31.195177935868777,,"rgba(38, 166, 154, 0.5)"
2026-05-12 00:00:00+00:00,37.34,37.6,35.55,37.1,615697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.20486117026575,,,31.352012528414885,,"rgba(38, 166, 154, 0.5)"
2026-05-13 00:00:00+00:00,38.3,38.61,36.3413,37.7,703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.686858993777975,,,31.54918834200621,,"rgba(38, 166, 154, 0.5)"
2026-05-14 00:00:00+00:00,39.24,39.66,37.4001,38.96,724270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.186918449691596,,,31.77117234604853,,"rgba(38, 166, 154, 0.5)"
2026-05-15 00:00:00+00:00,37.87,38.65,37.25,37.67,569873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.45551787956237,,,31.9165356467985,,"rgba(38, 166, 154, 0.5)"
2026-05-18 00:00:00+00:00,39.88,42.19,38.75,39.08,854756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.021761568691126,,,32.20256209878858,,"rgba(38, 166, 154, 0.5)"
2026-05-19 00:00:00+00:00,38.97,39.34,37.2,39.0,921420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.35236196330812,,,32.42676447486935,,"rgba(38, 166, 154, 0.5)"
2026-05-20 00:00:00+00:00,40.13,40.35,38.73,39.27,863737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.710722101898845,,,32.66272106120089,,"rgba(38, 166, 154, 0.5)"
2026-05-21 00:00:00+00:00,41.19,42.04,39.29,39.41,784573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.06522798040528,,,32.89565380075475,,"rgba(38, 166, 154, 0.5)"
2026-05-22 00:00:00+00:00,43.11,43.66,40.94,41.5,1024842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.603850947528,,,33.242710733900196,,"rgba(38, 166, 154, 0.5)"
2026-05-26 00:00:00+00:00,44.79,45.8,42.605,44.6,2452350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.89286311945306,,,34.124635289157816,,"rgba(38, 166, 154, 1.0)"
2026-05-27 00:00:00+00:00,46.43,47.04,45.5,46.51,1836671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.82195701639095,,,34.80653172851306,,"rgba(38, 166, 154, 1.0)"
2026-05-28 00:00:00+00:00,48.68,49.37,45.9107,46.26,1768144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.70104327462393,47.9869,,35.479593606896884,47.9869,"rgba(38, 166, 154, 1.0)"
2026-05-29 00:00:00+00:00,44.73,47.1014,43.16,47.03,2097147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.24201469574784,46.36477628520078,,36.02312562019809,46.36477628520078,"rgba(38, 166, 154, 0.75)"
2026-06-01 00:00:00+00:00,42.46,44.4,42.27,43.58,1060322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.379583901494705,45.64977918055411,,36.22013959454581,45.64977918055411,"rgba(38, 166, 154, 0.75)"
2026-06-02 00:00:00+00:00,42.88,43.785,41.5,42.64,1346624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51708122139609,45.02112522728335,,36.44388884505851,45.02112522728335,"rgba(38, 166, 154, 0.75)"
2026-06-03 00:00:00+00:00,40.25,42.4505,40.08,42.22,944464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.533285459765956,44.48529711145485,,36.54954396078009,44.48529711145485,"rgba(38, 166, 154, 0.75)"
2026-06-04 00:00:00+00:00,41.09,41.53,39.0501,39.42,1207093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.53441196824057,43.92234625189473,,36.6667176548787,43.92234625189473,"rgba(38, 166, 154, 0.75)"
2026-06-05 00:00:00+00:00,38.33,40.45,37.7706,40.23,1378708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.446682680308236,43.208956077155946,,36.73728557854281,43.208956077155946,#000000
2026-06-08 00:00:00+00:00,38.81,39.46,38.26,39.4,868283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.39575583360357,42.85372485350422,,36.77929667945034,42.85372485350422,#000000
2026-06-09 00:00:00+00:00,37.7,40.3,35.5769,39.31,1342078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.27704106635444,42.29571007568859,,36.81159018018992,42.29571007568859,"rgba(239, 83, 80, 0.5)"
2026-06-10 00:00:00+00:00,37.74,38.69,36.84,37.37,792488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.209267220512984,42.01480114682526,,36.82799239328803,42.01480114682526,"rgba(239, 83, 80, 0.5)"
2026-06-11 00:00:00+00:00,40.83,41.12,37.5201,38.42,1851440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.18645703848074,41.73798001633737,,36.94471153315308,41.73798001633737,"rgba(239, 83, 80, 0.5)"
2026-06-12 00:00:00+00:00,37.27,41.93,36.26,41.93,1995655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.084644796153015,41.348337573249005,38.486666666666665,37.006865681136006,41.348337573249005,"rgba(239, 83, 80, 1.0)"
2026-06-15 00:00:00+00:00,38.12,38.44,36.77,38.4,1465244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.987421635720374,41.05948345521053,38.18607331216542,37.028993304737774,41.05948345521053,"rgba(239, 83, 80, 1.0)"
2026-06-16 00:00:00+00:00,37.57,38.76,37.01,37.45,2660389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.83058382728142,40.63958411273888,38.00958872707836,37.0662445619447,40.63958411273888,"rgba(239, 83, 80, 1.0)"
2026-06-17 00:00:00+00:00,38.96,40.16,37.79,37.84,2482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.77707187027795,40.461386049399245,38.28671484993992,37.15046744601351,40.461386049399245,"rgba(239, 83, 80, 1.0)"
