date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1244,aVWAP_OB_bull_c0_1131,aVWAP_OB_bull_c0_405,aVWAP_OB_bull_c0_379,aVWAP_OB_bear_c0_737,aVWAP_OB_bear_c0_644,aVWAP_OB_bear_c0_432,aVWAP_OB_bear_c0_195,aVWAP_OB_bear_c0_125,aVWAP_OB_bear_c0_97,aVWAP_QQEMOD_bull_dot_c0_1080,aVWAP_QQEMOD_bull_dot_c0_1156,aVWAP_QQEMOD_bull_dot_c0_1193,aVWAP_QQEMOD_bull_dot_c0_1211,aVWAP_QQEMOD_bull_dot_c0_1253,aVWAP_QQEMOD_bear_dot_c0_1047,aVWAP_QQEMOD_bear_dot_c0_1113,aVWAP_QQEMOD_bear_dot_c0_1185,aVWAP_QQEMOD_bear_dot_c0_1204,aVWAP_QQEMOD_bear_dot_c0_1240,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,17.04,17.16,16.62,17.1,71814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,17.22,17.28,16.86,17.16,40373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,18.0,18.06,17.4,17.4,45665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,18.3,18.42,17.76,18.06,41572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,17.46,18.6522,17.46,18.3,117038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.8574,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,17.88,18.54,17.82,17.82,54852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.928434121822093,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,18.0,18.24,17.7,17.88,33634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.93687287713357,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,17.58,18.06,17.52,18.0,35053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.905273659576764,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,16.8,17.82,16.5,17.64,69174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.712039609880193,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,16.44,16.92,16.38,16.74,36174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.59366018992556,#000000
