date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_823,aVWAP_OB_bull_c0_679,aVWAP_OB_bull_c0_671,aVWAP_OB_bull_c0_658,aVWAP_OB_bull_c0_646,aVWAP_OB_bull_c0_611,aVWAP_OB_bear_c0_800,aVWAP_OB_bear_c0_781,aVWAP_OB_bear_c0_569,aVWAP_OB_bear_c0_543,aVWAP_QQEMOD_bull_dot_c0_497,aVWAP_QQEMOD_bull_dot_c0_528,aVWAP_QQEMOD_bull_dot_c0_720,aVWAP_QQEMOD_bull_dot_c0_780,aVWAP_QQEMOD_bull_dot_c0_867,aVWAP_QQEMOD_bear_dot_c0_520,aVWAP_QQEMOD_bear_dot_c0_579,aVWAP_QQEMOD_bear_dot_c0_736,aVWAP_QQEMOD_bear_dot_c0_823,aVWAP_QQEMOD_bear_dot_c0_873,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2022-12-14 00:00:00+00:00,21.3596259657,21.4698145124,21.3596259657,21.4698145124,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000
2022-12-15 00:00:00+00:00,20.914209956,20.914209956,20.914209956,20.914209956,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2022-12-16 00:00:00+00:00,20.8135993369,20.8135993369,19.9271748593,19.9271748593,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.518124511033335,,"rgba(239, 83, 80, 0.5)"
2022-12-19 00:00:00+00:00,20.6459432251,20.7832551063,20.6459432251,20.7832551063,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.629478445297323,,"rgba(239, 83, 80, 0.5)"
2022-12-20 00:00:00+00:00,20.6459432251,20.7066316862,20.6459432251,20.7066316862,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.635329693252256,,"rgba(239, 83, 80, 0.5)"
2022-12-21 00:00:00+00:00,20.8277543271,20.901919695,20.8277543271,20.893443653,913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.75526598141553,,"rgba(239, 83, 80, 0.5)"
2022-12-22 00:00:00+00:00,20.6200912969,20.6200912969,20.6200912969,20.6200912969,913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.707169922583617,,"rgba(239, 83, 80, 0.5)"
2022-12-23 00:00:00+00:00,20.6821359247,20.6821359247,20.6821359247,20.6821359247,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.70712123725129,,"rgba(239, 83, 80, 0.5)"
2022-12-27 00:00:00+00:00,20.6226341095,20.6226341095,20.6226341095,20.6226341095,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.706728730269866,,"rgba(239, 83, 80, 0.5)"
2022-12-28 00:00:00+00:00,20.4658019034,20.6206484146,20.4658019034,20.6206484146,2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.621947366017828,,"rgba(239, 83, 80, 0.5)"
2022-12-29 00:00:00+00:00,20.6849980064,20.7055423351,20.6849980064,20.7055423351,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.62341029506657,,"rgba(239, 83, 80, 0.5)"
2022-12-30 00:00:00+00:00,20.6079992204,20.6079992204,20.5782863482,20.5825310442,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.62238832510365,,"rgba(239, 83, 80, 0.5)"
2023-01-03 00:00:00+00:00,20.6377120926,20.6462014847,20.5697120622,20.5866908463,1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.621563785775702,,"rgba(239, 83, 80, 0.5)"
2023-01-04 00:00:00+00:00,20.6530778922,20.7226060132,20.6530778922,20.688563551,2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,20.63609816851652,,"rgba(239, 83, 80, 0.5)"
