date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_808,aVWAP_OB_bull_c0_56,aVWAP_OB_bull_c0_17,aVWAP_OB_bear_c0_1185,aVWAP_OB_bear_c0_1140,aVWAP_OB_bear_c0_1093,aVWAP_OB_bear_c0_1059,aVWAP_OB_bear_c0_975,aVWAP_OB_bear_c0_928,aVWAP_OB_bear_c0_918,aVWAP_OB_bear_c0_903,aVWAP_OB_bear_c0_875,aVWAP_OB_bear_c0_157,aVWAP_OB_bear_c0_131,aVWAP_OB_bear_c0_107,aVWAP_OB_bear_c0_61,aVWAP_QQEMOD_bull_dot_c0_1093,aVWAP_QQEMOD_bull_dot_c0_1140,aVWAP_QQEMOD_bull_dot_c0_1185,aVWAP_QQEMOD_bull_dot_c0_1222,aVWAP_QQEMOD_bull_dot_c0_1241,aVWAP_QQEMOD_bear_dot_c0_1110,aVWAP_QQEMOD_bear_dot_c0_1170,aVWAP_QQEMOD_bear_dot_c0_1207,aVWAP_QQEMOD_bear_dot_c0_1230,aVWAP_QQEMOD_bear_dot_c0_1253,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,55.15,55.61,52.91,54.28,37205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,56.2,56.46,55.01,55.23,31356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,56.59,56.72,55.67,56.5,36452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,56.82,57.54,56.17,57.19,51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,56.75,57.25,56.03,57.25,23870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,57.6,57.83,56.54,57.24,30232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,58.24,58.35,57.31,57.92,27002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,59.03,59.33,57.84,58.43,39512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,60.44,60.8,59.24,59.31,48750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,62.43,63.25,60.31,60.47,72425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-06 00:00:00+00:00,64.11,65.0,62.59,63.47,81549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-07 00:00:00+00:00,63.26,64.67,61.75,64.67,46951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-08 00:00:00+00:00,62.26,62.48,60.21,62.07,59306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-09 00:00:00+00:00,61.96,62.49,61.61,62.28,23854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-12 00:00:00+00:00,60.79,63.23,60.45,63.16,69857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-13 00:00:00+00:00,60.99,62.25,60.09,60.83,33301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-14 00:00:00+00:00,58.63,61.78,58.4,61.47,54381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-15 00:00:00+00:00,58.73,59.6114,57.79,58.49,39351,1.0,59.6114,57.79,137.0,1.0,59.6114,57.79,137.0,,,58.71046666666666,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-16 00:00:00+00:00,59.96,60.73,58.4852,59.46,74817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59.37535812662041,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-19 00:00:00+00:00,59.65,60.6,58.0,59.53,42571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59.38657770731385,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-20 00:00:00+00:00,61.67,61.81,59.2335,60.1,51394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59.761396204670405,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-21 00:00:00+00:00,63.8,63.82,61.51,62.18,37167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.25866386574262,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-22 00:00:00+00:00,62.91,64.0,62.3113,64.0,33314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.59526696074138,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-23 00:00:00+00:00,65.16,65.32,62.91,63.39,122006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,61.77325933719401,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-26 00:00:00+00:00,64.32,66.12,63.59,65.5,78136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.24711373295234,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-27 00:00:00+00:00,65.17,65.21,62.6937,64.58,53510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.459316227850984,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-28 00:00:00+00:00,66.07,66.07,63.81,65.67,46922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.69079995556997,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-29 00:00:00+00:00,66.23,67.0,65.01,67.0,50461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.96241544839532,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-30 00:00:00+00:00,66.55,66.65,65.55,65.74,51442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,63.210722832436,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-02 00:00:00+00:00,70.59,72.52,67.17,67.17,88758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,64.00423785010653,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-03 00:00:00+00:00,69.62,70.88,67.17,70.88,70732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,64.44340678411717,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-04 00:00:00+00:00,69.76,69.91,67.95,69.33,51092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,64.71633696583089,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-05 00:00:00+00:00,70.77,70.93,69.13,70.06,71865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65.13105137662794,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-06 00:00:00+00:00,68.32,70.67,67.66,70.67,62966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65.36121724610912,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-09 00:00:00+00:00,68.34,68.51,66.8642,68.51,51002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65.48161045735863,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-10 00:00:00+00:00,66.18,68.6,64.6,68.24,62900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65.53557431078639,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-11 00:00:00+00:00,65.89,67.01,65.007,66.57,49439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,65.55358349067876,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
