date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_952,aVWAP_OB_bull_c0_905,aVWAP_OB_bull_c0_847,aVWAP_OB_bull_c0_824,aVWAP_OB_bull_c0_688,aVWAP_OB_bear_c0_1179,aVWAP_OB_bear_c0_1097,aVWAP_OB_bear_c0_1026,aVWAP_OB_bear_c0_989,aVWAP_OB_bear_c0_972,aVWAP_OB_bear_c0_693,aVWAP_OB_bear_c0_148,aVWAP_OB_bear_c0_50,aVWAP_OB_bear_c0_27,aVWAP_QQEMOD_bull_dot_c0_934,aVWAP_QQEMOD_bull_dot_c0_972,aVWAP_QQEMOD_bull_dot_c0_1025,aVWAP_QQEMOD_bull_dot_c0_1097,aVWAP_QQEMOD_bull_dot_c0_1179,aVWAP_QQEMOD_bear_dot_c0_952,aVWAP_QQEMOD_bear_dot_c0_1007,aVWAP_QQEMOD_bear_dot_c0_1053,aVWAP_QQEMOD_bear_dot_c0_1128,aVWAP_QQEMOD_bear_dot_c0_1186,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-08-27 00:00:00+00:00,10.2,10.83,9.72,10.67,48343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-08-30 00:00:00+00:00,11.12,11.41,10.0977,10.25,104485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-08-31 00:00:00+00:00,12.27,12.27,10.82,11.19,219824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-09-01 00:00:00+00:00,11.6,12.5,11.45,12.32,98320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.849999999999998,"rgba(38, 166, 154, 0.5)"
2021-09-02 00:00:00+00:00,12.06,12.27,11.62,12.22,71594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.906180577625543,"rgba(38, 166, 154, 0.5)"
2021-09-03 00:00:00+00:00,11.9772,12.32,11.8297,12.06,55544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.939715059419788,"rgba(38, 166, 154, 0.5)"
2021-09-07 00:00:00+00:00,11.44,12.15,11.185,12.15,87180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.842660770177224,"rgba(38, 166, 154, 0.5)"
2021-09-08 00:00:00+00:00,11.59,11.728,10.95,11.51,75704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.76078645935799,"rgba(38, 166, 154, 0.5)"
2021-09-09 00:00:00+00:00,11.15,11.55,10.97,11.5452,79306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.669642569910135,"rgba(38, 166, 154, 0.5)"
2021-09-10 00:00:00+00:00,11.07,11.535,11.07,11.25,149429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.561969630262242,"rgba(38, 166, 154, 0.5)"
2021-09-13 00:00:00+00:00,10.96,11.35,10.74,11.0,44243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.525488291397005,"rgba(38, 166, 154, 0.5)"
2021-09-14 00:00:00+00:00,10.38,11.35,10.37,11.35,54836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.462280727755779,#000000
2021-09-15 00:00:00+00:00,10.58,10.8599,10.01,10.2,52239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.395725148610634,#000000
2021-09-16 00:00:00+00:00,10.69,10.72,10.36,10.38,25854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.369497582706012,"rgba(239, 83, 80, 0.5)"
2021-09-17 00:00:00+00:00,10.5,10.74,10.07,10.74,64969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.298962407949245,"rgba(239, 83, 80, 0.5)"
2021-09-20 00:00:00+00:00,9.68,10.2,9.52,10.2,77723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.174617486302056,"rgba(239, 83, 80, 0.5)"
2021-09-21 00:00:00+00:00,10.44,10.45,9.7001,9.9,91197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.087875102499211,"rgba(239, 83, 80, 0.5)"
2021-09-22 00:00:00+00:00,10.12,10.34,9.96,10.16,39073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.053171258667064,"rgba(239, 83, 80, 0.5)"
2021-09-23 00:00:00+00:00,10.59,10.6,10.11,10.11,34116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.033970430338432,"rgba(239, 83, 80, 0.5)"
2021-09-24 00:00:00+00:00,10.32,10.51,10.17,10.4,40423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.00916477816218,"rgba(239, 83, 80, 0.5)"
2021-09-27 00:00:00+00:00,10.06,10.2841,10.0,10.18,31146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.985412459132498,"rgba(239, 83, 80, 0.5)"
2021-09-28 00:00:00+00:00,9.59,10.21,9.43,10.09,29891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.954544992865184,"rgba(239, 83, 80, 0.5)"
2021-09-29 00:00:00+00:00,9.45,9.79,9.45,9.67,34581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.915664489734127,"rgba(239, 83, 80, 0.5)"
2021-09-30 00:00:00+00:00,9.55,9.65,9.0329,9.57,12143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.90104153270093,"rgba(239, 83, 80, 0.5)"
2021-10-01 00:00:00+00:00,10.2,10.2,9.2499,9.67,80555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.839402359030808,"rgba(239, 83, 80, 0.5)"
2021-10-04 00:00:00+00:00,9.78,10.39,9.59,10.07,42296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.811066510196778,"rgba(239, 83, 80, 0.5)"
2021-10-05 00:00:00+00:00,9.96,10.03,9.6525,9.9,20819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.797165570900935,"rgba(239, 83, 80, 0.5)"
2021-10-06 00:00:00+00:00,9.98,11.0,9.57,10.24,43461,-1.0,11.0,9.57,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.183333333333334,,,,,,,,,,,,10.778596043574764,"rgba(239, 83, 80, 0.5)"
2021-10-07 00:00:00+00:00,10.25,10.32,9.85,9.98,16800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.171252551401405,,,,,,,,,,,,10.771214659569035,#000000
2021-10-08 00:00:00+00:00,10.2,10.22,9.9,10.22,17876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.156476743838814,,,,,,,,,,,,10.763140633477379,#000000
2021-10-11 00:00:00+00:00,10.0,10.2672,10.0,10.24,5730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.151871121338946,,,,,,,,,,,,10.760525658317583,#000000
2021-10-12 00:00:00+00:00,9.92,10.22,9.7,10.22,27094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.101765142707798,,,,,,,,,,,,10.74586567573629,"rgba(239, 83, 80, 0.5)"
2021-10-13 00:00:00+00:00,10.62,10.62,9.56,9.78,36893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.142911895067657,,,,,,,,,,,,10.734393458011446,#000000
2021-10-14 00:00:00+00:00,9.94,10.89,9.85,10.89,75348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.171185631550495,,,,,,,,,,,,10.710725677371432,#000000
2021-10-15 00:00:00+00:00,9.35,9.975,9.219,9.93,34104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.084168916905682,,,,,,,,,,,,10.68601151936772,"rgba(239, 83, 80, 0.5)"
2021-10-18 00:00:00+00:00,9.15,9.45,9.0501,9.25,13565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.040726777075927,,,,,,,,,,,,10.674034002583255,"rgba(239, 83, 80, 0.5)"
2021-10-19 00:00:00+00:00,9.23,9.33,8.97,9.13,48464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,9.909592359643216,,,,,,,,,,,,10.631658684298426,"rgba(239, 83, 80, 0.5)"
2021-10-20 00:00:00+00:00,9.21,9.34,8.761,9.1,41625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,9.81665503426049,,,,,,,,,,,,10.595400100904092,"rgba(239, 83, 80, 0.5)"
