date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1245,aVWAP_OB_bull_c0_1050,aVWAP_OB_bull_c0_1033,aVWAP_OB_bull_c0_1008,aVWAP_OB_bull_c0_955,aVWAP_OB_bull_c0_844,aVWAP_OB_bull_c0_810,aVWAP_OB_bull_c0_674,aVWAP_OB_bull_c0_594,aVWAP_OB_bull_c0_490,aVWAP_OB_bull_c0_470,aVWAP_OB_bear_c0_1225,aVWAP_OB_bear_c0_1177,aVWAP_OB_bear_c0_1152,aVWAP_OB_bear_c0_975,aVWAP_OB_bear_c0_919,aVWAP_OB_bear_c0_800,aVWAP_OB_bear_c0_773,aVWAP_OB_bear_c0_741,aVWAP_OB_bear_c0_655,aVWAP_OB_bear_c0_463,aVWAP_OB_bear_c0_22,aVWAP_OB_bear_c0_15,aVWAP_QQEMOD_bull_dot_c0_1025,aVWAP_QQEMOD_bull_dot_c0_1096,aVWAP_QQEMOD_bull_dot_c0_1152,aVWAP_QQEMOD_bull_dot_c0_1223,aVWAP_QQEMOD_bull_dot_c0_1253,aVWAP_QQEMOD_bear_dot_c0_1008,aVWAP_QQEMOD_bear_dot_c0_1033,aVWAP_QQEMOD_bear_dot_c0_1102,aVWAP_QQEMOD_bear_dot_c0_1198,aVWAP_QQEMOD_bear_dot_c0_1234,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,20.61,20.67,19.22,19.82,1625417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,21.33,21.62,20.35,20.4,2299046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,22.25,22.59,21.25,21.26,1938013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,22.49,22.73,21.9,22.34,2116618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,21.17,22.83,21.01,22.53,3897681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.67,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,21.19,21.77,20.91,21.06,1499179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.564440837820513,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,20.6,21.375,20.38,21.26,1772213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.371761088916237,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,19.76,20.58,19.72,20.4,2626459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00931573343847,#000000
2021-07-01 00:00:00+00:00,20.4,20.61,19.69,19.9,1592028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.90083018355117,#000000
2021-07-02 00:00:00+00:00,20.28,20.6,19.76,20.43,1231037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.83375980639263,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,18.49,20.37,18.46,20.31,2859349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.514701835652698,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,17.16,18.65,16.85,18.5,3748231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.937369523419378,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,18.08,18.36,17.09,17.165,3834685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.589161847245776,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,18.08,18.325,17.4601,18.09,1618749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.481978476415208,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,17.91,18.1,17.5,18.01,1404100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.393410468892508,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,17.97,18.65,17.42,17.72,2057554,-1.0,18.65,17.42,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,18.013333333333335,,,,,,,,,,,,19.29250586383732,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,17.28,18.25,17.0,18.23,1825584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.776700671810616,,,,,,,,,,,,19.183915394918564,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,16.91,17.55,16.67,17.11,1919752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.534083042529957,,,,,,,,,,,,19.055040363870496,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,16.56,17.24,16.29,17.18,1844847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.33207490747481,,,,,,,,,,,,18.926055724961266,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,16.42,16.93,15.56,15.69,2461402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.081593974521468,,,,,,,,,,,,18.747689717857714,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,16.49,16.89,15.625,16.44,2772136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.920921988700652,,,,,,,,,,,,18.576040637226626,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,17.31,17.5548,16.61,17.34,3644032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.97325938863748,,,,,,,,,,,,18.45478898769348,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,17.21,18.1,16.61,18.1,3645506,-1.0,18.1,16.61,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.30666666666667,17.03351666396392,,,,,,,,,,,,18.36430082679408,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,17.03,17.4,16.45,17.32,2109725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.179587261281664,17.026555434217972,,,,,,,,,,,,18.303043004682372,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,17.06,17.47,16.65,17.05,2025913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.148451301419602,17.02934299792265,,,,,,,,,,,,18.253067039478193,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,16.84,17.06,16.18,17.01,2067103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.0529240753879,17.00300727594519,,,,,,,,,,,,18.191605005131315,"rgba(239, 83, 80, 0.5)"
2021-07-28 00:00:00+00:00,17.0,17.38,16.86,16.88,1174023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.055808032888564,17.00628855287466,,,,,,,,,,,,18.167271264667367,"rgba(239, 83, 80, 0.5)"
2021-07-29 00:00:00+00:00,17.05,17.33,16.7,17.0,1467061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,17.052384938259166,17.007318927129127,,,,,,,,,,,,18.136901270783387,"rgba(239, 83, 80, 0.5)"
2021-07-30 00:00:00+00:00,16.51,17.08,16.18,16.72,2709413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,16.969957616453918,16.971677535482463,,,,,,,,,,,,18.064398993100035,"rgba(239, 83, 80, 0.5)"
2021-08-02 00:00:00+00:00,16.1,16.94,16.09,16.57,1925893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,16.903234164905218,16.937623176664626,,,,,,,,,,,,18.00998424360326,"rgba(239, 83, 80, 0.5)"
2021-08-03 00:00:00+00:00,15.91,16.28,15.4,16.045,2469946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,16.772152074546995,16.86416121702475,,,,,,,,,,,,17.92474622291025,"rgba(239, 83, 80, 0.5)"
2021-08-04 00:00:00+00:00,15.47,16.235,15.405,15.87,1758468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,16.68413263628384,16.81027084809748,,,,,,,,,,,,17.86367434793528,"rgba(239, 83, 80, 0.5)"
2021-08-05 00:00:00+00:00,16.28,16.93,15.25,15.35,6263531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,16.56374562065646,16.7170544366116,,,,,,,,,,,,17.71112636022808,"rgba(239, 83, 80, 0.5)"
2021-08-06 00:00:00+00:00,16.35,16.625,16.02,16.33,2594793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,16.543812835562765,16.69565793508548,,,,,,,,,,,,17.661972377268455,"rgba(239, 83, 80, 0.5)"
2021-08-09 00:00:00+00:00,16.23,16.615,16.2,16.4729,3495158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,16.52354282600547,16.671490905559768,,,,,,,,,,,,17.601809331161085,"rgba(239, 83, 80, 0.5)"
2021-08-10 00:00:00+00:00,13.31,14.69,13.22,14.566,12099184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.788294061670655,16.102454082729867,,,,,,,,,,,,17.073336993709248,"rgba(239, 83, 80, 0.5)"
2021-08-11 00:00:00+00:00,14.29,14.425,13.39,13.4065,5188506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.609901761061574,15.943581562246262,,,,,,,,,,,,16.90491943088274,"rgba(239, 83, 80, 0.5)"
2021-08-12 00:00:00+00:00,14.02,14.25,13.61,14.25,3888700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.492998858892166,15.835561049469135,,,,,,,,,,,,16.78745425300846,"rgba(239, 83, 80, 0.5)"
2021-08-13 00:00:00+00:00,13.34,13.94,13.32,13.88,2538408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.406368497652322,15.756531178598454,,,,,,,,,,,,16.704876448791552,"rgba(239, 83, 80, 0.5)"
2021-08-16 00:00:00+00:00,12.93,13.26,12.525,13.26,3127273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.277175392461016,15.64083033576087,,,,,,,,,,,,16.58968136391802,"rgba(239, 83, 80, 0.5)"
2021-08-17 00:00:00+00:00,12.35,12.77,12.025,12.75,3493226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.11923695809442,15.499519676215709,,,,,,,,,,,,16.451852676903545,"rgba(239, 83, 80, 0.5)"
2021-08-18 00:00:00+00:00,12.88,13.23,12.27,12.71,4040431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,14.981203159415246,15.370285856475627,,,,,,,,,,,,16.318310133142166,"rgba(239, 83, 80, 0.5)"
