date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1245,aVWAP_OB_bull_c0_1232,aVWAP_OB_bull_c0_1197,aVWAP_OB_bull_c0_523,aVWAP_OB_bull_c0_277,aVWAP_OB_bull_c0_262,aVWAP_OB_bull_c0_234,aVWAP_OB_bull_c0_92,aVWAP_OB_bear_c0_1224,aVWAP_OB_bear_c0_1116,aVWAP_OB_bear_c0_1077,aVWAP_OB_bear_c0_1024,aVWAP_OB_bear_c0_892,aVWAP_OB_bear_c0_871,aVWAP_OB_bear_c0_525,aVWAP_OB_bear_c0_425,aVWAP_OB_bear_c0_366,aVWAP_OB_bear_c0_309,aVWAP_OB_bear_c0_285,aVWAP_OB_bear_c0_195,aVWAP_OB_bear_c0_104,aVWAP_QQEMOD_bull_dot_c0_987,aVWAP_QQEMOD_bull_dot_c0_1024,aVWAP_QQEMOD_bull_dot_c0_1077,aVWAP_QQEMOD_bull_dot_c0_1211,aVWAP_QQEMOD_bull_dot_c0_1253,aVWAP_QQEMOD_bear_dot_c0_952,aVWAP_QQEMOD_bear_dot_c0_1011,aVWAP_QQEMOD_bear_dot_c0_1056,aVWAP_QQEMOD_bear_dot_c0_1197,aVWAP_QQEMOD_bear_dot_c0_1232,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,556.6722290389,629.8422903885,534.0814723926,613.1491206544,18587614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5319972733333,#000000
2021-06-22 00:00:00+00:00,582.4616768916,587.1597546012,510.291206544,540.7787321063,16949414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.0640112037054,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,582.7615541922,610.7501022495,567.7676891616,570.1667075665,11629180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0023360235515,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,566.7680981595,587.3596728016,556.3723517382,579.5628629857,8035121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.7351414282186,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,540.3788957055,562.6697750511,529.4833537832,557.2719836401,7759692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.3387536927395,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,580.8623312883,593.3572188139,543.077791411,550.7746421268,9931024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.8964903865298,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,564.069202454,609.7505112474,561.5702249489,590.3584458078,6360413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.6642765689847,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,566.5681799591,581.5620449898,546.2764826176,559.7709611452,5902062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.327288400447,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,541.9782413088,576.8639672802,525.0911509202,568.3674437628,5776598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.9710146332928,#000000
2021-07-02 00:00:00+00:00,519.3874846626,532.282208589,477.5046216769,527.4841717791,9076230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.684840081226,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,499.3956646217,550.4747648262,496.7967280164,534.3813496933,6237027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.9181467884789,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,450.5156646217,489.6996319018,427.8249488753,476.8049079755,9532021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.3635353274344,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,479.2039263804,497.6963599182,387.4414723926,409.3325153374,14507822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.6085240509739,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,461.7110838446,488.9999182004,458.012597137,483.5021676892,5785858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.5880760794214,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,425.9257259714,465.3096114519,420.5279345603,442.7188548057,6298639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1491412050403,"rgba(239, 83, 80, 0.5)"
