date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1201,aVWAP_OB_bull_c0_840,aVWAP_OB_bull_c0_664,aVWAP_OB_bull_c0_487,aVWAP_OB_bull_c0_464,aVWAP_OB_bear_c0_1250,aVWAP_OB_bear_c0_1195,aVWAP_OB_bear_c0_1145,aVWAP_OB_bear_c0_1125,aVWAP_OB_bear_c0_1103,aVWAP_OB_bear_c0_1068,aVWAP_OB_bear_c0_1035,aVWAP_OB_bear_c0_1023,aVWAP_OB_bear_c0_999,aVWAP_OB_bear_c0_641,aVWAP_OB_bear_c0_418,aVWAP_OB_bear_c0_368,aVWAP_OB_bear_c0_285,aVWAP_OB_bear_c0_255,aVWAP_OB_bear_c0_217,aVWAP_OB_bear_c0_6,aVWAP_QQEMOD_bull_dot_c0_1068,aVWAP_QQEMOD_bull_dot_c0_1103,aVWAP_QQEMOD_bull_dot_c0_1125,aVWAP_QQEMOD_bull_dot_c0_1145,aVWAP_QQEMOD_bull_dot_c0_1225,aVWAP_QQEMOD_bear_dot_c0_1087,aVWAP_QQEMOD_bear_dot_c0_1112,aVWAP_QQEMOD_bear_dot_c0_1140,aVWAP_QQEMOD_bear_dot_c0_1201,aVWAP_QQEMOD_bear_dot_c0_1253,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,190.26,193.86,187.38,192.78,140996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,193.32,193.32,186.12,189.0,133724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,194.22,198.54,190.44,193.5,176540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,197.28,198.54,191.88,194.4,179985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,193.5,201.06,184.5,200.88,693436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,199.08,199.98,192.78,196.92,217630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,194.4,206.82,190.62,200.16,209715,-1.0,206.82,190.62,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,197.28,,,,,,,,,,,,197.28,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,194.76,197.28,187.02,191.52,105440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,195.8547508368898,,,,,,,,,,,,195.8547508368898,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,178.92,194.4,177.48,194.4,204132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,191.03740166805636,,,,,,,,,,,,191.03740166805636,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,172.08,180.36,169.65,178.92,144534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,187.3343736037275,,,,,,,,,,,,187.3343736037275,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,170.82,179.1,169.92,173.7,103968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,185.4312399109651,,,,,,,,,,,,185.4312399109651,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,163.26,172.7208,162.18,171.72,107619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,183.04903386580884,,,,,,,,,,,,183.04903386580884,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,163.44,173.7,158.58,161.28,172984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,180.1105548291097,,,,,,,,,,,,180.1105548291097,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,164.7,165.78,160.56,164.52,95742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,178.735633552014,,,,,,,,,,,,178.735633552014,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,161.64,166.6116,158.2776,164.7,112771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,177.2499195745104,,,,,,,,,,,,177.2499195745104,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,157.68,163.44,156.6,161.82,115704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,175.73177439664173,,,,,,,,,,,,175.73177439664173,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,147.42,158.58,146.88,157.86,196055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,172.63574476293203,,,,,,,,,,,,172.63574476293203,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,149.58,156.78,144.72,147.96,193148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,170.19364790499782,,,,,,,,,,,,170.19364790499782,"rgba(239, 83, 80, 0.5)"
