date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_264,aVWAP_OB_bull_c0_237,aVWAP_OB_bull_c0_220,aVWAP_OB_bear_c0_168,aVWAP_QQEMOD_bull_dot_c0_108,aVWAP_QQEMOD_bull_dot_c0_168,aVWAP_QQEMOD_bull_dot_c0_208,aVWAP_QQEMOD_bull_dot_c0_249,aVWAP_QQEMOD_bear_dot_c0_76,aVWAP_QQEMOD_bear_dot_c0_131,aVWAP_QQEMOD_bear_dot_c0_181,aVWAP_QQEMOD_bear_dot_c0_220,aVWAP_QQEMOD_bear_dot_c0_264,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2025-05-16 00:00:00+00:00,22.8,25.26,22.09,23.5,6284903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-05-19 00:00:00+00:00,23.65,26.6,22.5,23.02,2612360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-05-20 00:00:00+00:00,21.91,23.7223,21.5,23.72,3349825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-05-21 00:00:00+00:00,22.44,24.015,21.03,21.515,4190823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-05-22 00:00:00+00:00,24.46,25.0,22.22,23.9,4666016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-05-23 00:00:00+00:00,22.95,24.24,22.62,23.025,2727756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-05-27 00:00:00+00:00,21.74,23.5,21.67,23.3,3351436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-05-28 00:00:00+00:00,20.38,20.853,18.8,19.3,4046567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-05-29 00:00:00+00:00,19.6,20.926,19.21,20.81,3679022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-05-30 00:00:00+00:00,18.15,18.89,17.99,18.85,12164240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-02 00:00:00+00:00,18.52,18.77,18.2,18.5,5652664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-03 00:00:00+00:00,19.13,19.58,18.28,18.68,4675036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-04 00:00:00+00:00,20.08,20.15,18.9211,19.33,5911963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-05 00:00:00+00:00,19.07,20.83,19.05,20.725,6914067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-06 00:00:00+00:00,19.98,20.02,18.95,19.05,4289096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-09 00:00:00+00:00,20.93,21.13,19.83,20.73,6283038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-10 00:00:00+00:00,20.0,21.3,19.75,21.14,3920526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-11 00:00:00+00:00,19.33,20.05,19.2,19.87,3273146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-12 00:00:00+00:00,19.42,20.62,19.0801,19.2,4757587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-13 00:00:00+00:00,18.84,19.2694,18.44,19.0,3139588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-16 00:00:00+00:00,19.37,19.85,18.9,19.23,3025557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-17 00:00:00+00:00,18.49,19.328,18.3,19.1,6435570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-18 00:00:00+00:00,19.04,19.47,17.95,18.61,7838001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-20 00:00:00+00:00,18.86,21.05,18.81,20.51,26245904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-23 00:00:00+00:00,18.47,19.04,17.4,18.25,8652040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-24 00:00:00+00:00,19.71,19.83,18.69,19.09,7775280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-25 00:00:00+00:00,19.4,20.11,19.14,20.01,3366648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-06-26 00:00:00+00:00,20.48,21.07,19.01,19.515,6116098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-06-27 00:00:00+00:00,19.97,21.1474,19.64,21.125,5056323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-06-30 00:00:00+00:00,21.9,22.4,20.41,20.5,10562811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-01 00:00:00+00:00,21.31,22.1499,20.8,21.88,7094338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-02 00:00:00+00:00,22.22,22.8299,20.8001,21.51,7822788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-03 00:00:00+00:00,21.75,22.65,21.59,22.29,3814440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-07 00:00:00+00:00,19.69,21.4363,19.2,21.335,7332534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-08 00:00:00+00:00,19.46,20.08,19.15,20.08,3688011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-07-09 00:00:00+00:00,20.17,20.26,19.05,19.92,6587804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-07-10 00:00:00+00:00,20.41,20.6,19.35,20.16,3929791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-07-11 00:00:00+00:00,20.63,21.84,20.36,20.545,6119917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-07-14 00:00:00+00:00,21.45,21.95,20.855,20.95,4279414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-15 00:00:00+00:00,20.86,21.57,20.4,21.0,4208976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-16 00:00:00+00:00,24.36,24.75,21.15,21.16,14157924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-17 00:00:00+00:00,26.04,26.17,23.67,24.285,11744485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-18 00:00:00+00:00,27.13,28.2,25.32,27.71,20131419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-21 00:00:00+00:00,27.45,31.75,27.27,29.13,22095269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-22 00:00:00+00:00,29.11,29.22,26.68,28.2,11783428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-23 00:00:00+00:00,31.03,31.19,28.41,29.61,13614186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-24 00:00:00+00:00,31.89,33.17,30.08,30.315,12570255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-25 00:00:00+00:00,30.59,31.42,29.1501,31.41,9383698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-28 00:00:00+00:00,29.6,31.52,29.48,31.31,7354548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-29 00:00:00+00:00,26.76,29.48,25.932,29.17,13128851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-30 00:00:00+00:00,28.9,29.5,27.18,27.18,10722150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-07-31 00:00:00+00:00,28.415,30.42,28.31,28.895,8284698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-01 00:00:00+00:00,26.88,27.8894,26.0,26.065,9517028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-04 00:00:00+00:00,28.89,29.75,27.0,27.645,8075282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-05 00:00:00+00:00,27.68,29.035,25.55,28.38,12355793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-06 00:00:00+00:00,27.34,28.0,26.02,27.08,9224186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-07 00:00:00+00:00,28.09,30.35,27.4524,28.5,10836203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-08 00:00:00+00:00,27.78,28.38,26.46,28.01,10557808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-11 00:00:00+00:00,28.48,30.84,28.3501,28.6,11427656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-12 00:00:00+00:00,27.9,29.4392,27.36,28.77,7346301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-13 00:00:00+00:00,28.34,30.19,27.81,28.0,9040945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-14 00:00:00+00:00,28.57,29.92,27.25,27.705,8800446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.75)"
2025-08-15 00:00:00+00:00,26.09,28.9999,25.8,28.84,10624368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
2025-08-18 00:00:00+00:00,26.79,26.85,25.51,25.705,5891094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,#000000
