date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_338,aVWAP_OB_bull_c0_286,aVWAP_OB_bull_c0_237,aVWAP_OB_bull_c0_50,aVWAP_OB_bear_c0_340,aVWAP_OB_bear_c0_310,aVWAP_OB_bear_c0_189,aVWAP_OB_bear_c0_3,aVWAP_QQEMOD_bull_dot_c0_143,aVWAP_QQEMOD_bull_dot_c0_223,aVWAP_QQEMOD_bull_dot_c0_264,aVWAP_QQEMOD_bull_dot_c0_301,aVWAP_QQEMOD_bear_dot_c0_179,aVWAP_QQEMOD_bear_dot_c0_237,aVWAP_QQEMOD_bear_dot_c0_286,aVWAP_QQEMOD_bear_dot_c0_324,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2025-01-28 00:00:00+00:00,18.4493201068,19.8038271526,17.8421272932,19.6637057341,12165197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,#000000
2025-01-29 00:00:00+00:00,19.1405857716,19.3274143296,18.3839301115,18.4493201068,3094343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-30 00:00:00+00:00,20.3549713989,20.3829956826,19.1686100553,19.383462897,3250156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-31 00:00:00+00:00,20.0840699897,20.5791656685,19.6637057341,20.5511413848,1881255,-1.0,20.579166,19.663706,64.0,-1.0,20.579166,19.663706,64.0,,,,,,,,20.1089804641,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-03 00:00:00+00:00,20.3829956826,20.5604828127,19.4768771761,20.2148499803,1817992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,20.124283255189606,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-04 00:00:00+00:00,20.0653871339,20.3829956826,19.8084978666,20.3269471152,723301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,20.117961066162017,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-05 00:00:00+00:00,19.7384371573,20.1307771292,19.3087314738,20.0840699897,891969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,20.05217272698956,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-06 00:00:00+00:00,19.3367557575,19.5983157388,18.7762700834,19.3274143296,1317638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.890241569543125,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-07 00:00:00+00:00,19.7290957294,19.8505342922,19.2433414785,19.3367557575,559487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.868257396833545,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-10 00:00:00+00:00,19.8598757201,20.0840699897,19.7104128736,19.9252657154,442960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.869216398520802,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-11 00:00:00+00:00,19.8598757201,19.9065828596,19.2713657622,19.6356814504,594480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.855494759460484,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-12 00:00:00+00:00,20.0840699897,20.0934114176,19.4395114645,19.4955600319,361762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.85620373480572,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-13 00:00:00+00:00,19.7851442968,20.1307771292,19.7384371573,20.1307771292,309419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.857197408371942,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-14 00:00:00+00:00,19.8318514364,19.9906557107,19.4768771761,19.673047162,219708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.855011500335095,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-18 00:00:00+00:00,20.0280214223,20.1307771292,19.7851442968,19.8505342922,359229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.85979794035431,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-19 00:00:00+00:00,20.056045706,20.1120942734,19.8038271526,19.9906557107,516377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.86655812466989,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-20 00:00:00+00:00,19.8972414317,20.2988294172,19.6169985946,20.1961671245,475745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.869789860431453,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-21 00:00:00+00:00,19.7104128736,19.9439485712,19.3741214691,19.7104128736,331625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.86384591010399,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-24 00:00:00+00:00,19.9346071433,20.2708985478,19.7265735439,19.9813142828,792260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.87160191401446,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-25 00:00:00+00:00,20.1774842687,20.252215692,19.5235843156,19.8598757201,487536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.876154425274454,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-26 00:00:00+00:00,19.2433414785,20.3362885431,18.9724400694,20.2989228315,1351520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.840058488659434,,,,,,,,,,,#000000
2025-02-27 00:00:00+00:00,19.6263400225,20.0840699897,19.0378300647,19.3554386133,577993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.829444607703138,,,,,,,,,,,#000000
2025-02-28 00:00:00+00:00,19.4675357482,19.962631427,19.4208286087,19.8131685805,782491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.81820838357487,,,,,,,,,,,#000000
2025-03-03 00:00:00+00:00,19.4955600319,19.7384371573,19.0565129205,19.2620243343,494980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.805646274323205,,,,,,,,,,,#000000
2025-03-04 00:00:00+00:00,18.4680029626,19.3320850436,18.4212958231,19.2526829064,1009145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.73969532295089,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-03-05 00:00:00+00:00,18.9911229252,19.0658543484,18.2344672651,18.4493201068,596378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.705248147150364,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-03-06 00:00:00+00:00,18.4680029626,19.0938786321,18.3559058278,18.9911229252,456900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.677179645322852,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-03-07 00:00:00+00:00,18.0289558512,19.6637057341,17.9729072838,18.4586615347,812929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.626968015258935,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-03-10 00:00:00+00:00,17.384397326,18.6015853816,17.2162516237,18.1410529861,822712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.544951985096244,,,,,,,,,17.73407811043333,,"rgba(239, 83, 80, 0.5)"
2025-03-11 00:00:00+00:00,17.9915901396,18.1317115582,17.2349344795,17.2349344795,946782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.461415230021807,,,,,,,,,17.76190145800418,,"rgba(239, 83, 80, 0.5)"
2025-03-12 00:00:00+00:00,18.0569801349,18.3699179697,17.9448830001,18.1317115582,428268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.433285393210312,,,,,,,,,17.83244775453948,,"rgba(239, 83, 80, 0.5)"
2025-03-13 00:00:00+00:00,17.7300301584,18.0569801349,17.5151773166,18.0009315675,452249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.39709064838829,,,,,,,,,17.821346046000848,,"rgba(239, 83, 80, 0.5)"
2025-03-14 00:00:00+00:00,17.76739587,18.0756629907,17.6552987351,17.8514687211,334886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.372321647629118,,,,,,,,,17.82262951920433,,"rgba(239, 83, 80, 0.5)"
2025-03-17 00:00:00+00:00,18.2531501209,18.5427343859,17.7674892842,17.8141030095,516396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.34408956741944,,,,,,,,,17.876486212772498,,"rgba(239, 83, 80, 0.5)"
2025-03-18 00:00:00+00:00,18.6921972323,18.720221516,18.1223701303,18.1223701303,513726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.324807712129044,,,,,,,,,17.95774923070752,,"rgba(239, 83, 80, 0.5)"
2025-03-19 00:00:00+00:00,18.4773443905,18.7622579416,18.3652472557,18.6735143765,273025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.31520321571366,,,,,,,,,17.994500300081448,,"rgba(239, 83, 80, 0.5)"
2025-03-20 00:00:00+00:00,18.3559058278,18.5649669843,18.1690772698,18.3185401162,560713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.292011291200584,,,,,,,,,18.037150436325554,,"rgba(239, 83, 80, 0.5)"
2025-03-21 00:00:00+00:00,17.7954201537,18.7108800881,17.762725156,18.3559058278,2041951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.19402548371465,,,,,,,,,18.052715289179904,,"rgba(239, 83, 80, 0.5)"
2025-03-24 00:00:00+00:00,18.3091986883,18.6127950951,17.9822487117,17.9822487117,971576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.16070517636891,,,,,,,,,18.083448071028815,,"rgba(239, 83, 80, 0.5)"
2025-03-25 00:00:00+00:00,17.8794930048,18.6267138227,17.5618844561,18.3185401162,1103124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.114433834934207,,,,,,,,,18.07597313400469,,"rgba(239, 83, 80, 0.5)"
2025-03-26 00:00:00+00:00,18.4119543952,18.7295629439,17.8514687211,18.0102729954,1138131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.082891591785742,,,,,,,,,18.104700562441657,,"rgba(239, 83, 80, 0.5)"
2025-03-27 00:00:00+00:00,18.7856115113,19.009805781,18.3179796305,18.3559058278,612225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.074869601992695,,,,,,,,,18.13896701093563,,#000000
2025-03-28 00:00:00+00:00,18.8977086461,19.1872929111,18.7482457997,18.8416600787,546012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.07244904603529,,,,,,,,,18.178018106994568,,#000000
