date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1232,aVWAP_OB_bull_c0_1150,aVWAP_OB_bull_c0_1123,aVWAP_OB_bull_c0_953,aVWAP_OB_bull_c0_351,aVWAP_OB_bull_c0_97,aVWAP_OB_bear_c0_1239,aVWAP_OB_bear_c0_1153,aVWAP_OB_bear_c0_1130,aVWAP_OB_bear_c0_1081,aVWAP_OB_bear_c0_731,aVWAP_OB_bear_c0_560,aVWAP_OB_bear_c0_408,aVWAP_OB_bear_c0_355,aVWAP_OB_bear_c0_309,aVWAP_OB_bear_c0_299,aVWAP_OB_bear_c0_229,aVWAP_OB_bear_c0_219,aVWAP_OB_bear_c0_167,aVWAP_OB_bear_c0_142,aVWAP_OB_bear_c0_130,aVWAP_OB_bear_c0_103,aVWAP_OB_bear_c0_5,aVWAP_QQEMOD_bull_dot_c0_1081,aVWAP_QQEMOD_bull_dot_c0_1130,aVWAP_QQEMOD_bull_dot_c0_1177,aVWAP_QQEMOD_bull_dot_c0_1215,aVWAP_QQEMOD_bull_dot_c0_1239,aVWAP_QQEMOD_bear_dot_c0_1112,aVWAP_QQEMOD_bear_dot_c0_1162,aVWAP_QQEMOD_bear_dot_c0_1198,aVWAP_QQEMOD_bear_dot_c0_1232,aVWAP_QQEMOD_bear_dot_c0_1249,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,89.7,89.8,84.62,86.9,434341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,89.1,89.83,87.4,89.368,289886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-23 00:00:00+00:00,90.2,92.5,89.4,89.8,295885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-24 00:00:00+00:00,93.5,94.3,90.9,91.3,372864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,91.1,93.7,90.8,93.1,278073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-28 00:00:00+00:00,92.8,95.4,91.2,91.5,362736,-1.0,95.4,91.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,93.13333333333334,,,,,,,,,,,,93.13333333333334,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,90.9,95.212,89.8,93.2,349387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,92.56289730098125,,,,,,,,,,,,92.56289730098125,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,90.4,93.2,89.2,90.442,379589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,91.99629680843788,,,,,,,,,,,,91.99629680843788,#000000
2021-07-01 00:00:00+00:00,88.8,91.399,86.7,90.4,343119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,91.27172503823331,,,,,,,,,,,,91.27172503823331,#000000
2021-07-02 00:00:00+00:00,86.2,89.6,85.65,89.3,305476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,90.54823885000367,,,,,,,,,,,,90.54823885000367,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,83.1,87.9,82.8,86.0,391537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,89.45577824096571,,,,,,,,,,,,89.45577824096571,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,79.8,84.6,79.3,83.1,459385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,87.99806537425549,,,,,,,,,,,,87.99806537425549,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,81.0,81.6,77.7,77.9,459031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,86.80949231923398,,,,,,,,,,,,86.80949231923398,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,82.4,82.8,80.3,82.8,187177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,86.52178864793353,,,,,,,,,,,,86.52178864793353,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,83.3,84.1,79.962,81.7,321465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,86.15435743524267,,,,,,,,,,,,86.15435743524267,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,83.7,88.6,83.3,85.2,502439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,86.0362914084289,,,,,,,,,,,,86.0362914084289,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,75.1,84.1,74.9,83.8,944145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,84.52675709911087,,,,,,,,,,,,84.52675709911087,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,73.4,77.4,70.7,76.6,696586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,83.22040928601626,,,,,,,,,,,,83.22040928601626,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,70.4,74.3,69.8,74.1,538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,82.20888675850831,,,,,,,,,,,,82.20888675850831,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,70.4,70.7,67.05,69.2,490803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,81.27375398253656,,,,,,,,,,,,81.27375398253656,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,72.9,73.45,68.15,71.0,408782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,80.71420320178152,,,,,,,,,,,,80.71420320178152,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,75.2,75.4,72.5,73.45,299342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,80.45880166095937,,,,,,,,,,,,80.45880166095937,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,72.1,75.5,71.4,75.3,354497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,80.11955464242814,,,,,,,,,,,,80.11955464242814,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,70.8,72.3,69.318,72.2,298975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,79.77549229188074,,,,,,,,,,,,79.77549229188074,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,72.1,73.4,69.5,70.4,324701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,79.46270825262609,,,,,,,,,,,,79.46270825262609,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,68.4,74.0,66.342,71.6,776071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,78.62854473709208,,,,,,,,,,,,78.62854473709208,"rgba(239, 83, 80, 0.5)"
