date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1139,aVWAP_OB_bull_c0_1010,aVWAP_OB_bull_c0_975,aVWAP_OB_bull_c0_593,aVWAP_OB_bull_c0_90,aVWAP_OB_bull_c0_32,aVWAP_OB_bear_c0_1234,aVWAP_OB_bear_c0_1180,aVWAP_OB_bear_c0_1127,aVWAP_OB_bear_c0_1070,aVWAP_OB_bear_c0_1038,aVWAP_OB_bear_c0_946,aVWAP_OB_bear_c0_919,aVWAP_OB_bear_c0_867,aVWAP_OB_bear_c0_799,aVWAP_OB_bear_c0_694,aVWAP_OB_bear_c0_627,aVWAP_OB_bear_c0_531,aVWAP_OB_bear_c0_431,aVWAP_OB_bear_c0_187,aVWAP_OB_bear_c0_98,aVWAP_OB_bear_c0_46,aVWAP_QQEMOD_bull_dot_c0_946,aVWAP_QQEMOD_bull_dot_c0_1025,aVWAP_QQEMOD_bull_dot_c0_1154,aVWAP_QQEMOD_bull_dot_c0_1212,aVWAP_QQEMOD_bull_dot_c0_1234,aVWAP_QQEMOD_bear_dot_c0_955,aVWAP_QQEMOD_bear_dot_c0_1111,aVWAP_QQEMOD_bear_dot_c0_1199,aVWAP_QQEMOD_bear_dot_c0_1225,aVWAP_QQEMOD_bear_dot_c0_1246,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,52.4,52.6,50.3,51.0,173092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,52.8,53.4,51.3,52.4,128954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,53.3,53.4,51.9,52.8,112026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,56.7,57.1,53.898,53.9,206570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,54.0,57.45,53.9,57.45,132711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.11666666666666,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,54.1,55.0,53.0,54.3,125284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5905931639502,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,52.7,54.5,52.187,54.4,124921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.11376879611542,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,53.1,53.3,51.526,52.6,79388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.861032974694865,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,52.5,54.88,52.3,53.5,121216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.72925454997258,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,51.2,53.2,50.6,52.4,127570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.35922496683495,#000000
2021-07-06 00:00:00+00:00,50.4,52.501,50.4,51.3,141128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.98515065902542,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,48.4,50.7,46.1,50.4,311368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.75819434432292,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,46.1,47.7,45.35,47.7,192300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.995898861949556,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,47.8,48.1,46.4,46.9,108183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.732653737175866,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,46.5,47.6,45.5,47.5,93391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.480847121381395,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,43.0,46.6,43.0,46.6,222155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.69678900080448,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,41.8,44.0,41.6,43.1,199621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.967576188152066,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,41.3,42.5,40.7,41.5,122584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53204633333651,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,40.0,43.2,39.6,41.5,214324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.82890068910511,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,38.4,39.2,37.3,38.9,229642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9693485460548,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,40.9,41.3,37.8,39.0,156234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.56637255004281,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,43.2,43.6,41.5,41.9,110969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.41647876724722,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,41.0,43.1,40.8,43.0,76094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.290498077648394,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,40.0,41.53,39.3,41.3,104876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.079838351493784,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,40.4,41.5,39.5,40.2,87159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.92105234236403,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,39.5,40.1,38.05,40.0,141740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.626196153951966,"rgba(239, 83, 80, 0.5)"
2021-07-28 00:00:00+00:00,41.3,42.0,39.7,39.7,98178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.489434406713244,"rgba(239, 83, 80, 0.5)"
2021-07-29 00:00:00+00:00,40.9,42.6,40.8,41.4,84706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.38855298424445,"rgba(239, 83, 80, 0.5)"
2021-07-30 00:00:00+00:00,40.1,41.768,40.1,40.8,87139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.27048714275311,"rgba(239, 83, 80, 0.5)"
2021-08-02 00:00:00+00:00,40.2,41.3,39.81,40.5,121060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.10856355107438,"rgba(239, 83, 80, 0.5)"
2021-08-03 00:00:00+00:00,38.6,40.6,37.3,40.2,248988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.70408885804873,"rgba(239, 83, 80, 0.5)"
2021-08-04 00:00:00+00:00,37.7,40.25,37.7,37.9,153895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.46830966911503,"rgba(239, 83, 80, 0.5)"
2021-08-05 00:00:00+00:00,39.1,40.4,37.1,37.7,294157,1.0,40.4,37.1,54.0,1.0,40.4,37.1,54.0,,,,,,38.86666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.08608518223578,"rgba(239, 83, 80, 0.5)"
2021-08-06 00:00:00+00:00,50.2,51.8,43.7,44.1,1867795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.24687654181653,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.440529443318006,#000000
2021-08-09 00:00:00+00:00,47.2,50.415,45.409,50.415,612748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.341347130860996,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.64209879878703,#000000
2021-08-10 00:00:00+00:00,48.6,48.8,46.4,47.433,261080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.39225851368237,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.726917897134165,"rgba(38, 166, 154, 0.5)"
2021-08-11 00:00:00+00:00,49.5,49.6,47.2,49.2,187908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.47237243513227,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.80580639449255,"rgba(38, 166, 154, 0.5)"
2021-08-12 00:00:00+00:00,47.2,49.25,47.0,48.9,167095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.4893389719523,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85116580640235,"rgba(38, 166, 154, 0.5)"
2021-08-13 00:00:00+00:00,44.5,47.6,44.4,47.6,234749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.360531576423355,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.84037910373014,"rgba(38, 166, 154, 0.5)"
2021-08-16 00:00:00+00:00,42.3,44.05,42.2,43.9,204982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.119159848347586,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.762266769402146,#000000
2021-08-17 00:00:00+00:00,40.4,41.9,39.9,41.9,233771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46.7518575921718,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.616789360511454,#000000
2021-08-18 00:00:00+00:00,40.9,42.4,40.1,40.6,148285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46.55408215586526,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.536002211787,"rgba(239, 83, 80, 0.5)"
2021-08-19 00:00:00+00:00,38.4,40.6,38.2,40.0,217373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46.186681950685745,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.36951734539381,"rgba(239, 83, 80, 0.5)"
2021-08-20 00:00:00+00:00,37.9,39.0,37.7,38.7,153926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.91848973010936,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.24120499580673,"rgba(239, 83, 80, 0.5)"
2021-08-23 00:00:00+00:00,40.4,40.8,38.6,38.9,192812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.676897299052065,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.12482121584814,"rgba(239, 83, 80, 0.5)"
2021-08-24 00:00:00+00:00,41.5,42.15,40.4,40.4,116295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.57405671258827,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.07555043162211,"rgba(239, 83, 80, 0.5)"
2021-08-25 00:00:00+00:00,40.7,42.293,40.6,42.1,124619,-1.0,42.293,40.6,0.0,0.0,0.0,0.0,0.0,,,,,,45.46536293576238,,,,,,,,,,,,,,,,41.19766666666666,,,,,,,,,,,,45.0220596651539,"rgba(239, 83, 80, 0.5)"
2021-08-26 00:00:00+00:00,39.9,41.772,39.9,40.2,120588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.349394105205405,,,,,,,,,,,,,,,,40.866370594368576,,,,,,,,,,,,44.9628120841415,"rgba(239, 83, 80, 0.5)"
2021-08-27 00:00:00+00:00,40.9,41.8,39.699,40.0,131399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.235944948195126,,,,,,,,,,,,,,,,40.84309738736682,,,,,,,,,,,,44.90390521051237,"rgba(239, 83, 80, 0.5)"
2021-08-30 00:00:00+00:00,38.7,41.1,38.55,40.9,175189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.04977845753292,,,,,,,,,,,,,,,,40.400803893958205,,,,,,,,,,,,44.80292179281964,"rgba(239, 83, 80, 0.5)"
2021-08-31 00:00:00+00:00,39.6,40.2,38.7,38.9,170053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44.88169545510242,,,,,,,,,,,,,,,,40.18859245252002,,,,,,,,,,,,44.70929526497785,"rgba(239, 83, 80, 0.5)"
2021-09-01 00:00:00+00:00,39.5,40.1,38.9,39.7,88565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44.79812586902278,,,,,,,,,,,,,,,,40.113340463031406,,,,,,,,,,,,44.661831157437945,"rgba(239, 83, 80, 0.5)"
