date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_198,aVWAP_OB_bull_c0_176,aVWAP_OB_bear_c0_332,aVWAP_OB_bear_c0_264,aVWAP_OB_bear_c0_231,aVWAP_OB_bear_c0_206,aVWAP_OB_bear_c0_112,aVWAP_OB_bear_c0_86,aVWAP_OB_bear_c0_75,aVWAP_QQEMOD_bull_dot_c0_59,aVWAP_QQEMOD_bull_dot_c0_206,aVWAP_QQEMOD_bull_dot_c0_258,aVWAP_QQEMOD_bull_dot_c0_306,aVWAP_QQEMOD_bear_dot_c0_138,aVWAP_QQEMOD_bear_dot_c0_245,aVWAP_QQEMOD_bear_dot_c0_301,aVWAP_QQEMOD_bear_dot_c0_362,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-10-08 00:00:00+00:00,11.52,14.8,11.3,14.75,3912003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,#000000
2021-10-11 00:00:00+00:00,12.58,13.85,10.45,11.5,1523373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-10-12 00:00:00+00:00,11.77,13.21,11.5,12.48,347243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-10-13 00:00:00+00:00,11.0,12.22,10.23,11.98,251196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-10-14 00:00:00+00:00,11.0,11.14,10.46,10.46,187784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-10-15 00:00:00+00:00,11.9,12.0,10.84,11.2,333992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-10-18 00:00:00+00:00,10.87,12.48,10.87,12.09,335841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,#000000
2021-10-19 00:00:00+00:00,11.0,11.51,10.72,10.93,104222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,#000000
2021-10-20 00:00:00+00:00,11.0,11.44,10.88,10.88,86760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-10-21 00:00:00+00:00,11.05,11.32,10.86,10.92,143308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-10-22 00:00:00+00:00,10.73,11.3899,10.73,10.88,88698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-10-25 00:00:00+00:00,10.89,11.16,10.855,11.0,117887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-10-26 00:00:00+00:00,11.39,11.49,10.78,11.14,180620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-10-27 00:00:00+00:00,11.47,11.66,11.04,11.28,117351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,#000000
2021-10-28 00:00:00+00:00,11.64,11.66,11.3249,11.4,64990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,#000000
2021-10-29 00:00:00+00:00,12.75,12.77,11.3,11.41,171188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-01 00:00:00+00:00,13.58,13.73,12.51,12.51,161737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-02 00:00:00+00:00,14.01,14.19,13.58,13.58,303000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-03 00:00:00+00:00,12.44,14.25,12.19,14.25,134932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-04 00:00:00+00:00,14.01,14.43,12.5,12.51,163716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-05 00:00:00+00:00,14.79,15.1,13.35,13.75,130548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-08 00:00:00+00:00,15.65,16.23,14.5,14.66,177782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-09 00:00:00+00:00,14.42,16.43,14.12,15.9,177258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-10 00:00:00+00:00,14.81,16.07,14.421,14.55,143491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-11 00:00:00+00:00,15.21,15.8131,14.7242,14.99,105048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-12 00:00:00+00:00,15.7,15.99,14.82,15.12,179202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-15 00:00:00+00:00,15.05,15.92,14.81,15.91,197897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-16 00:00:00+00:00,15.09,15.595,14.95,15.25,81413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-17 00:00:00+00:00,14.85,15.3899,14.77,14.96,129277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-18 00:00:00+00:00,15.2,15.5,14.75,14.75,169827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-11-19 00:00:00+00:00,15.31,16.95,15.08,15.82,316725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,15.780000000000003,"rgba(38, 166, 154, 0.5)"
2021-11-22 00:00:00+00:00,12.66,15.31,12.38,15.31,158249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,15.003704518563122,"rgba(38, 166, 154, 0.5)"
2021-11-23 00:00:00+00:00,11.71,13.1,11.1,12.85,161345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,14.234478618428808,"rgba(239, 83, 80, 0.5)"
2021-11-24 00:00:00+00:00,13.12,13.86,11.4,11.53,100793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,14.03741581559745,"rgba(239, 83, 80, 0.5)"
2021-11-26 00:00:00+00:00,14.0,14.2316,12.72,12.72,79975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,13.999548456896267,#000000
2021-11-29 00:00:00+00:00,12.62,14.49,12.585,14.16,131618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,13.893016852797587,"rgba(239, 83, 80, 0.5)"
2021-11-30 00:00:00+00:00,12.09,12.92,11.52,12.44,126382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,13.69125107084357,"rgba(239, 83, 80, 0.5)"
2021-12-01 00:00:00+00:00,11.15,13.3143,11.15,12.36,66272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,13.585584964824099,"rgba(239, 83, 80, 0.5)"
2021-12-02 00:00:00+00:00,10.75,11.91,10.55,11.39,89517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,13.402635894977777,"rgba(239, 83, 80, 0.5)"
2021-12-03 00:00:00+00:00,10.37,11.25,8.65,10.93,119081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,13.110425109738063,"rgba(239, 83, 80, 0.5)"
2021-12-06 00:00:00+00:00,8.02,10.54,7.5101,10.54,225923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,12.476704159348005,"rgba(239, 83, 80, 0.5)"
2021-12-07 00:00:00+00:00,8.59,9.175,8.015,8.3,239808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,11.963805802887572,"rgba(239, 83, 80, 0.5)"
2021-12-08 00:00:00+00:00,8.59,8.72,7.4,8.13,224347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,11.553924362719266,"rgba(239, 83, 80, 0.5)"
2021-12-09 00:00:00+00:00,7.1,8.51,7.01,8.23,164455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,11.254485521503838,"rgba(239, 83, 80, 0.5)"
2021-12-10 00:00:00+00:00,6.8,7.37,6.72,7.23,148573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10.983541074180051,"rgba(239, 83, 80, 0.5)"
2021-12-13 00:00:00+00:00,6.93,7.51,6.37,6.77,124634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10.779973751417815,"rgba(239, 83, 80, 0.5)"
2021-12-14 00:00:00+00:00,6.79,7.14,6.04,6.93,189076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10.48762850480087,"rgba(239, 83, 80, 0.5)"
2021-12-15 00:00:00+00:00,6.99,7.25,6.27,6.74,267716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10.154548060656102,"rgba(239, 83, 80, 0.5)"
2021-12-16 00:00:00+00:00,6.02,6.965,5.8,6.96,339112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,9.751284866614267,"rgba(239, 83, 80, 0.5)"
2021-12-17 00:00:00+00:00,5.13,6.23,5.13,5.99,1542695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,8.38849939330279,"rgba(239, 83, 80, 0.5)"
2021-12-20 00:00:00+00:00,4.9,5.48,4.77,5.16,634717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.999763883147345,"rgba(239, 83, 80, 0.5)"
2021-12-21 00:00:00+00:00,6.9,7.25,4.9,4.9,1531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.6379443073242,"rgba(239, 83, 80, 0.75)"
2021-12-22 00:00:00+00:00,8.16,8.43,6.63,6.75,872720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.649282969795535,"rgba(239, 83, 80, 0.75)"
2021-12-23 00:00:00+00:00,8.05,8.48,7.55,7.86,365920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.666080479386416,"rgba(239, 83, 80, 0.75)"
2021-12-27 00:00:00+00:00,8.87,9.75,7.91,8.08,502404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.733881636118367,"rgba(239, 83, 80, 0.5)"
2021-12-28 00:00:00+00:00,8.41,8.9975,8.32,8.88,126229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.745891035924521,#000000
2021-12-29 00:00:00+00:00,8.32,8.54,8.1,8.302,104147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.752568859108774,#000000
2021-12-30 00:00:00+00:00,9.38,9.43,8.39,8.39,180387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.778520463778358,#000000
2021-12-31 00:00:00+00:00,9.19,9.44,8.73,9.29,115417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.795259554674506,"rgba(38, 166, 154, 1.0)"
2022-01-03 00:00:00+00:00,10.07,10.13,8.78,9.17,220152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.659999999999998,,,,,,,,,7.838610980234461,"rgba(38, 166, 154, 1.0)"
2022-01-04 00:00:00+00:00,9.29,10.09,9.141,9.97,128965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.603481282779127,,,,,,,,,7.8610269198510565,"rgba(38, 166, 154, 1.0)"
2022-01-05 00:00:00+00:00,8.02,9.405,8.0,9.22,93718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9.364658676482211,,,,,,,,,7.866963555360579,#000000
