date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1226,aVWAP_OB_bull_c0_1188,aVWAP_OB_bull_c0_1107,aVWAP_OB_bull_c0_1096,aVWAP_OB_bull_c0_1084,aVWAP_OB_bull_c0_986,aVWAP_OB_bull_c0_974,aVWAP_OB_bull_c0_603,aVWAP_OB_bull_c0_192,aVWAP_OB_bull_c0_95,aVWAP_OB_bear_c0_932,aVWAP_OB_bear_c0_907,aVWAP_OB_bear_c0_729,aVWAP_OB_bear_c0_697,aVWAP_OB_bear_c0_669,aVWAP_OB_bear_c0_530,aVWAP_OB_bear_c0_199,aVWAP_OB_bear_c0_175,aVWAP_OB_bear_c0_163,aVWAP_OB_bear_c0_135,aVWAP_OB_bear_c0_96,aVWAP_QQEMOD_bull_dot_c0_1114,aVWAP_QQEMOD_bull_dot_c0_1153,aVWAP_QQEMOD_bull_dot_c0_1179,aVWAP_QQEMOD_bull_dot_c0_1211,aVWAP_QQEMOD_bull_dot_c0_1244,aVWAP_QQEMOD_bear_dot_c0_1084,aVWAP_QQEMOD_bear_dot_c0_1127,aVWAP_QQEMOD_bear_dot_c0_1167,aVWAP_QQEMOD_bear_dot_c0_1188,aVWAP_QQEMOD_bear_dot_c0_1219,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-07-06 00:00:00+00:00,192.14,197.09,189.54,190.48,493554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.77781196730592,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,185.05,195.855,185.01,194.22,552867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.53839362440985,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,188.25,189.83,179.38,181.65,538582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.28300775195473,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,190.41,191.265,183.595,188.07,328668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.85484484227337,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,185.5,192.92,184.38,190.88,392331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.3530471138843,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,181.32,185.49,179.15,184.94,438973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.41680652448616,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,169.0,184.285,168.69,182.51,625492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4814372531097,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,170.05,171.84,166.0,168.51,526932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7592282249879,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,171.18,172.3,167.42,170.94,350572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.81207062383595,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,172.52,175.0,167.99,168.42,496457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.72988519079067,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,181.98,182.48,171.29,173.96,746533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.9767666068341,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,184.06,184.19,177.72,181.43,346128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.81290733092493,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,185.89,189.46,185.27,185.28,392771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.86016107146176,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,183.47,188.31,181.69,186.31,263868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.82033529531162,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,179.57,184.99,178.15,183.36,297748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.66418618636072,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,179.75,180.37,173.12,179.22,507649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.25751553257038,"rgba(239, 83, 80, 0.5)"
2021-07-28 00:00:00+00:00,187.0,190.83,179.73,179.73,566719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.2898270034373,#000000
2021-07-29 00:00:00+00:00,184.11,189.73,183.38,187.87,385545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.30584454353212,#000000
2021-07-30 00:00:00+00:00,183.23,185.47,181.61,183.09,420980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.2359408510807,#000000
2021-08-02 00:00:00+00:00,178.24,185.17,177.75,184.99,526873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.01911810551434,"rgba(239, 83, 80, 0.5)"
2021-08-03 00:00:00+00:00,178.55,179.94,175.61,178.24,459913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.75670532565456,"rgba(239, 83, 80, 0.5)"
2021-08-04 00:00:00+00:00,184.82,187.48,178.36,179.23,603229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.7002000179604,#000000
2021-08-05 00:00:00+00:00,175.26,180.25,169.02,177.39,1629886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.59044065603044,"rgba(239, 83, 80, 0.5)"
2021-08-06 00:00:00+00:00,170.97,174.49,169.6,174.23,697003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.04363888069295,"rgba(239, 83, 80, 0.5)"
2021-08-09 00:00:00+00:00,172.71,176.19,167.2,171.31,564087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.6489964170357,"rgba(239, 83, 80, 0.5)"
2021-08-10 00:00:00+00:00,164.77,174.48,163.0,174.48,482065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.19627921040103,"rgba(239, 83, 80, 0.5)"
2021-08-11 00:00:00+00:00,161.41,164.66,158.01,164.07,587430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.46802888064278,"rgba(239, 83, 80, 0.5)"
2021-08-12 00:00:00+00:00,161.21,162.37,156.45,161.16,721518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.58477283575692,"rgba(239, 83, 80, 0.5)"
2021-08-13 00:00:00+00:00,160.28,162.87,157.76,162.04,452068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.07486269035005,"rgba(239, 83, 80, 0.5)"
2021-08-16 00:00:00+00:00,160.08,162.35,156.24,161.0,757080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.24585108441232,"rgba(239, 83, 80, 0.5)"
2021-08-17 00:00:00+00:00,162.75,162.78,155.63,157.77,825711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.44987042806633,"rgba(239, 83, 80, 0.5)"
2021-08-18 00:00:00+00:00,157.81,165.19,157.52,163.9,482444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.01001247803177,"rgba(239, 83, 80, 0.5)"
2021-08-19 00:00:00+00:00,154.16,158.6708,153.3,156.17,422988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.54230460453937,"rgba(239, 83, 80, 0.5)"
2021-08-20 00:00:00+00:00,155.72,158.21,154.38,154.38,343690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.18827282567614,"rgba(239, 83, 80, 0.5)"
2021-08-23 00:00:00+00:00,163.67,164.34,157.1644,157.32,530588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.80385548359226,"rgba(239, 83, 80, 0.5)"
2021-08-24 00:00:00+00:00,169.11,169.29,161.63,163.92,608288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.52322664919606,"rgba(239, 83, 80, 0.5)"
2021-08-25 00:00:00+00:00,166.73,170.0,166.01,169.6,300166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.40258658401547,"rgba(239, 83, 80, 0.5)"
2021-08-26 00:00:00+00:00,160.07,167.92,159.68,166.6,309609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.21257934997914,"rgba(239, 83, 80, 0.5)"
2021-08-27 00:00:00+00:00,164.21,165.12,158.81,160.38,467805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.9383611984728,"rgba(239, 83, 80, 0.5)"
2021-08-30 00:00:00+00:00,173.75,175.5,165.6,165.6,941728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.76857774827624,#000000
2021-08-31 00:00:00+00:00,175.92,176.24,172.355,174.21,731671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.741024621043,"rgba(38, 166, 154, 0.5)"
2021-09-01 00:00:00+00:00,179.54,179.64,174.09,176.39,612100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.7897621648186,"rgba(38, 166, 154, 1.0)"
2021-09-02 00:00:00+00:00,183.56,185.0,178.195,179.99,490292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.91253781321714,"rgba(38, 166, 154, 1.0)"
2021-09-03 00:00:00+00:00,185.21,186.1,181.01,183.62,524347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.07572356276415,"rgba(38, 166, 154, 1.0)"
2021-09-07 00:00:00+00:00,190.92,191.1525,183.62,184.59,579407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.3446287470858,"rgba(38, 166, 154, 1.0)"
2021-09-08 00:00:00+00:00,184.07,189.78,182.445,189.7,424079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.48561772903298,"rgba(38, 166, 154, 1.0)"
2021-09-09 00:00:00+00:00,184.13,187.66,183.58,184.88,435859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.62119603378707,"rgba(38, 166, 154, 1.0)"
2021-09-10 00:00:00+00:00,184.5,186.48,183.05,184.62,429338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7438473385019,"rgba(38, 166, 154, 1.0)"
2021-09-13 00:00:00+00:00,169.0,184.68,168.53,184.32,782453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.67165519732197,"rgba(38, 166, 154, 0.75)"
2021-09-14 00:00:00+00:00,155.67,166.8606,155.365,165.0,1230946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.96379703147332,#000000
2021-09-15 00:00:00+00:00,156.15,158.735,151.16,155.0,1316346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.10306004922967,"rgba(239, 83, 80, 0.5)"
2021-09-16 00:00:00+00:00,159.99,160.47,153.845,156.18,608686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.78104187108377,"rgba(239, 83, 80, 0.5)"
2021-09-17 00:00:00+00:00,163.49,165.64,155.405,160.27,1939229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.02588794198613,"rgba(239, 83, 80, 0.5)"
2021-09-20 00:00:00+00:00,161.8,165.83,158.12,159.37,823087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.74029181740949,"rgba(239, 83, 80, 0.5)"
2021-09-21 00:00:00+00:00,160.99,165.9073,160.21,162.26,411156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.60788319173278,"rgba(239, 83, 80, 0.5)"
2021-09-22 00:00:00+00:00,158.75,162.84,157.61,161.07,430070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.44092642984734,"rgba(239, 83, 80, 0.5)"
2021-09-23 00:00:00+00:00,158.53,160.5,154.985,159.64,434756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.25541392984707,"rgba(239, 83, 80, 0.5)"
2021-09-24 00:00:00+00:00,154.16,161.0,153.295,160.89,454538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0431709096098,"rgba(239, 83, 80, 0.5)"
2021-09-27 00:00:00+00:00,152.38,153.2,146.48,152.44,388479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8085527367187,"rgba(239, 83, 80, 1.0)"
2021-09-28 00:00:00+00:00,146.04,150.08,144.73,150.08,610985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.38868223558748,"rgba(239, 83, 80, 1.0)"
2021-09-29 00:00:00+00:00,145.94,147.97,144.975,146.72,453003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.07828352869697,"rgba(239, 83, 80, 1.0)"
2021-09-30 00:00:00+00:00,145.58,148.84,145.06,146.93,448879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.78022049685032,"rgba(239, 83, 80, 1.0)"
2021-10-01 00:00:00+00:00,143.78,145.32,141.42,145.0,452664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4519149802164,"rgba(239, 83, 80, 1.0)"
2021-10-04 00:00:00+00:00,144.0,144.61,137.37,142.78,910783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7793741193412,"rgba(239, 83, 80, 1.0)"
2021-10-05 00:00:00+00:00,142.29,146.31,141.95,144.39,776362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.25895321272543,"rgba(239, 83, 80, 1.0)"
2021-10-06 00:00:00+00:00,145.32,146.62,139.74,141.03,418503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.99041138437357,"rgba(239, 83, 80, 1.0)"
2021-10-07 00:00:00+00:00,154.03,157.8,145.87,145.87,839023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.64174352697444,"rgba(239, 83, 80, 0.75)"
2021-10-08 00:00:00+00:00,155.33,156.09,151.93,154.13,1127694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2438480782586,"rgba(239, 83, 80, 0.5)"
2021-10-11 00:00:00+00:00,156.02,156.73,153.02,154.54,585550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.05617683200512,"rgba(239, 83, 80, 0.5)"
2021-10-12 00:00:00+00:00,158.93,159.09,155.61,158.69,620002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.89957642464748,#000000
2021-10-13 00:00:00+00:00,153.93,160.86,153.19,160.0,624117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.72011886421564,#000000
2021-10-14 00:00:00+00:00,153.73,161.55,153.58,156.0,650838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.54241025238338,#000000
2021-10-15 00:00:00+00:00,152.27,154.57,150.585,153.99,398757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.40293038924383,#000000
2021-10-18 00:00:00+00:00,154.09,154.63,149.15,151.68,392442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2692603455179,#000000
2021-10-19 00:00:00+00:00,160.74,160.96,154.84,155.0,544202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.15985931298894,"rgba(38, 166, 154, 1.0)"
2021-10-20 00:00:00+00:00,161.61,162.59,158.61,160.62,548610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0762932311539,"rgba(38, 166, 154, 1.0)"
2021-10-21 00:00:00+00:00,163.85,164.39,160.8,162.99,319128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.04244830296926,"rgba(38, 166, 154, 1.0)"
2021-10-22 00:00:00+00:00,164.03,164.1,159.415,162.95,429950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.9931112730184,"rgba(38, 166, 154, 1.0)"
2021-10-25 00:00:00+00:00,168.75,169.315,163.505,164.57,474707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.9852738605585,"rgba(38, 166, 154, 1.0)"
2021-10-26 00:00:00+00:00,165.63,170.47,164.7,169.71,463938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.97533583628262,"rgba(38, 166, 154, 1.0)"
2021-10-27 00:00:00+00:00,158.94,165.935,158.75,163.18,420085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.9179396372826,"rgba(38, 166, 154, 0.75)"
2021-10-28 00:00:00+00:00,164.43,165.46,159.26,159.69,341894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.88456637759825,"rgba(38, 166, 154, 0.75)"
2021-10-29 00:00:00+00:00,161.27,163.89,159.81,163.89,420667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.83247162494374,"rgba(38, 166, 154, 0.75)"
2021-11-01 00:00:00+00:00,163.7,165.29,160.0,161.52,508028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.78410952192624,"rgba(38, 166, 154, 0.75)"
2021-11-02 00:00:00+00:00,162.0,163.505,159.2773,163.14,527461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.72049676383858,"rgba(38, 166, 154, 0.75)"
2021-11-03 00:00:00+00:00,164.16,165.4,158.64,160.75,741963,1.0,165.4,158.64,102.0,1.0,165.4,158.64,102.0,,,,,,,,,,162.73333333333332,,,,,,,,,,,,,,,,,,,,,,,167.64943021323842,"rgba(38, 166, 154, 0.75)"
2021-11-04 00:00:00+00:00,182.59,187.85,167.215,175.0,1418789,-1.0,187.85,167.215,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,173.55768368219336,,,,,,,,,,,179.2183333333333,,,,,,,,,,,,167.95630679397053,"rgba(38, 166, 154, 1.0)"
2021-11-05 00:00:00+00:00,177.98,181.3037,173.72,179.12,673719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,174.5346317008594,,,,,,,,,,,178.7191446110441,,,,,,,,,,,,168.0771123257532,"rgba(38, 166, 154, 1.0)"
2021-11-08 00:00:00+00:00,174.42,179.89,173.76,176.17,467988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,174.74559404727407,,,,,,,,,,,178.2264247129332,,,,,,,,,,,,168.1451855597552,"rgba(38, 166, 154, 1.0)"
