date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1235,aVWAP_OB_bull_c0_1198,aVWAP_OB_bull_c0_1130,aVWAP_OB_bull_c0_904,aVWAP_OB_bull_c0_868,aVWAP_OB_bull_c0_530,aVWAP_OB_bull_c0_507,aVWAP_OB_bull_c0_439,aVWAP_OB_bull_c0_1,aVWAP_OB_bear_c0_1120,aVWAP_OB_bear_c0_922,aVWAP_QQEMOD_bull_dot_c0_1105,aVWAP_QQEMOD_bull_dot_c0_1155,aVWAP_QQEMOD_bull_dot_c0_1181,aVWAP_QQEMOD_bull_dot_c0_1223,aVWAP_QQEMOD_bull_dot_c0_1251,aVWAP_QQEMOD_bear_dot_c0_1039,aVWAP_QQEMOD_bear_dot_c0_1130,aVWAP_QQEMOD_bear_dot_c0_1162,aVWAP_QQEMOD_bear_dot_c0_1193,aVWAP_QQEMOD_bear_dot_c0_1232,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-07-13 00:00:00+00:00,15.9,16.5,15.6,15.9,82236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.81637000091155,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,15.75,16.35,15.15,15.75,82159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.744554142916062,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,15.75,15.75,15.0,15.45,74182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.67626259506668,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,15.3,15.9,15.0,15.45,86938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.59789179417012,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,15.45,15.6,14.94,15.0,55508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.549110118836566,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,16.35,18.9,15.3,15.3855,2987885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.17398842737921,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,15.75,17.4,15.3,16.65,739954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.05387884520457,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,15.3,16.05,15.0,15.912,269671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.98812752532527,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,15.15,15.3,15.0,15.021,144185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.94870195727711,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,13.95,15.15,13.8,15.0,157913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.88790956701764,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,14.4975,15.3,14.106,14.85,231277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.81462507234773,"rgba(239, 83, 80, 0.5)"
2021-07-28 00:00:00+00:00,15.9,16.35,15.0,15.6,347292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.76505452989631,"rgba(239, 83, 80, 0.5)"
2021-07-29 00:00:00+00:00,15.3,16.0575,15.15,15.9,70192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.753283835628558,"rgba(239, 83, 80, 0.5)"
2021-07-30 00:00:00+00:00,15.6,15.9,15.15,15.3255,53681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.744765249906596,"rgba(239, 83, 80, 0.5)"
2021-08-02 00:00:00+00:00,15.45,16.05,15.3,15.9,51458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.737048918531574,"rgba(239, 83, 80, 0.5)"
2021-08-03 00:00:00+00:00,14.8125,15.45,14.55,15.402,79377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.71853034502679,"rgba(239, 83, 80, 0.5)"
2021-08-04 00:00:00+00:00,14.5395,15.3,14.4,15.15,86001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.696785768977943,"rgba(239, 83, 80, 0.5)"
2021-08-05 00:00:00+00:00,14.9505,15.15,14.4,14.568,51370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.684593855971684,"rgba(239, 83, 80, 0.5)"
2021-08-06 00:00:00+00:00,15.6,18.75,15.45,17.85,1722217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.66937523900364,"rgba(239, 83, 80, 0.5)"
2021-08-09 00:00:00+00:00,15.75,16.5,14.8665,15.3,225117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.64722985952614,"rgba(239, 83, 80, 0.5)"
2021-08-10 00:00:00+00:00,15.75,16.2,15.3,16.05,196669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.62957505856509,#000000
2021-08-11 00:00:00+00:00,15.45,16.0275,15.3,15.75,127491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.61651310189439,#000000
2021-08-12 00:00:00+00:00,15.3,15.6,15.0,15.3,87586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.60521938931271,"rgba(239, 83, 80, 0.5)"
2021-08-13 00:00:00+00:00,14.9175,15.3,14.6265,15.15,122125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.585631055566438,"rgba(239, 83, 80, 0.5)"
2021-08-16 00:00:00+00:00,14.1225,15.0,14.1075,14.724,74094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.57014011189336,"rgba(239, 83, 80, 0.5)"
2021-08-17 00:00:00+00:00,13.9905,14.7,13.5765,14.664,77823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.551722512040033,"rgba(239, 83, 80, 0.5)"
2021-08-18 00:00:00+00:00,14.118,14.85,13.65,14.097,44765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.54174921909029,"rgba(239, 83, 80, 0.5)"
2021-08-19 00:00:00+00:00,14.244,14.6865,13.953015,14.2485,64067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.528157532407587,"rgba(239, 83, 80, 0.5)"
2021-08-20 00:00:00+00:00,14.25,14.817,13.95,14.817,36916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.520554804297927,"rgba(239, 83, 80, 0.5)"
2021-08-23 00:00:00+00:00,14.2725,14.483985,14.1,14.3295,37617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.51267315832354,"rgba(239, 83, 80, 0.5)"
2021-08-24 00:00:00+00:00,15.3,15.6,14.2665,14.3955,276228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.47589248437028,"rgba(239, 83, 80, 0.5)"
2021-08-25 00:00:00+00:00,15.15,15.3,14.85,15.0,56278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.4688530735459,"rgba(239, 83, 80, 0.5)"
2021-08-26 00:00:00+00:00,15.15,15.45,14.853,15.0,44854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.463501099327587,#000000
2021-08-27 00:00:00+00:00,15.6,15.75,15.0,15.0,62940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.457758230029118,"rgba(38, 166, 154, 0.5)"
2021-08-30 00:00:00+00:00,15.6,15.9,15.15,15.6,56850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.45313589370716,"rgba(38, 166, 154, 0.5)"
2021-08-31 00:00:00+00:00,15.45,15.7515,15.3,15.75,35165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.450144781636695,"rgba(38, 166, 154, 0.5)"
2021-09-01 00:00:00+00:00,15.75,15.75,15.45,15.45,39579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.447327070624883,"rgba(38, 166, 154, 1.0)"
2021-09-02 00:00:00+00:00,15.75,15.9,15.45,15.45,33700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.445092966453295,"rgba(38, 166, 154, 1.0)"
2021-09-03 00:00:00+00:00,15.45,15.75,15.3,15.6,28114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.442741827908264,"rgba(38, 166, 154, 1.0)"
2021-09-07 00:00:00+00:00,15.3,15.75,15.15,15.45,18926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.440998456291446,"rgba(38, 166, 154, 0.75)"
2021-09-08 00:00:00+00:00,15.0,15.45,15.0,15.45,26672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.437963771626205,#000000
2021-09-09 00:00:00+00:00,15.0,15.3,14.8575,14.9805,34674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.4337428600367,#000000
2021-09-10 00:00:00+00:00,14.877,15.3,14.877,15.3,19305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.431345543965946,"rgba(239, 83, 80, 0.5)"
2021-09-13 00:00:00+00:00,15.6,17.7,15.15,16.2,597099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.417343633358147,#000000
2021-09-14 00:00:00+00:00,14.6775,15.75,14.2575,15.6,210190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.391132664716842,#000000
2021-09-15 00:00:00+00:00,14.3985,14.9835,14.115,14.85,63784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.38129802480976,"rgba(239, 83, 80, 0.5)"
2021-09-16 00:00:00+00:00,14.7675,14.916,14.25,14.25,36857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.376097322241815,"rgba(239, 83, 80, 0.5)"
2021-09-17 00:00:00+00:00,14.4,15.6,14.4,14.5845,75642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.366470610401816,"rgba(239, 83, 80, 0.5)"
2021-09-20 00:00:00+00:00,14.1225,14.7,13.9515,14.4,46738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.358543157493067,"rgba(239, 83, 80, 0.5)"
2021-09-21 00:00:00+00:00,14.3235,14.925,14.1015,14.25,127048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.33923460489972,"rgba(239, 83, 80, 0.5)"
2021-09-22 00:00:00+00:00,14.55,14.7,14.181,14.3415,65926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.329509438137855,"rgba(239, 83, 80, 0.5)"
2021-09-23 00:00:00+00:00,15.9,17.1,14.265,14.4765,537392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.30605152655052,#000000
2021-09-24 00:00:00+00:00,17.4,17.4,15.6,16.35,313686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.317550213105864,"rgba(38, 166, 154, 1.0)"
2021-09-27 00:00:00+00:00,17.4,19.5,17.25,18.0,541960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.384534705848697,"rgba(38, 166, 154, 1.0)"
2021-09-28 00:00:00+00:00,16.8,18.0,16.5,17.7,120646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.390640270582722,"rgba(38, 166, 154, 1.0)"
2021-09-29 00:00:00+00:00,16.8,17.55,16.5,17.4,76155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.39363722973889,"rgba(38, 166, 154, 1.0)"
2021-09-30 00:00:00+00:00,16.95,16.95,16.2,16.5,91948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.39560633576388,"rgba(38, 166, 154, 1.0)"
2021-10-01 00:00:00+00:00,16.35,17.1,15.9,16.8,50218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.395796608559397,"rgba(38, 166, 154, 1.0)"
2021-10-04 00:00:00+00:00,16.35,16.8,16.05,16.65,50836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.395811440740026,"rgba(38, 166, 154, 0.75)"
2021-10-05 00:00:00+00:00,15.45,16.35,15.3,16.047,58830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.39298164960272,"rgba(38, 166, 154, 0.75)"
2021-10-06 00:00:00+00:00,15.3,15.6,15.0,15.3,36952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.390196767541656,#000000
2021-10-07 00:00:00+00:00,15.45,15.6,15.15,15.15,34651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.38783652388024,#000000
2021-10-08 00:00:00+00:00,15.75,16.05,15.45,16.05,45664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.38583923521344,#000000
2021-10-11 00:00:00+00:00,15.45,15.9,15.3,15.6,26155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.384342804025437,#000000
2021-10-12 00:00:00+00:00,14.997,15.6,14.7,15.45,58326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.379231520380596,"rgba(239, 83, 80, 0.5)"
2021-10-13 00:00:00+00:00,15.3,15.6,15.0,15.3,64327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.374518967871307,"rgba(239, 83, 80, 0.5)"
2021-10-14 00:00:00+00:00,15.0,15.75,14.7195,15.6,64333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.369223019909985,"rgba(239, 83, 80, 1.0)"
2021-10-15 00:00:00+00:00,14.949,15.3,14.71665,15.15,28740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.366546375418945,"rgba(239, 83, 80, 1.0)"
2021-10-18 00:00:00+00:00,14.697,14.8485,14.43,14.775,49307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.360884252890656,"rgba(239, 83, 80, 1.0)"
2021-10-19 00:00:00+00:00,15.15,15.15,14.5515,14.985,53541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.355825604860183,"rgba(239, 83, 80, 1.0)"
2021-10-20 00:00:00+00:00,14.925,15.15,14.7285,15.0,38807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.352140187973863,"rgba(239, 83, 80, 1.0)"
2021-10-21 00:00:00+00:00,14.451,14.8875,14.4015,14.832,50723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.34615446536924,"rgba(239, 83, 80, 1.0)"
2021-10-22 00:00:00+00:00,14.058,14.595,13.725,14.565,81826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.33412273444331,"rgba(239, 83, 80, 1.0)"
2021-10-25 00:00:00+00:00,14.184,14.2245,13.815,14.1,44894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.327424066428495,"rgba(239, 83, 80, 1.0)"
2021-10-26 00:00:00+00:00,14.3205,14.595,14.1,14.595,42125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.32190690170201,"rgba(239, 83, 80, 1.0)"
2021-10-27 00:00:00+00:00,14.307,14.55,13.95,14.55,38925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.316658296087283,"rgba(239, 83, 80, 1.0)"
2021-10-28 00:00:00+00:00,14.3895,14.655,14.1,14.4,33522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.312406843812102,"rgba(239, 83, 80, 1.0)"
2021-10-29 00:00:00+00:00,14.0925,14.4585,13.992,14.337,40197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.306806582657458,"rgba(239, 83, 80, 1.0)"
2021-11-01 00:00:00+00:00,14.025,14.292,13.8,14.292,44420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.3002409937554,"rgba(239, 83, 80, 1.0)"
2021-11-02 00:00:00+00:00,14.439,14.5125,14.025,14.0505,50255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.29379398347369,"rgba(239, 83, 80, 0.75)"
2021-11-03 00:00:00+00:00,15.0,15.15,14.439,14.439,60521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.288190630286522,"rgba(239, 83, 80, 0.75)"
2021-11-04 00:00:00+00:00,15.45,15.45,14.8755,15.0,75514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.28318357889477,#000000
2021-11-05 00:00:00+00:00,14.67,15.45,14.2575,15.45,119153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.271832981131563,#000000
2021-11-08 00:00:00+00:00,14.4,14.766,14.28,14.616,48827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.26626563992793,#000000
2021-11-09 00:00:00+00:00,14.394,14.508,14.25,14.4465,24369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.263348077063743,#000000
2021-11-10 00:00:00+00:00,13.8735,14.697,13.8375,14.652,66385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.254403080891265,"rgba(239, 83, 80, 1.0)"
2021-11-11 00:00:00+00:00,13.995,14.382,13.815,14.25,26076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.25079131197048,"rgba(239, 83, 80, 1.0)"
2021-11-12 00:00:00+00:00,13.8,14.2125,13.725,14.1,51712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.243170046807496,"rgba(239, 83, 80, 1.0)"
2021-11-15 00:00:00+00:00,13.8585,13.8735,13.365,13.725,62600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.233171257539894,"rgba(239, 83, 80, 1.0)"
2021-11-16 00:00:00+00:00,13.0875,13.6965,12.984,13.695,63263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.22139359585437,"rgba(239, 83, 80, 1.0)"
2021-11-17 00:00:00+00:00,12.534,13.395,12.312,13.2,44566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.211737990015997,"rgba(239, 83, 80, 1.0)"
2021-11-18 00:00:00+00:00,11.574,12.75,11.409,12.6195,83483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.189464777280904,"rgba(239, 83, 80, 1.0)"
2021-11-19 00:00:00+00:00,11.367,11.85,11.1765,11.4,43373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.17678554686973,"rgba(239, 83, 80, 1.0)"
2021-11-22 00:00:00+00:00,11.271,11.624985,11.25,11.4075,19687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.17095250114643,"rgba(239, 83, 80, 1.0)"
2021-11-23 00:00:00+00:00,11.25,11.383485,11.1045,11.25,22860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.164005268282107,"rgba(239, 83, 80, 1.0)"
