date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1189,aVWAP_OB_bull_c0_980,aVWAP_OB_bull_c0_950,aVWAP_OB_bull_c0_780,aVWAP_OB_bull_c0_750,aVWAP_OB_bull_c0_704,aVWAP_OB_bull_c0_642,aVWAP_OB_bull_c0_599,aVWAP_OB_bear_c0_1232,aVWAP_OB_bear_c0_1162,aVWAP_OB_bear_c0_1136,aVWAP_OB_bear_c0_939,aVWAP_OB_bear_c0_560,aVWAP_OB_bear_c0_408,aVWAP_QQEMOD_bull_dot_c0_1089,aVWAP_QQEMOD_bull_dot_c0_1120,aVWAP_QQEMOD_bull_dot_c0_1136,aVWAP_QQEMOD_bull_dot_c0_1164,aVWAP_QQEMOD_bull_dot_c0_1225,aVWAP_QQEMOD_bear_dot_c0_1104,aVWAP_QQEMOD_bear_dot_c0_1124,aVWAP_QQEMOD_bear_dot_c0_1155,aVWAP_QQEMOD_bear_dot_c0_1189,aVWAP_QQEMOD_bear_dot_c0_1238,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-28 00:00:00+00:00,33.8648196176,46.3528126811,28.9023420247,28.9023420247,285703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-29 00:00:00+00:00,31.0836508568,32.2502148201,29.4476692327,31.6289780648,344943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,28.3679213608,31.847108948,28.106164301,31.847108948,440462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,28.7387438623,29.9548235362,28.3570148167,28.3570148167,511467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-02 00:00:00+00:00,28.6187718765,29.0768467313,27.99170012,28.3406550004,501623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,27.9752857711,28.4933466187,27.8116876087,28.4933466187,378531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,27.8225941528,28.5153233052,27.76260816,27.8116876087,187748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,27.7462483437,27.8444072412,26.9609771642,27.5008511001,377483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,28.4224540816,28.6024120603,27.7844212483,27.7844212483,170793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,27.9970988594,28.3733746329,27.9752857711,28.3679213608,264017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,27.8280474249,27.9425661386,27.5935567255,27.833500697,220847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,27.969832499,28.3515615446,27.8444072412,27.8444072412,335478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,27.9480194107,28.0298184919,27.6480894463,27.7953277924,172843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
