date,Close,High,Low,Open,Volume,color,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL
2026-06-04 00:00:00+00:00,6.13,6.24,5.97,5.97,995352,#000000,,,False,False,False,False,False
2026-06-05 00:00:00+00:00,5.72,6.1,5.7,6.04,282804,"rgba(239, 83, 80, 0.5)",0.0,,False,False,False,True,False
2026-06-08 00:00:00+00:00,5.85,5.95,5.71,5.71,124167,"rgba(239, 83, 80, 0.5)",8.619650391802285,-67.23930078360456,False,False,False,True,True
2026-06-09 00:00:00+00:00,5.49,5.84,5.35,5.76,346160,"rgba(239, 83, 80, 0.5)",10.568066880663393,-64.73494813616503,False,False,False,True,True
2026-06-10 00:00:00+00:00,5.59,5.7,5.4,5.48,290052,"rgba(239, 83, 80, 0.5)",15.250186098505313,-59.35407721477412,False,False,False,True,True
