date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1233,aVWAP_OB_bull_c0_1158,aVWAP_OB_bull_c0_1122,aVWAP_OB_bull_c0_1096,aVWAP_OB_bull_c0_1032,aVWAP_OB_bull_c0_1005,aVWAP_OB_bull_c0_986,aVWAP_OB_bull_c0_973,aVWAP_OB_bear_c0_1026,aVWAP_OB_bear_c0_944,aVWAP_OB_bear_c0_917,aVWAP_OB_bear_c0_907,aVWAP_OB_bear_c0_692,aVWAP_OB_bear_c0_157,aVWAP_OB_bear_c0_3,aVWAP_QQEMOD_bull_dot_c0_1078,aVWAP_QQEMOD_bull_dot_c0_1106,aVWAP_QQEMOD_bull_dot_c0_1142,aVWAP_QQEMOD_bull_dot_c0_1168,aVWAP_QQEMOD_bull_dot_c0_1243,aVWAP_QQEMOD_bear_dot_c0_954,aVWAP_QQEMOD_bear_dot_c0_1084,aVWAP_QQEMOD_bear_dot_c0_1111,aVWAP_QQEMOD_bear_dot_c0_1158,aVWAP_QQEMOD_bear_dot_c0_1192,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,76.2872112844,76.9110844549,74.5985945697,74.8481438379,1847232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,77.02754078,77.3436365197,76.1624366503,76.5284422436,917298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,77.302044975,77.5183210074,76.4036676096,77.3602731376,1055464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,78.7494307305,80.9870558352,78.4333349908,80.5794586972,1662197,-1.0,80.98705,78.433334,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79.38994051883333,,,,,,,,,,,,79.38994051883333,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,78.4998814623,79.5812616244,77.9425547634,79.4065771367,1133973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79.0998238786055,,,,,,,,,,,,79.0998238786055,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,77.1939069588,78.9906616897,76.6633652146,78.67456595,1039762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,78.6976148181012,,,,,,,,,,,,78.6976148181012,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,77.4600928449,77.7637111212,77.0269584984,77.1939069588,570981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,78.5316818988733,,,,,,,,,,,,78.5316818988733,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,77.0608140158,77.6347773326,76.8112647476,77.0940872515,1022626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,78.27501867335063,,,,,,,,,,,,78.27501867335063,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,78.3085603567,78.5456321615,77.1439971052,77.3602731376,656374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,78.24529245126826,,,,,,,,,,,,78.24529245126826,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,77.6430956415,79.0239349255,77.3186815929,79.0239349255,805805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,78.21605509399998,,,,,,,,,,,,78.21605509399998,"rgba(38, 166, 154, 0.5)"
