date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1000,aVWAP_OB_bull_c0_962,aVWAP_OB_bull_c0_641,aVWAP_OB_bull_c0_389,aVWAP_OB_bull_c0_267,aVWAP_OB_bear_c0_1233,aVWAP_OB_bear_c0_1170,aVWAP_OB_bear_c0_1151,aVWAP_OB_bear_c0_1085,aVWAP_OB_bear_c0_1044,aVWAP_OB_bear_c0_1012,aVWAP_OB_bear_c0_907,aVWAP_OB_bear_c0_876,aVWAP_OB_bear_c0_753,aVWAP_QQEMOD_bull_dot_c0_1012,aVWAP_QQEMOD_bull_dot_c0_1085,aVWAP_QQEMOD_bull_dot_c0_1151,aVWAP_QQEMOD_bull_dot_c0_1213,aVWAP_QQEMOD_bull_dot_c0_1252,aVWAP_QQEMOD_bear_dot_c0_962,aVWAP_QQEMOD_bear_dot_c0_1061,aVWAP_QQEMOD_bear_dot_c0_1104,aVWAP_QQEMOD_bear_dot_c0_1198,aVWAP_QQEMOD_bear_dot_c0_1244,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,28.532,28.6376,27.7004,27.8,16398150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,28.9528,29.02,28.4136,28.5164,13949850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,29.1074,29.1578,28.8438,28.8438,9447350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,29.7844,29.8134,29.23895,29.3502,16085650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,30.375,30.4186,29.772926,29.871,26936050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,30.1562,30.6013,29.8472,30.3814,14045050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,30.6856,30.7352,30.0621,30.16,13402450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,31.0068,31.12,30.6266,30.7012,19143750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,30.7646,30.933,30.5,30.878,16149350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,31.3274,31.438,30.936,31.0002,11289150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
