date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1230,aVWAP_OB_bull_c0_1047,aVWAP_OB_bull_c0_1011,aVWAP_OB_bull_c0_857,aVWAP_OB_bull_c0_489,aVWAP_OB_bull_c0_262,aVWAP_OB_bull_c0_213,aVWAP_OB_bull_c0_195,aVWAP_OB_bull_c0_186,aVWAP_OB_bull_c0_170,aVWAP_OB_bull_c0_150,aVWAP_OB_bull_c0_19,aVWAP_OB_bear_c0_1225,aVWAP_OB_bear_c0_864,aVWAP_OB_bear_c0_484,aVWAP_OB_bear_c0_146,aVWAP_QQEMOD_bull_dot_c0_1025,aVWAP_QQEMOD_bull_dot_c0_1082,aVWAP_QQEMOD_bull_dot_c0_1152,aVWAP_QQEMOD_bull_dot_c0_1198,aVWAP_QQEMOD_bull_dot_c0_1244,aVWAP_QQEMOD_bear_dot_c0_1011,aVWAP_QQEMOD_bear_dot_c0_1047,aVWAP_QQEMOD_bear_dot_c0_1112,aVWAP_QQEMOD_bear_dot_c0_1177,aVWAP_QQEMOD_bear_dot_c0_1230,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,15.9979054709,16.1913171088,15.3532000115,16.1176364848,572012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,16.1636868748,16.2281574207,15.5097713374,15.8321240671,235818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,16.3386783566,16.6149806964,15.970275237,16.1452667188,320222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,17.1952156098,17.1952156098,16.5781403844,16.7255016323,371737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,16.4307791365,17.7478202893,16.4307791365,17.4899381055,893450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,15.905804691,17.1583752978,15.6018721173,16.4307791365,333189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,16.0807961729,16.4952496825,15.933434925,15.933434925,319239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,17.01101405,17.1491652199,16.0286671314,16.1913171088,455488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,16.7715520222,17.4070474036,16.5919555014,17.2596861557,233053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,16.5689303064,16.7899721782,16.3202582006,16.7807621002,172436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-06 00:00:00+00:00,15.4176705575,16.5689303064,15.2242589197,16.5689303064,290869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-07 00:00:00+00:00,16.2834178887,16.5597202284,15.3163596996,15.3163596996,505630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-08 00:00:00+00:00,15.9979054709,16.3018380447,14.874275956,15.7031829752,295972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.724673157199998,,#000000
2021-07-09 00:00:00+00:00,17.3425768577,17.4438877156,16.3018380447,16.3570985126,308133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.390186497182103,,"rgba(38, 166, 154, 0.5)"
2021-07-12 00:00:00+00:00,17.9872823171,18.4017358267,17.038644284,17.3794171696,503926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.03555497942811,,"rgba(38, 166, 154, 0.5)"
2021-07-13 00:00:00+00:00,17.2688962337,18.2175342668,16.955753582,17.8675513032,433120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.160664946317073,,"rgba(38, 166, 154, 0.5)"
2021-07-14 00:00:00+00:00,17.7570303673,18.4017358267,17.3794171696,17.4899381055,326278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2804176614931,,"rgba(38, 166, 154, 0.5)"
2021-07-15 00:00:00+00:00,17.4899381055,17.8583412252,17.2504760778,17.6096691194,326539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.31799859309546,,"rgba(38, 166, 154, 0.5)"
2021-07-16 00:00:00+00:00,16.7715520222,17.6925598213,16.6380058913,17.6372993534,300052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.283835847674517,,"rgba(38, 166, 154, 0.5)"
2021-07-19 00:00:00+00:00,16.0439558609,16.4215690585,15.6939728972,16.2189473427,475681,1.0,16.42157,15.693973,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,16.053165938866666,,,,,,,,,,,,,,,17.08670950637227,,#000000
2021-07-20 00:00:00+00:00,16.7807621002,16.974173738,15.8044938331,16.1176364848,335605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,16.246202726590763,,,,,,,,,,,,,,,17.029149224326616,,#000000
2021-07-21 00:00:00+00:00,17.8399210692,18.0885010742,17.2228458438,17.2228458438,216535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,16.556080059771464,,,,,,,,,,,,,,,17.071446168050052,,"rgba(38, 166, 154, 0.5)"
2021-07-22 00:00:00+00:00,17.8122908352,18.005702473,17.1079961712,17.6833497433,194398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,16.72879868287639,,,,,,,,,,,,,,,17.101291891668886,,"rgba(38, 166, 154, 0.5)"
2021-07-23 00:00:00+00:00,17.4899381055,18.051752863,17.2228458438,17.7109799773,194464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,16.846763338217187,,,,,,,,,,,,,,,17.12550288454345,,"rgba(38, 166, 154, 0.5)"
2021-07-26 00:00:00+00:00,19.138542066,19.2859033138,17.5912489634,17.5912489634,591772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,17.384521792736333,,,,,,,,,,,,,,,17.3287496317131,,"rgba(38, 166, 154, 0.5)"
2021-07-27 00:00:00+00:00,18.042542785,19.064861442,17.6833497433,18.7332986344,448838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,17.545087430519718,,,,,,,,,,,,,,,17.413492705514937,,"rgba(38, 166, 154, 0.5)"
2021-07-28 00:00:00+00:00,18.2635846568,18.7609288683,17.8325530068,18.033332707,250642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,17.613636276584774,,,,,,,,,,,,,,,17.45551709529413,,"rgba(38, 166, 154, 0.5)"
2021-07-29 00:00:00+00:00,20.216121191,20.6720200515,18.070173019,18.6227776985,738312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.050493514726536,,,,,,,,,,,,,,,17.728612435175553,,"rgba(38, 166, 154, 0.5)"
2021-07-30 00:00:00+00:00,19.3503738598,19.9029785393,18.8990800382,19.8661382273,279446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.150524122251536,,,,,,,,,,,,,,,17.80299395638044,,"rgba(38, 166, 154, 0.5)"
2021-08-02 00:00:00+00:00,19.110911832,20.0871800991,18.7701389463,19.7003568235,403330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.265028520111805,,,,,,,,,,,,,,,17.89554365508646,,"rgba(38, 166, 154, 0.5)"
2021-08-03 00:00:00+00:00,19.0464412861,19.5990459655,17.6280892754,19.4332645617,551041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.32305544315971,,,,,,,,,,,,,,,17.961778037496213,,"rgba(38, 166, 154, 0.5)"
2021-08-04 00:00:00+00:00,18.7609288683,19.8016676814,18.4293660606,18.7609288683,316405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.36575378721249,,,,,,,,,,,,,,,18.005520299176325,,"rgba(38, 166, 154, 0.5)"
2021-08-05 00:00:00+00:00,19.4977351076,20.5108436867,19.2674831579,19.2674831579,426294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.475255014966265,,,,,,,,,,,,,,,18.09992285901239,,"rgba(38, 166, 154, 0.5)"
2021-08-06 00:00:00+00:00,20.5845243106,20.7595157925,19.7556172914,20.151650645,327222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.582885579939983,,,,,,,,,,,,,,,18.18989018349557,,"rgba(38, 166, 154, 0.5)"
2021-08-09 00:00:00+00:00,20.4187429068,20.8322754086,19.9029785393,20.3634824388,367897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.691235082390016,,,,,,,,,,,,,,,18.283650109945466,,"rgba(38, 166, 154, 0.5)"
2021-08-10 00:00:00+00:00,21.3673809399,21.6344732016,20.4970285697,20.8700367283,396731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.841962791540816,,,,,,,,,,,,,,,18.410598814282395,,"rgba(38, 166, 154, 0.5)"
2021-08-11 00:00:00+00:00,21.3950111739,21.5976328897,20.4740033747,21.3029103939,332712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,18.954380114100807,,,,,,,,,,,,,,,18.508366096702613,,"rgba(38, 166, 154, 0.5)"
2021-08-12 00:00:00+00:00,21.1555491461,21.3489607839,20.4371630628,21.284490238,324650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,19.046098021882326,,,,,,,,,,,,,,,18.591399141144464,,"rgba(38, 166, 154, 0.5)"
2021-08-13 00:00:00+00:00,20.6489948566,21.1094987561,20.160860723,21.1094987561,237621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,19.097206535870143,,,,,,,,,,,,,,,18.640546790200112,,"rgba(38, 166, 154, 0.5)"
2021-08-16 00:00:00+00:00,20.8792468063,21.066027188,19.9858692412,20.2805917369,263744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,19.15036228984925,,,,,,,,,,,,,,,18.69250948663262,,"rgba(38, 166, 154, 0.5)"
2021-08-17 00:00:00+00:00,19.8937684613,21.1831793801,19.6773316285,20.6950452465,206393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,19.179202346162686,,,,,,,,,,,,,,,18.723525220000198,,"rgba(38, 166, 154, 0.5)"
