date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_931,aVWAP_OB_bull_c0_768,aVWAP_OB_bull_c0_760,aVWAP_OB_bull_c0_747,aVWAP_OB_bull_c0_516,aVWAP_OB_bull_c0_462,aVWAP_OB_bull_c0_427,aVWAP_OB_bull_c0_104,aVWAP_OB_bear_c0_952,aVWAP_OB_bear_c0_867,aVWAP_OB_bear_c0_859,aVWAP_OB_bear_c0_454,aVWAP_QQEMOD_bull_dot_c0_594,aVWAP_QQEMOD_bull_dot_c0_703,aVWAP_QQEMOD_bull_dot_c0_812,aVWAP_QQEMOD_bull_dot_c0_846,aVWAP_QQEMOD_bull_dot_c0_943,aVWAP_QQEMOD_bear_dot_c0_667,aVWAP_QQEMOD_bear_dot_c0_708,aVWAP_QQEMOD_bear_dot_c0_821,aVWAP_QQEMOD_bear_dot_c0_917,aVWAP_QQEMOD_bear_dot_c0_962,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2022-08-09 00:00:00+00:00,15.5328862879,16.0271745681,15.4205683594,16.0271745681,6595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2022-08-10 00:00:00+00:00,16.2427432588,16.2427432588,15.6312842003,16.1676517954,2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-11 00:00:00+00:00,15.683835454,16.2825877087,15.683835454,16.2825877087,1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-12 00:00:00+00:00,16.5890834773,16.6018541343,15.6440548574,15.6440548574,4228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-15 00:00:00+00:00,17.2531576427,17.4830294692,16.7806433327,16.7806433327,27469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-16 00:00:00+00:00,17.0610231077,17.5021854547,17.0610231077,17.3680935559,7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-17 00:00:00+00:00,16.8577781011,17.0488271303,16.7087445336,16.7487166901,3272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-18 00:00:00+00:00,16.7709376334,16.967925018,16.7709376334,16.967925018,1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-19 00:00:00+00:00,16.3450362215,16.3450362215,16.1127379702,16.2506610661,3242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2022-08-22 00:00:00+00:00,15.8835046766,16.0399452252,15.6759814999,16.0399452252,26574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
