date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_683,aVWAP_OB_bull_c0_677,aVWAP_OB_bull_c0_660,aVWAP_OB_bull_c0_552,aVWAP_OB_bull_c0_477,aVWAP_OB_bull_c0_393,aVWAP_OB_bull_c0_292,aVWAP_OB_bull_c0_251,aVWAP_OB_bull_c0_225,aVWAP_OB_bull_c0_192,aVWAP_OB_bull_c0_156,aVWAP_OB_bull_c0_134,aVWAP_OB_bull_c0_127,aVWAP_OB_bull_c0_88,aVWAP_OB_bull_c0_62,aVWAP_OB_bear_c0_616,aVWAP_OB_bear_c0_469,aVWAP_OB_bear_c0_278,aVWAP_OB_bear_c0_108,aVWAP_QQEMOD_bull_dot_c0_450,aVWAP_QQEMOD_bull_dot_c0_503,aVWAP_QQEMOD_bull_dot_c0_574,aVWAP_QQEMOD_bull_dot_c0_616,aVWAP_QQEMOD_bull_dot_c0_690,aVWAP_QQEMOD_bear_dot_c0_426,aVWAP_QQEMOD_bear_dot_c0_477,aVWAP_QQEMOD_bear_dot_c0_552,aVWAP_QQEMOD_bear_dot_c0_597,aVWAP_QQEMOD_bear_dot_c0_660,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2023-09-12 00:00:00+00:00,96.63779335,97.5099248184,93.7775772441,95.653128789,617793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2023-09-13 00:00:00+00:00,94.7153530165,97.9975682201,93.7775772441,97.9975682201,1733567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-14 00:00:00+00:00,94.4902868312,96.572149046,93.8525993059,94.7716195629,1160691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-15 00:00:00+00:00,93.8807325791,95.9344615207,92.5115799513,94.9779302328,2453515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-18 00:00:00+00:00,97.6505911843,97.9600571892,94.2464651303,94.255842888,1226948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-19 00:00:00+00:00,98.9353439925,99.5542760023,96.572149046,97.491169303,1280008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-20 00:00:00+00:00,98.2132566477,99.3479653324,97.7537465192,99.1322769047,812525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-21 00:00:00+00:00,84.2403976384,94.2253883553,83.1233329262,94.2253883553,5660193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-22 00:00:00+00:00,82.1042563466,85.1908825251,81.4085406048,84.6911430486,1932891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-25 00:00:00+00:00,80.5168485977,82.1826468527,80.1052984406,81.7514990691,1315499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-26 00:00:00+00:00,79.4291803253,80.3992628385,78.8118550896,79.8505292957,1325208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-27 00:00:00+00:00,79.1940088069,80.4090616518,78.9147426289,79.6937482835,1254620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-28 00:00:00+00:00,80.8108129957,80.8671561719,78.8118550896,79.086221861,1091572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-09-29 00:00:00+00:00,82.3688243048,83.2409186854,80.6736296099,80.8696058752,1225368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-02 00:00:00+00:00,83.2899127517,83.5544807098,81.2028635144,82.6529898895,1166736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-03 00:00:00+00:00,82.7901732752,83.858243921,82.4080195578,82.7999720884,1025517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-04 00:00:00+00:00,81.7514990691,82.5354041303,80.3895620134,82.5354041303,977278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-05 00:00:00+00:00,80.5168485977,83.3879008843,80.3698663987,81.6927061895,661801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-06 00:00:00+00:00,80.3404699589,81.045984514,79.3213933794,80.3404699589,570515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-09 00:00:00+00:00,81.2517595926,81.8240102872,79.7819376028,79.7819376028,464118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-10 00:00:00+00:00,80.4090616518,81.5751204303,80.3698663987,81.2909548456,445263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-11 00:00:00+00:00,78.6158788243,80.3404699589,77.5380093652,80.3404699589,1813012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-12 00:00:00+00:00,78.3219144264,79.1548135539,77.8123761366,78.4786954386,855336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-13 00:00:00+00:00,76.0681873754,79.1156183008,76.0485897489,79.0960206743,1330345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-16 00:00:00+00:00,78.6844705172,79.1254171141,76.6561161713,76.6561161713,1014110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-17 00:00:00+00:00,78.2631215468,79.2821981263,77.7437844437,77.9985535886,1122222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-18 00:00:00+00:00,75.3234775673,78.4395001855,75.274483501,77.4106247927,573086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-19 00:00:00+00:00,75.0295131694,76.4307434662,74.7747440245,75.1960929949,1474445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-20 00:00:00+00:00,76.4013470264,76.4699387193,74.7747440245,75.0589096092,702021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-23 00:00:00+00:00,77.2538437805,78.1259381611,75.5194538326,75.6468384051,715307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2023-10-24 00:00:00+00:00,78.8804467825,78.9098432223,76.8912876897,78.1651334141,1121440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
