date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bear_c0_36,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2026-02-19 00:00:00+00:00,23.85,50.0,18.0,50.0,37418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,30.616666666666667,#000000
2026-02-20 00:00:00+00:00,14.778,20.663,13.0,19.4,27739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,24.456559791478018,"rgba(239, 83, 80, 0.5)"
2026-02-23 00:00:00+00:00,10.33,14.09,8.02,13.81,1231652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11.49882495648935,"rgba(239, 83, 80, 0.5)"
2026-02-24 00:00:00+00:00,7.98,9.39,7.38,8.65,184386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11.09439620914194,"rgba(239, 83, 80, 0.5)"
2026-02-25 00:00:00+00:00,5.68,7.63,5.22,7.4,1206606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.88673203596546,"rgba(239, 83, 80, 0.5)"
2026-02-26 00:00:00+00:00,4.08,5.2499,3.665,4.82,633168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.018267821048616,"rgba(239, 83, 80, 0.5)"
2026-02-27 00:00:00+00:00,3.82,3.99,3.21,3.63,460196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.489456866882737,"rgba(239, 83, 80, 0.5)"
2026-03-02 00:00:00+00:00,3.39,3.82,3.22,3.52,353509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.146368765888998,"rgba(239, 83, 80, 0.5)"
2026-03-03 00:00:00+00:00,2.95,3.84,2.9,3.15,338981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.849614858707998,"rgba(239, 83, 80, 0.5)"
2026-03-04 00:00:00+00:00,3.34,3.42,2.81,3.05,333763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.5955400031229505,"rgba(239, 83, 80, 0.5)"
2026-03-05 00:00:00+00:00,3.1,3.49,2.93,3.15,226042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.4418559686709855,"rgba(239, 83, 80, 0.5)"
2026-03-06 00:00:00+00:00,2.8,3.0288,2.72,2.97,173624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.322076481667409,"rgba(239, 83, 80, 0.5)"
2026-03-09 00:00:00+00:00,2.84,2.8764,2.61,2.61,95585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.258145902714274,"rgba(239, 83, 80, 0.5)"
2026-03-10 00:00:00+00:00,2.8,3.0837,2.51,2.72,1065937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.678991824600233,"rgba(239, 83, 80, 0.5)"
2026-03-11 00:00:00+00:00,2.71,2.8652,2.6001,2.76,278481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.555237953286905,"rgba(239, 83, 80, 0.5)"
2026-03-12 00:00:00+00:00,2.48,2.755,2.42,2.7,339320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.409358703913661,"rgba(239, 83, 80, 0.5)"
2026-03-13 00:00:00+00:00,2.53,2.7,2.36,2.47,245395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.311654116710237,"rgba(239, 83, 80, 0.5)"
2026-03-16 00:00:00+00:00,2.5,2.62,2.35,2.55,96161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.274627035444001,"rgba(239, 83, 80, 0.5)"
2026-03-17 00:00:00+00:00,2.16,2.536,2.05,2.536,188352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.198799227884053,"rgba(239, 83, 80, 0.5)"
2026-03-18 00:00:00+00:00,1.98,2.2,1.865,2.14,137673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.141531932573363,"rgba(239, 83, 80, 0.5)"
2026-03-19 00:00:00+00:00,1.88,2.005,1.6991,1.93,170890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.069895359799857,"rgba(239, 83, 80, 0.5)"
2026-03-20 00:00:00+00:00,2.0221,2.191,1.85,1.852,154649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.010806210338866,"rgba(239, 83, 80, 0.5)"
2026-03-23 00:00:00+00:00,1.99,2.1004,1.86,2.08,63082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.987061349300125,"rgba(239, 83, 80, 0.5)"
2026-03-24 00:00:00+00:00,1.64,1.78,1.51,1.65,3136855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.048841954745474,"rgba(239, 83, 80, 0.5)"
2026-03-25 00:00:00+00:00,1.62,1.79,1.6001,1.64,246716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.99747831896866,"rgba(239, 83, 80, 0.5)"
2026-03-26 00:00:00+00:00,1.73,1.8687,1.5637,1.6,139036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.9701082943399695,"rgba(239, 83, 80, 0.5)"
2026-03-27 00:00:00+00:00,1.8,1.84,1.68,1.74,296102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.9152687343935972,"rgba(239, 83, 80, 0.5)"
2026-03-30 00:00:00+00:00,1.78,1.78,1.66,1.78,95593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.8978779163029644,"rgba(239, 83, 80, 0.5)"
2026-03-31 00:00:00+00:00,1.88,1.8999,1.7005,1.735,62488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.8871105296113386,"rgba(239, 83, 80, 0.5)"
2026-04-01 00:00:00+00:00,1.88,1.92,1.81,1.92,43801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.8797864814062595,"rgba(239, 83, 80, 0.5)"
2026-04-02 00:00:00+00:00,1.83,1.91,1.71,1.8,57167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.8700555573798487,"rgba(239, 83, 80, 0.5)"
2026-04-06 00:00:00+00:00,2.02,2.08,1.83,1.83,106662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.853538654879556,"rgba(239, 83, 80, 0.5)"
2026-04-07 00:00:00+00:00,1.91,2.05,1.8,2.05,75485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.8416749686960996,"rgba(239, 83, 80, 0.5)"
2026-04-08 00:00:00+00:00,1.915,2.0,1.87,1.9,42678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.83506044262684,"rgba(239, 83, 80, 0.5)"
2026-04-09 00:00:00+00:00,1.84,1.99,1.73,1.87,58549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.8257061566479544,"rgba(239, 83, 80, 0.5)"
2026-04-10 00:00:00+00:00,1.88,1.98,1.68,1.83,150365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.802002495637681,"rgba(239, 83, 80, 0.5)"
2026-04-13 00:00:00+00:00,1.85,1.95,1.82,1.89,62624,-1.0,1.95,1.82,0.0,-1.0,1.95,1.82,0.0,1.8733333333333333,,3.792429414687217,"rgba(239, 83, 80, 0.5)"
2026-04-14 00:00:00+00:00,1.72,1.8397,1.7,1.82,120771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7942439519434372,,3.7730947155228214,"rgba(239, 83, 80, 0.5)"
