date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_24,aVWAP_OB_bull_c0_10,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2026-05-06 00:00:00+00:00,26.25,26.25,26.18,26.19,47820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,#000000
2026-05-07 00:00:00+00:00,26.1785,26.1785,26.1785,26.1785,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-08 00:00:00+00:00,25.9206,25.9206,25.9206,25.9206,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-11 00:00:00+00:00,25.3866,25.3866,25.3866,25.3866,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-12 00:00:00+00:00,25.288,25.288,25.288,25.288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-13 00:00:00+00:00,25.1295,25.15,25.1295,25.15,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-14 00:00:00+00:00,25.2056,25.2056,25.2056,25.2056,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-15 00:00:00+00:00,24.9476,24.9476,24.9476,24.9476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-18 00:00:00+00:00,25.0682,25.0682,25.0682,25.0682,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-19 00:00:00+00:00,24.6666,24.95,24.6666,24.95,12504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"rgba(239, 83, 80, 0.5)"
2026-05-20 00:00:00+00:00,25.4025,25.4025,24.55,24.55,12014,1.0,25.4025,24.55,0.0,0.0,0.0,0.0,0.0,,25.118333333333336,25.118333333333336,,"rgba(239, 83, 80, 0.5)"
2026-05-21 00:00:00+00:00,25.5625,25.5625,25.5625,25.5625,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.118407262538838,25.118407262538838,,"rgba(239, 83, 80, 0.5)"
2026-05-22 00:00:00+00:00,25.5301,25.5301,25.5301,25.5301,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.118475775226052,25.118475775226052,,"rgba(239, 83, 80, 0.5)"
2026-05-26 00:00:00+00:00,25.9267,25.9267,25.9267,25.9267,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.118811891097618,25.118811891097618,,"rgba(239, 83, 80, 0.5)"
2026-05-27 00:00:00+00:00,26.5048,26.5048,26.5048,26.5048,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.119388041791375,25.119388041791375,,"rgba(38, 166, 154, 0.5)"
2026-05-28 00:00:00+00:00,26.6146,26.6146,26.6146,26.6146,895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.222940986355074,25.222940986355074,,"rgba(38, 166, 154, 0.5)"
2026-05-29 00:00:00+00:00,26.4811,26.67,26.4811,26.67,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.2338903819098,25.2338903819098,,"rgba(38, 166, 154, 0.5)"
2026-06-01 00:00:00+00:00,26.683,26.683,26.683,26.683,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.234779474397314,25.234779474397314,,"rgba(38, 166, 154, 0.5)"
2026-06-02 00:00:00+00:00,26.449,26.449,26.449,26.449,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.23496569025892,25.23496569025892,,"rgba(38, 166, 154, 0.5)"
2026-06-03 00:00:00+00:00,26.1266,26.13,26.1266,26.13,9470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.610538058430688,25.610538058430688,,"rgba(38, 166, 154, 0.5)"
2026-06-04 00:00:00+00:00,26.3839,26.3839,26.3839,26.3839,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.610572411750766,25.610572411750766,,"rgba(38, 166, 154, 0.5)"
2026-06-05 00:00:00+00:00,26.3096,26.3096,26.3096,26.3096,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.61066555333481,25.61066555333481,,"rgba(38, 166, 154, 0.5)"
2026-06-08 00:00:00+00:00,26.1319,26.1319,26.1319,26.1319,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.610688702848343,25.610688702848343,,"rgba(38, 166, 154, 0.5)"
2026-06-09 00:00:00+00:00,26.4606,26.4606,26.4606,26.4606,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.610764190129377,25.610764190129377,,"rgba(38, 166, 154, 0.5)"
2026-06-10 00:00:00+00:00,25.9151,25.9151,25.9151,25.9151,0,1.0,25.9151,25.9151,0.0,1.0,25.9151,25.9151,0.0,,25.610764190129377,25.610764190129377,,"rgba(38, 166, 154, 0.5)"
2026-06-11 00:00:00+00:00,26.7561,26.7561,26.7561,26.7561,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7561,25.61096760648847,25.61096760648847,,"rgba(38, 166, 154, 0.5)"
2026-06-12 00:00:00+00:00,27.0227,27.0227,27.0227,27.0227,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.933833333333336,25.611468887409377,25.611468887409377,,"rgba(38, 166, 154, 0.5)"
2026-06-15 00:00:00+00:00,27.6327,27.75,27.6327,27.74,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.634591596638653,25.631930955938362,25.631930955938362,,"rgba(38, 166, 154, 0.5)"
2026-06-16 00:00:00+00:00,27.787,27.787,27.787,27.787,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.635861666666663,25.63212034595893,25.63212034595893,27.786999999999995,"rgba(38, 166, 154, 0.5)"
2026-06-17 00:00:00+00:00,27.455,27.48,27.455,27.48,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.51648712023962,25.674487337425422,25.674487337425422,27.46452988293284,"rgba(38, 166, 154, 0.5)"
