date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_974,aVWAP_OB_bull_c0_962,aVWAP_OB_bull_c0_908,aVWAP_OB_bull_c0_882,aVWAP_OB_bull_c0_851,aVWAP_OB_bull_c0_833,aVWAP_OB_bull_c0_619,aVWAP_OB_bull_c0_603,aVWAP_OB_bull_c0_281,aVWAP_OB_bull_c0_224,aVWAP_OB_bull_c0_52,aVWAP_OB_bull_c0_2,aVWAP_OB_bear_c0_1169,aVWAP_OB_bear_c0_1158,aVWAP_OB_bear_c0_1107,aVWAP_OB_bear_c0_929,aVWAP_OB_bear_c0_902,aVWAP_OB_bear_c0_586,aVWAP_OB_bear_c0_555,aVWAP_OB_bear_c0_428,aVWAP_OB_bear_c0_275,aVWAP_QQEMOD_bull_dot_c0_1015,aVWAP_QQEMOD_bull_dot_c0_1086,aVWAP_QQEMOD_bull_dot_c0_1107,aVWAP_QQEMOD_bull_dot_c0_1140,aVWAP_QQEMOD_bull_dot_c0_1158,aVWAP_QQEMOD_bear_dot_c0_1023,aVWAP_QQEMOD_bear_dot_c0_1091,aVWAP_QQEMOD_bear_dot_c0_1121,aVWAP_QQEMOD_bear_dot_c0_1151,aVWAP_QQEMOD_bear_dot_c0_1178,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-09-30 00:00:00+00:00,8.6203417553,8.6785541003,8.6203417553,8.6785541003,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-10-01 00:00:00+00:00,8.5610162915,8.5610162915,8.5610162915,8.5610162915,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-10-04 00:00:00+00:00,8.1880271294,8.1968943477,8.1880271294,8.1968943477,260,1.0,8.196895,8.188027,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.190982868833332,,,,,,,,,,,,,,,,,,,,8.190982868833332,,"rgba(239, 83, 80, 0.5)"
2021-10-05 00:00:00+00:00,8.376691349,8.376691349,8.3723803715,8.376691349,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.330055689713834,,,,,,,,,,,,,,,,,,,,8.330055689713834,,"rgba(239, 83, 80, 0.5)"
2021-10-06 00:00:00+00:00,8.3861245599,8.4144241929,8.376691349,8.376691349,3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.376619069009557,,,,,,,,,,,,,,,,,,,,8.376619069009557,,"rgba(239, 83, 80, 0.5)"
2021-10-07 00:00:00+00:00,8.4804566697,8.4804566697,8.4804566697,8.4804566697,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.396645607233364,,,,,,,,,,,,,,,,,,,,8.396645607233364,,"rgba(239, 83, 80, 0.5)"
2021-10-08 00:00:00+00:00,8.4720516787,8.4774380422,8.4621562404,8.4774380422,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.404310573165944,,,,,,,,,,,,,,,,,,,,8.404310573165944,,"rgba(239, 83, 80, 0.5)"
2021-10-11 00:00:00+00:00,8.4720516787,8.4720516787,8.4720516787,8.4720516787,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.404310573165944,,,,,,,,,,,,,,,,,,,,8.404310573165944,,"rgba(239, 83, 80, 0.5)"
2021-10-12 00:00:00+00:00,8.3012256611,8.5181895136,8.3012256611,8.5181895136,1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.39722859362293,,,,,,,,,,,,,,,,,,,,8.39722859362293,,"rgba(239, 83, 80, 0.5)"
2021-10-13 00:00:00+00:00,8.3152811455,8.4402994906,8.3088099628,8.4332906148,9905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.373101942696776,,,,,,,,,,,,,,,,,,,,8.373101942696776,,"rgba(239, 83, 80, 0.5)"
2021-10-14 00:00:00+00:00,8.3999819469,8.3999819469,8.3894922163,8.3894922163,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.37412865739871,,,,,,,,,,,,,,,,,,,,8.37412865739871,,"rgba(239, 83, 80, 0.5)"
2021-10-15 00:00:00+00:00,8.3012256611,8.4521570368,8.3012256611,8.4521570368,4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.369814806943657,,,,,,,,,,,,,,,,,,,,8.369814806943657,,"rgba(239, 83, 80, 0.5)"
2021-10-18 00:00:00+00:00,8.3479200555,8.3479200555,8.3479200555,8.3479200555,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.369622071455597,,,,,,,,,,,,,,,,,,,,8.369622071455597,,"rgba(239, 83, 80, 0.5)"
2021-10-19 00:00:00+00:00,8.3479200555,8.3479200555,8.3479200555,8.3479200555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.369622071455597,,,,,,,,,,,,,,,,,,,,8.369622071455597,,"rgba(239, 83, 80, 0.5)"
2021-10-20 00:00:00+00:00,8.5370559356,8.5842219905,8.5370559356,8.5842219905,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.380253009905935,,,,,,,,,,,,,,,,,,,,8.380253009905935,,"rgba(239, 83, 80, 0.5)"
2021-10-21 00:00:00+00:00,8.5747887795,8.6879873112,8.5747887795,8.6879873112,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.389499371908087,,,,,,,,,,,,,,,,,,,,8.389499371908087,,#000000
2021-10-22 00:00:00+00:00,8.6408212564,8.6785541003,8.6408212564,8.6785541003,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.403430718015755,,,,,,,,,,,,,,,,,,,,8.403430718015755,,"rgba(38, 166, 154, 0.5)"
