date,Close,High,Low,Open,Volume,OB_c0,OB_High_c0,OB_Low_c0,OB_Mitigated_Index_c0,OB,OB_High,OB_Low,OB_Mitigated_Index,aVWAP_OB_bull_c0_1195,aVWAP_OB_bull_c0_1166,aVWAP_OB_bull_c0_581,aVWAP_OB_bear_c0_1247,aVWAP_OB_bear_c0_1233,aVWAP_OB_bear_c0_1219,aVWAP_OB_bear_c0_1198,aVWAP_OB_bear_c0_1111,aVWAP_OB_bear_c0_1046,aVWAP_OB_bear_c0_1033,aVWAP_OB_bear_c0_1005,aVWAP_OB_bear_c0_986,aVWAP_OB_bear_c0_955,aVWAP_OB_bear_c0_603,aVWAP_OB_bear_c0_332,aVWAP_QQEMOD_bull_dot_c0_955,aVWAP_QQEMOD_bull_dot_c0_1033,aVWAP_QQEMOD_bull_dot_c0_1111,aVWAP_QQEMOD_bull_dot_c0_1139,aVWAP_QQEMOD_bull_dot_c0_1198,aVWAP_QQEMOD_bear_dot_c0_1026,aVWAP_QQEMOD_bear_dot_c0_1085,aVWAP_QQEMOD_bear_dot_c0_1125,aVWAP_QQEMOD_bear_dot_c0_1152,aVWAP_QQEMOD_bear_dot_c0_1251,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2021-06-21 00:00:00+00:00,58.6597208357,60.7130272024,58.4003558209,60.2159109242,206502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,58.1409908062,59.7836358996,57.9248532939,58.9623133529,164790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-23 00:00:00+00:00,57.7951707865,58.0977633037,57.1467582496,58.0977633037,173277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-24 00:00:00+00:00,56.1525256931,57.3628957619,56.1525256931,57.1035307472,149044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-25 00:00:00+00:00,56.1525256931,56.1957531956,55.4306264021,55.9363881808,204666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-28 00:00:00+00:00,56.8441657324,57.6222607767,55.8499331759,55.9363881808,161343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-29 00:00:00+00:00,57.3628957619,57.6438745279,56.238980698,56.3686632054,211217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-06-30 00:00:00+00:00,57.3196682595,58.1842183086,56.8873932349,57.7087157816,226460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-01 00:00:00+00:00,56.3254357029,57.1899857521,56.133937867,56.7144832251,278021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-02 00:00:00+00:00,57.4925782693,57.7303295328,55.9796156833,55.9796156833,279644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-06 00:00:00+00:00,59.0055408553,60.0862284168,57.3196682595,57.4061232644,246808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-07 00:00:00+00:00,60.1294559193,61.1669159782,58.6597208357,59.3081333725,364979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-08 00:00:00+00:00,61.2101434807,63.3282911012,60.0430009143,62.5934235594,683772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-09 00:00:00+00:00,58.6597208357,60.3455934315,58.6381070844,59.8700909045,231210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-12 00:00:00+00:00,58.5732658308,59.6107258898,58.4219695722,59.0487683578,189279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-13 00:00:00+00:00,60.7778684561,60.8210959586,59.0055408553,59.2216783676,318390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-14 00:00:00+00:00,62.6798785643,62.8095610717,59.6755671434,59.9997734119,294113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-15 00:00:00+00:00,63.3282911012,64.9060949409,62.5501960569,63.2850635987,421256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-16 00:00:00+00:00,64.9709361946,65.1870737069,62.0314660274,62.1179210323,449572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-19 00:00:00+00:00,66.8729463027,68.4723638937,65.2307334843,67.5213588396,992172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-20 00:00:00+00:00,62.7663335692,67.1323113175,62.1611485348,66.4838987806,631088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-21 00:00:00+00:00,60.4752759389,62.0746935299,60.4722500137,62.0746935299,349311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-22 00:00:00+00:00,62.463741052,62.9824710815,60.9075509635,60.9075509635,346709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-23 00:00:00+00:00,61.8585560176,63.3715186036,61.6424185053,61.6424185053,276389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-26 00:00:00+00:00,61.4478947442,62.0746935299,60.4752759389,61.426280993,234857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-27 00:00:00+00:00,62.9824710815,64.1928411503,62.1179210323,62.2043760372,420377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-28 00:00:00+00:00,61.0372334709,63.0689260864,60.0862284168,62.2043760372,368635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-29 00:00:00+00:00,60.0862284168,60.3451611565,59.0954540605,60.0430009143,321860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-07-30 00:00:00+00:00,60.950778466,61.3398259881,59.351360875,60.6049584463,348595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-08-02 00:00:00+00:00,61.5127359979,61.6856460077,59.0124572557,60.2159109242,400765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-08-03 00:00:00+00:00,60.9940059684,63.1121535889,60.9075509635,61.1236884758,325228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-08-04 00:00:00+00:00,62.5069685544,62.6798785643,60.864323461,61.9450110225,580723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-08-05 00:00:00+00:00,60.2159109242,62.2043760372,60.0784474664,62.0314660274,263731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-08-06 00:00:00+00:00,59.5242708848,60.2159109242,58.6164933332,59.3081333725,268402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-08-09 00:00:00+00:00,60.1726834217,60.6914134512,59.6539533922,59.826863402,298607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-10 00:00:00+00:00,59.913318407,60.6914134512,59.6513597421,59.913318407,212424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-11 00:00:00+00:00,59.3081333725,61.0804609733,59.3081333725,59.6971808947,308927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
