date,Close,High,Low,Open,Volume,aVWAP_peak_27,SMA_50
2025-06-17 00:00:00+00:00,10.15,14.93,8.0001,8.5,97105,,
2025-06-18 00:00:00+00:00,8.3,10.4,8.2,10.4,24113,,
2025-06-20 00:00:00+00:00,9.21,10.38,8.5,9.13,87170,,
2025-06-23 00:00:00+00:00,9.5,10.3776,9.5,9.59,12460,,
2025-06-24 00:00:00+00:00,9.3,9.5541,9.0001,9.53,10343,,
2025-06-25 00:00:00+00:00,9.0,9.5,8.82,9.02,6472,,
2025-06-26 00:00:00+00:00,9.5737,9.77,8.66,8.8,12354,,
2025-06-27 00:00:00+00:00,8.9,9.55,8.85,9.25,6087,,
2025-06-30 00:00:00+00:00,8.65,9.2499,8.65,8.88,9761,,
2025-07-01 00:00:00+00:00,8.9969,9.13,8.61,9.09,2626,,
2025-07-02 00:00:00+00:00,9.1683,9.3396,8.839,8.839,1789,,
2025-07-03 00:00:00+00:00,8.85,9.51,8.85,9.06,3647,,
2025-07-07 00:00:00+00:00,8.85,9.17,8.85,8.85,1831,,
2025-07-08 00:00:00+00:00,9.1,9.39,8.8601,9.18,2453,,
2025-07-09 00:00:00+00:00,9.27,9.585,8.8803,9.58,4504,,
2025-07-10 00:00:00+00:00,9.3565,9.5,9.19,9.5,5960,,
2025-07-11 00:00:00+00:00,9.09,9.47,8.87,8.87,13697,,
2025-07-14 00:00:00+00:00,9.15,9.66,9.1,9.25,3465,,
2025-07-15 00:00:00+00:00,8.79,9.385,8.79,8.9496,9082,,
2025-07-16 00:00:00+00:00,8.85,9.1007,8.3,8.8,13371,,
2025-07-17 00:00:00+00:00,8.655,9.0,8.2251,8.8,6505,,
2025-07-18 00:00:00+00:00,9.25,9.25,8.5042,8.9157,8587,,
2025-07-21 00:00:00+00:00,8.8052,9.0,8.8,8.8,1695,,
2025-07-22 00:00:00+00:00,8.4001,9.1139,8.0,8.97,15900,,
2025-07-23 00:00:00+00:00,8.55,8.55,8.21,8.21,1694,,
2025-07-24 00:00:00+00:00,8.415,8.6916,8.21,8.55,3778,,
2025-07-25 00:00:00+00:00,8.4,8.4,7.9,8.23,3618,,
2025-07-28 00:00:00+00:00,7.2,20.35,6.7108,18.98,4520549,11.420266666666668,
2025-07-29 00:00:00+00:00,3.15,3.69,2.92,3.5,2601996,8.43673650074985,
2025-07-30 00:00:00+00:00,3.05,3.39,3.0,3.16,486566,8.09846201390237,
2025-07-31 00:00:00+00:00,2.92,3.1837,2.92,3.05,229242,7.949582444789955,
2025-08-01 00:00:00+00:00,2.83,3.0391,2.76,3.0,136086,7.863006618906568,
2025-08-04 00:00:00+00:00,3.01,3.08,2.81,2.86,146815,7.774491206128184,
2025-08-05 00:00:00+00:00,2.92,3.0,2.85,2.95,117363,7.705384165295381,
2025-08-06 00:00:00+00:00,2.78,2.96,2.7,2.88,148393,7.618828157956969,
2025-08-07 00:00:00+00:00,2.72,2.95,2.58,2.81,110141,7.555717875210959,
2025-08-08 00:00:00+00:00,2.5,2.72,2.46,2.64,152121,7.467854573086229,
2025-08-11 00:00:00+00:00,2.59,2.73,2.49,2.5,91294,7.4170453231976055,
2025-08-12 00:00:00+00:00,2.63,2.7111,2.52,2.56,84569,7.371079984729223,
2025-08-13 00:00:00+00:00,2.67,2.6999,2.56,2.69,72115,7.332759846079782,
2025-08-14 00:00:00+00:00,2.57,2.67,2.54,2.67,47331,7.307680773479869,
2025-08-15 00:00:00+00:00,2.65,2.6995,2.5,2.58,54672,7.279181048530733,
2025-08-18 00:00:00+00:00,2.36,2.7,2.33,2.62,138737,7.206064721585382,
2025-08-19 00:00:00+00:00,2.51,2.57,2.3801,2.49,61348,7.174592501851764,
2025-08-20 00:00:00+00:00,2.48,2.61,2.46,2.53,23305,7.162822235824011,
2025-08-21 00:00:00+00:00,2.69,2.718,2.49,2.49,68407,7.12946816367723,
2025-08-22 00:00:00+00:00,2.7,2.75,2.54,2.74,71858,7.095191684976505,
2025-08-25 00:00:00+00:00,2.61,2.68,2.59,2.62,35136,7.078485432585759,
2025-08-26 00:00:00+00:00,2.58,2.65,2.52,2.52,47637,7.055815223783229,
2025-08-27 00:00:00+00:00,2.5,2.6296,2.47,2.59,40861,7.0363351455145615,6.183013999999999
2025-08-28 00:00:00+00:00,2.543,2.5994,2.49,2.53,37564,7.018617464834319,6.030874
2025-08-29 00:00:00+00:00,2.45,2.57,2.4,2.55,57687,6.991252669362961,5.913874000000001
2025-09-02 00:00:00+00:00,2.42,2.5123,2.35,2.45,23922,6.979886968198966,5.778073999999999
2025-09-03 00:00:00+00:00,2.46,2.494,2.3895,2.47,20119,6.970414502012674,5.637274
2025-09-04 00:00:00+00:00,2.44,2.5198,2.38,2.45,69090,6.938175946667211,5.500074000000001
2025-09-05 00:00:00+00:00,2.48,2.5537,2.4209,2.52,51597,6.9146006217979386,5.369674
2025-09-08 00:00:00+00:00,2.59,2.64,2.48,2.5,71469,6.882974569842367,5.23
2025-09-09 00:00:00+00:00,2.57,2.64,2.48,2.51,29690,6.869951182779428,5.1034
2025-09-10 00:00:00+00:00,2.59,2.63,2.46,2.46,74267,6.837690665313302,4.982200000000001
2025-09-11 00:00:00+00:00,2.6,2.6399,2.54,2.59,23103,6.827830668878821,4.854262
2025-09-12 00:00:00+00:00,2.6,2.67,2.53,2.61,30870,6.814747852181385,4.722896
