date,Close,High,Low,Open,Volume,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_valley_c0_6,aVWAP_price_maxima_minima_valley_c0_7,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,aVWAP_price_maxima_minima_peak_c0_6,aVWAP_price_maxima_minima_peak_c0_7,color
2026-03-09 00:00:00+00:00,2.84,2.8764,2.61,2.61,95585,,,,,,2.775466666666667,6.085039790594345,6.258145902714274,,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-10 00:00:00+00:00,2.8,3.0837,2.51,2.72,1065937,,,,,,2.7960538962097425,5.531607492111538,5.678991824600233,2.7978999999999994,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-11 00:00:00+00:00,2.71,2.8652,2.6001,2.76,278481,,,,,,2.782332180372772,5.413362688489645,5.555237953286905,2.782820302465453,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-12 00:00:00+00:00,2.48,2.755,2.42,2.7,339320,,,,,,2.738343864529749,5.273625714647123,5.409358703913661,2.736236420828735,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-13 00:00:00+00:00,2.53,2.7,2.36,2.47,245395,,,,,,2.7130926726915385,5.1800427154291455,5.311654116710237,2.710002155752523,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-16 00:00:00+00:00,2.5,2.62,2.35,2.55,96161,,,,,,2.70297761450166,5.144561527457824,5.274627035444001,2.6995564489567103,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-17 00:00:00+00:00,2.16,2.536,2.05,2.536,188352,,,,,,2.6659218259527373,5.071629972334155,5.198799227884053,2.661191691324327,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-18 00:00:00+00:00,1.98,2.2,1.865,2.14,137673,,,,,,2.6292982557005367,5.016379982091676,5.141531932573363,2.6233562684320297,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-19 00:00:00+00:00,1.88,2.005,1.6991,1.93,170890,,,,,,2.57916756197521,4.947145568627853,5.069895359799857,2.571728348998833,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-20 00:00:00+00:00,2.0221,2.191,1.85,1.852,154649,,,,,,2.548034406009429,4.890168217766003,5.010806210338866,2.539913275701089,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-23 00:00:00+00:00,1.99,2.1004,1.86,2.08,63082,,,,,,2.535474452514672,4.867263011975603,4.987061349300125,2.5271021320296545,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-24 00:00:00+00:00,1.64,1.78,1.51,1.65,3136855,,,,,1.643333333333333,2.0668978833061527,3.9596200232375027,4.048841954745474,2.055373141136736,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-25 00:00:00+00:00,1.62,1.79,1.6001,1.64,246716,,,,,1.645280186879483,2.0511539818916873,3.9100204557176625,3.99747831896866,2.0398478165276965,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-26 00:00:00+00:00,1.73,1.8687,1.5637,1.6,139036,,,,,1.6482609260698111,2.043929989652097,3.883616414349037,3.9701082943399695,2.0327645751214853,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-27 00:00:00+00:00,1.8,1.84,1.68,1.74,296102,,,,,1.6579590177378443,2.031888902559383,3.83076929615158,3.9152687343935972,2.021052085315131,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-30 00:00:00+00:00,1.78,1.78,1.66,1.78,95593,,,,,1.6599625789391483,2.0277550875945907,3.814001560365585,3.8978779163029644,2.0170145687968666,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-31 00:00:00+00:00,1.88,1.8999,1.7005,1.735,62488,,,,,1.6625841246499478,2.0259117668565434,3.8036379776571723,3.8871105296113386,2.015244938638296,,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-01 00:00:00+00:00,1.88,1.92,1.81,1.92,43801,,,,,1.664843748361041,2.024915708548883,3.7965951693758178,3.8797864814062595,2.014303907000796,,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-02 00:00:00+00:00,1.83,1.91,1.71,1.8,57167,,,,,1.666972187756115,2.023193665204602,3.7872277067874736,3.8700555573798487,2.0126467012814784,,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-06 00:00:00+00:00,2.02,2.08,1.83,1.83,106662,,,,,1.6748663839671925,2.022486727654799,3.7713848663833485,3.853538654879556,2.012092469200523,1.9766666666666663,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-07 00:00:00+00:00,1.91,2.05,1.8,2.05,75485,,,,,1.6792101219158644,2.021396418732433,3.7599905987282933,3.8416749686960996,2.0110993614906234,1.9531829785832318,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-08 00:00:00+00:00,1.915,2.0,1.87,1.9,42678,,,,,1.681681214377503,2.020840004293388,3.7536392090478743,3.83506044262684,2.0105977957094825,1.9484658289780938,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-09 00:00:00+00:00,1.84,1.99,1.73,1.87,58549,,,,,1.6839856756762541,2.019477239876793,3.744642111954647,3.8257061566479544,2.0093011355703285,1.928810135486436,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-10 00:00:00+00:00,1.88,1.98,1.68,1.83,150365,,,,,1.6894077178964468,2.015940478745447,3.7218414255565575,3.802002495637681,2.0059287651123494,1.9003333264167312,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-13 00:00:00+00:00,1.85,1.95,1.82,1.89,62624,,,,,1.6919258318119117,2.0147352079573033,3.71263893731496,3.792429414687217,2.004793464720443,1.8969268525924239,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-14 00:00:00+00:00,1.72,1.8397,1.7,1.82,120771,,,,,1.693502900734103,2.010541304366013,3.6940060374985992,3.7730947155228214,2.0007071358527893,1.8688065253791453,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-15 00:00:00+00:00,1.735,1.8153,1.68,1.75,39508,,,,,1.6939195642038414,2.0091472480550774,3.6879569244308277,3.7668187661290666,1.9993472333878308,1.8612632307508,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-16 00:00:00+00:00,1.72,1.75,1.68,1.745,49172,,,,,1.6941533895800043,2.0072596418009465,3.6803774357379195,3.758959054884171,1.997499696117097,1.8511896104356105,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-17 00:00:00+00:00,1.78,1.85,1.69,1.79,99182,,,,,1.6957617493665802,2.0042536246400697,3.6657013606798174,3.7437224746569964,1.994582975572678,1.8415970891366746,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-20 00:00:00+00:00,1.71,1.84,1.71,1.8,50458,,,,,1.6963506044540555,2.002623895630225,3.658243387240294,3.735982613318519,1.9929965382848316,1.8363909499517215,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-21 00:00:00+00:00,1.715,1.805,1.71,1.805,20615,,,,,1.6965461197507843,2.001937667181215,3.6551971787419895,3.7328218648712608,1.9923275802867437,1.8342011877679345,,,,,"rgba(239, 83, 80, 0.5)"
2026-04-22 00:00:00+00:00,1.79,1.85,1.68,1.79,101687,,,,,1.6980906237097424,1.9989917827550974,3.6405455126299326,3.7176094172322744,1.9894709322980633,1.8278709074997581,1.7733333333333334,,,,"rgba(239, 83, 80, 0.5)"
2026-04-23 00:00:00+00:00,1.62,1.75,1.5,1.74,150790,,,,1.6233333333333335,1.6959254309327056,1.9919479202720343,3.6175219695323393,3.693773809685367,1.9825230096634334,1.8005417416451495,1.6837469551681936,,,,"rgba(239, 83, 80, 0.5)"
2026-04-24 00:00:00+00:00,1.64,1.71,1.58,1.64,52389,,,,1.6284902639216323,1.6954014894512133,1.9896915479337638,3.6097244218108857,3.6856978689905686,1.9803014040524174,1.7935676141080303,1.6768021688217118,,,,"rgba(239, 83, 80, 0.5)"
2026-04-27 00:00:00+00:00,1.53,1.69,1.53,1.62,39580,,,,1.6211277714386145,1.694564300121946,1.9877141619532066,3.6036955740399637,3.679460531135297,1.9783467412139157,1.7867499405578795,1.6660617435921257,,,,"rgba(239, 83, 80, 0.5)"
2026-04-28 00:00:00+00:00,1.5499,1.564,1.5,1.5,33829,,,,1.6109564805173517,1.6935707817417351,1.9858513800193538,3.598456014317647,3.6740439957095137,1.9765011589508579,1.7800403861035465,1.6546062459850637,,,,"rgba(239, 83, 80, 0.5)"
2026-04-29 00:00:00+00:00,1.55,1.55,1.45,1.53,50109,,,,1.5964942470648131,1.6919237841969907,1.982990448881947,3.5906638838937273,3.6659914467307555,1.9736642446194366,1.7699232000437477,1.638471156018899,,,,"rgba(239, 83, 80, 0.5)"
2026-04-30 00:00:00+00:00,1.59,1.67,1.52,1.55,33310,,,,1.5962017804283433,1.691317370166232,1.9814173782047353,3.585706540301288,3.6608614441407026,1.9721108287359028,1.7655261517922083,1.6352145815915593,,,,"rgba(239, 83, 80, 0.5)"
2026-05-01 00:00:00+00:00,1.545,1.65,1.53,1.62,25698,,,,1.594789189579255,1.6907680219818395,1.9801555155948605,3.5818637944179885,3.65688612886736,1.9708634560742964,1.7619351865583248,1.632039736050927,,,,"rgba(239, 83, 80, 0.5)"
2026-05-04 00:00:00+00:00,1.52,1.63,1.45,1.57,67567,,,,1.5856282711043255,1.6888370358066798,1.9765374296451799,3.571621579438334,3.6462981346619037,1.9672795574451942,1.751141588238199,1.6200220995905403,,,,"rgba(239, 83, 80, 0.5)"
2026-05-05 00:00:00+00:00,1.49,1.57,1.48,1.49,53772,,,,1.577961395263527,1.6871404808962598,1.9735715848604976,3.5634641263803832,3.637867971085298,1.964339527063622,1.7425293674119973,1.610597791744903,,,,"rgba(239, 83, 80, 0.5)"
2026-05-06 00:00:00+00:00,1.39,1.559,1.35,1.51,94027,,,,1.55528473125471,1.6829160120697093,1.9675862261675838,3.5488012340586845,3.6227344441991733,1.9583894153553603,1.724095354166944,1.5868357177956942,,,,"rgba(239, 83, 80, 0.5)"
2026-05-07 00:00:00+00:00,1.38,1.45,1.37,1.393,47193,,,,1.543980151142127,1.680575167920865,1.9644494248652378,3.541404005526114,3.615103529499544,1.955268506807862,1.7146889310914588,1.57507849895082,,,,"rgba(239, 83, 80, 0.5)"
2026-05-08 00:00:00+00:00,1.37,1.4,1.32,1.4,31918,,,1.3633333333333333,1.5355031771398435,1.6788097806206377,1.9622109545925062,3.5363446771352285,3.6098872128973767,1.9530393659071719,1.7079247650193599,1.5664344905604388,,,,"rgba(239, 83, 80, 0.5)"
2026-05-11 00:00:00+00:00,1.37,1.44,1.35,1.35,40812,,,1.376426692332371,1.5270782586725176,1.6767457404138744,1.9594834785739135,3.529978795906561,3.603321375374417,1.9503252293796662,1.7002066278538146,1.5575164719982588,,,,"rgba(239, 83, 80, 0.5)"
2026-05-12 00:00:00+00:00,1.4567,1.66,1.37,1.39,193835,,,1.4630603348776725,1.520401547028643,1.670863524641717,1.9492717294043778,3.5017623230997823,3.5741657317982196,1.9402052222566517,1.6792477874969953,1.5457035339663447,1.495566666666667,,,"rgba(239, 83, 80, 0.5)"
2026-05-13 00:00:00+00:00,1.4,1.45,1.36,1.42,65965,,,1.4512121056746763,1.512527921459552,1.6679399446869403,1.9452124976428211,3.491904196961687,3.563994568834141,1.936169926746221,1.6699548427322939,1.537027677036979,1.4721479914036442,,,"rgba(239, 83, 80, 0.5)"
2026-05-14 00:00:00+00:00,1.3802,1.5,1.37,1.41,55330,,,1.446293551367332,1.507412399995882,1.6656582493849224,1.9419370167132979,3.4837591592454347,3.5555888883504014,1.9329156468526916,1.6629977518852501,1.5311779480071819,1.4624183781296611,,,"rgba(239, 83, 80, 0.5)"
2026-05-15 00:00:00+00:00,1.34,1.37,1.2601,1.35,105365,,,1.420033343132783,1.490424081499398,1.659838411535383,1.9347213551695237,3.467731371216306,3.5390717181924143,1.925729170638476,1.6461119131577524,1.513564966692836,1.4275756723226993,,,"rgba(239, 83, 80, 0.5)"
2026-05-18 00:00:00+00:00,1.32,1.43,1.28,1.31,75270,,,1.4098780915692606,1.481324892083532,1.656040213141233,1.9298339195452805,3.4565316623386337,3.5275261652337284,1.9208650007976213,1.6357268651159829,1.5038464533498779,1.414785497833315,,,"rgba(239, 83, 80, 0.5)"
2026-05-19 00:00:00+00:00,1.3401,1.41,1.3001,1.3147,13313,,,1.4085094794158899,1.479904291699998,1.6553921548974648,1.9289877022985469,3.454569321978317,3.5255029851817805,1.920023051173601,1.634004360363821,1.502309185495774,1.4130930228111738,,,"rgba(239, 83, 80, 0.5)"
2026-05-20 00:00:00+00:00,1.29,1.35,1.255,1.31,36672,,,1.401976722286897,1.474647846684097,1.6533210497473112,1.9264622704316101,3.449050301378377,3.519817254469997,1.9175072591623652,1.6285199638820826,1.4968429234405436,1.405381676347534,,,"rgba(239, 83, 80, 0.5)"
2026-05-21 00:00:00+00:00,1.205,1.315,1.19,1.25,79065,,,1.3832392364650312,1.4606666784811217,1.6481748043854898,1.9205578007021444,3.4369084249967288,3.507319459463438,1.9116185038070415,1.6151861940308683,1.4826315986825982,1.3840322333277317,,,"rgba(239, 83, 80, 0.5)"
2026-05-22 00:00:00+00:00,0.98,1.36,0.9,1.31,9413828,,,1.100919316615063,1.1276135618608696,1.309973804444443,1.4962907896904114,2.505455361700236,2.5495443836624503,1.489701222104848,1.1859468579550276,1.133658985641775,1.0989232648144442,,,"rgba(239, 83, 80, 0.5)"
2026-05-26 00:00:00+00:00,1.02,1.09,1.0,1.09,321181,,,1.09894120748061,1.124977437456934,1.3045338407762064,1.488509657065551,2.485914464389839,2.5294480701794724,1.4819928095777246,1.1819707691473305,1.130873197484225,1.0969931512864826,,,"rgba(239, 83, 80, 0.5)"
2026-05-27 00:00:00+00:00,0.97,1.03,0.9118,0.98,342862,,,1.0948575300542147,1.1203440656396773,1.2975860965772965,1.479316070514237,2.4646950730149024,2.5076523740376397,1.4728697574424183,1.1761270100333545,1.1261053155559673,1.0929441295141549,,,"rgba(239, 83, 80, 0.5)"
2026-05-28 00:00:00+00:00,0.95,1.0,0.9355,1.0,79914,,,1.0938782419389061,1.1192429118036211,1.295965758916483,1.4771838251936333,2.4598058761741983,2.502631074799914,1.4707536445234675,1.1747549577409497,1.1249741381904783,1.0919724169247984,,,"rgba(239, 83, 80, 0.5)"
2026-05-29 00:00:00+00:00,0.8669,0.9726,0.83,0.97,289820,,0.8898333333333335,1.0885722303184193,1.1136052326691264,1.288979836750841,1.4685360908851943,2.441498671546823,2.4838527630615976,1.4621588485102865,1.168289145666894,1.1192450142373738,1.0866814372467806,,,"rgba(239, 83, 80, 0.5)"
2026-06-01 00:00:00+00:00,1.03,1.03,0.85,0.8779,320932,,0.9319585309039784,1.0852534311836712,1.1098008577131058,1.283017596117072,1.4605384350180382,2.4227399801877922,2.464582782205899,1.454225593351013,1.1634284035112672,1.1153241423054439,1.0833947129343495,0.97,,"rgba(239, 83, 80, 0.5)"
2026-06-02 00:00:00+00:00,0.95,0.969,0.8412,0.939,232282,,0.9286819536736755,1.0819734928918263,1.1062313132703114,1.2781729644737607,1.4543350587446668,2.409002058044948,2.4504830846946253,1.4480655795149016,1.1591859146309003,1.1116806936173018,1.0801313928226766,0.9490341268779654,,"rgba(239, 83, 80, 0.5)"
2026-06-03 00:00:00+00:00,0.84,0.929899,0.84,0.8777,75653,,0.9238467782269696,1.0806112579263019,1.1047924346515479,1.276406033561385,1.452158691356985,2.4044330224664012,2.445797781366718,1.445902382585504,1.1575530587675988,1.1102205799777138,1.0787726006448974,0.9395222336079543,,"rgba(239, 83, 80, 0.5)"
2026-06-04 00:00:00+00:00,0.8694,0.929699,0.84,0.86,47190,,0.9216898760597881,1.0798092232447722,1.103940583941826,1.2753378116226064,1.4508318905364193,2.4016147039769327,2.442907240706823,1.4445838923288556,1.1565779951672563,1.109355243474971,1.0779729862136453,0.9353465103568683,,"rgba(239, 83, 80, 0.5)"
2026-06-05 00:00:00+00:00,0.802,0.892699,0.79,0.8726,175923,,0.9072904943755474,1.0761201706195285,1.1001049339581404,1.270894196652398,1.445498468484993,2.3908470636006647,2.431873070960402,1.4392793033004958,1.152337901166617,1.1054754635913375,1.0742885234654431,0.9132289370775528,,"rgba(239, 83, 80, 0.5)"
2026-06-08 00:00:00+00:00,0.8425,0.92,0.8151,0.836,50875,,0.9052391359574067,1.0752041838084119,1.09913960796236,1.2697143184252535,1.4440496178346713,2.387821764729738,2.4287712439243117,1.4378391347721875,1.1512472646699126,1.1044964584900379,1.073374755002397,0.9101844590895919,,"rgba(239, 83, 80, 0.5)"
2026-06-09 00:00:00+00:00,0.792,0.86,0.78,0.831,70202,,0.8999819521705861,1.0736716911897939,1.097553313878048,1.267906098788173,1.4418971439916042,2.383534829054145,2.424379364526064,1.4356978585246598,1.1495076659903343,1.10289347544883,1.071843671325317,0.9030046658568479,,"rgba(239, 83, 80, 0.5)"
2026-06-10 00:00:00+00:00,0.869451,0.9,0.7898,0.7898,31654,,0.8988351906566935,1.0730969938061565,1.0969486595077533,1.267170630278567,1.4409962713506776,2.381661391582526,2.4224587081429445,1.4348023332918154,1.1488265476448294,1.1022804835938174,1.0712703042576361,0.901431875961678,,"rgba(239, 83, 80, 0.5)"
2026-06-11 00:00:00+00:00,0.86,0.8799,0.8258,0.8784,26602,,0.8979572346836643,1.0726210256127742,1.0964472756492982,1.2665577550956577,1.4402440681409514,2.380092708502192,2.4208504231966255,1.434054634009404,1.1482606953494767,1.1017720712614236,1.0707954907847574,0.9002402167554049,,"rgba(239, 83, 80, 0.5)"
2026-06-12 00:00:00+00:00,0.96265,0.989,0.803,0.811,25103972,,0.9172037887933714,0.9686479173681672,0.9784812938094535,1.0631169027443323,1.1542328022135206,1.6603569920049004,1.68159067172351,1.1508436603975147,0.9998272578949345,0.9806065974901227,0.9678508311113517,0.9175073058738789,,"rgba(239, 83, 80, 0.5)"
2026-06-15 00:00:00+00:00,0.5957,0.7893,0.566,0.7742,3689986,,0.8845042945610225,0.9399790306441486,0.9493871169971531,1.0304829074152082,1.1166769074245428,1.59219651764396,1.6120448542654262,1.1134682019336477,0.9695517781026823,0.9513953593709407,0.9392028783074656,0.8844525108901553,,"rgba(239, 83, 80, 0.5)"
2026-06-16 00:00:00+00:00,0.5749,0.6262,0.538,0.5993,775838,0.5797,0.8768490131583935,0.9332833848719873,0.9426216837953963,1.023112322871234,1.1083920822514157,1.5780313378838866,1.5976117279905757,1.1052171988648118,0.9625781573754978,0.9446094510693854,0.9325099967398808,0.8767260399787907,,"rgba(239, 83, 80, 0.5)"
2026-06-17 00:00:00+00:00,0.6449,0.68,0.5448,0.5857,1294061,0.6069162017889118,0.8666518945558991,0.9239613426626319,0.9331613632643557,1.0124963134195788,1.0962201240386988,1.5562589618358502,1.5754074984026802,1.0931024435495134,0.952746751839588,0.9351123575187739,0.9231954676186398,0.8664412531143745,0.6232333333333333,"rgba(239, 83, 80, 0.5)"
