date,Close,High,Low,Open,Volume,aVWAP_peak_54,SMA_50
2022-01-03 00:00:00+00:00,9.76,11.219,9.64,11.06,570183,,
2022-01-04 00:00:00+00:00,10.38,10.5701,9.84,9.84,280612,,
2022-01-05 00:00:00+00:00,10.35,10.93,10.18,10.34,357877,,
2022-01-06 00:00:00+00:00,10.14,10.33,9.6,10.25,274382,,
2022-01-07 00:00:00+00:00,9.5,10.3,9.44,10.16,216579,,
2022-01-10 00:00:00+00:00,9.26,9.48,8.92,9.34,277029,,
2022-01-11 00:00:00+00:00,9.38,9.43,8.93,9.25,198079,,
2022-01-12 00:00:00+00:00,9.87,9.97,9.39,9.39,144745,,
2022-01-13 00:00:00+00:00,9.96,10.09,9.7301,9.92,131988,,
2022-01-14 00:00:00+00:00,10.17,10.2048,9.64,9.81,98379,,
2022-01-18 00:00:00+00:00,9.31,10.13,9.19,10.13,292812,,
2022-01-19 00:00:00+00:00,9.03,9.61,8.82,9.39,203930,,
2022-01-20 00:00:00+00:00,8.69,9.16,8.69,8.99,215600,,
2022-01-21 00:00:00+00:00,8.72,8.83,8.35,8.65,238811,,
2022-01-24 00:00:00+00:00,9.06,9.0899,8.1935,8.42,220113,,
2022-01-25 00:00:00+00:00,8.74,9.15,8.57,8.87,150718,,
2022-01-26 00:00:00+00:00,8.71,9.1,8.59,8.83,122607,,
2022-01-27 00:00:00+00:00,8.47,8.8588,8.38,8.6,226133,,
2022-01-28 00:00:00+00:00,8.76,8.8,8.15,8.41,105440,,
2022-01-31 00:00:00+00:00,9.12,9.17,8.63,8.68,131944,,
2022-02-01 00:00:00+00:00,9.62,9.62,9.0,9.16,141790,,
2022-02-02 00:00:00+00:00,9.79,9.89,9.27,9.62,131331,,
2022-02-03 00:00:00+00:00,9.54,9.75,9.52,9.61,74714,,
2022-02-04 00:00:00+00:00,9.07,9.58,9.0,9.58,133444,,
2022-02-07 00:00:00+00:00,9.07,9.2186,9.02,9.07,157838,,
2022-02-08 00:00:00+00:00,9.38,9.4,8.87,9.06,99832,,
2022-02-09 00:00:00+00:00,9.78,9.87,9.4,9.4,85356,,
2022-02-10 00:00:00+00:00,9.66,9.9,9.55,9.55,127251,,
2022-02-11 00:00:00+00:00,9.39,9.7,9.33,9.66,108800,,
2022-02-14 00:00:00+00:00,9.45,9.66,9.2932,9.32,78649,,
2022-02-15 00:00:00+00:00,10.08,10.35,9.45,9.52,464040,,
2022-02-16 00:00:00+00:00,10.25,10.35,10.0,10.04,181225,,
2022-02-17 00:00:00+00:00,9.81,10.2637,9.65,10.22,187533,,
2022-02-18 00:00:00+00:00,9.57,9.97,9.46,9.86,115263,,
2022-02-22 00:00:00+00:00,9.26,9.48,8.92,9.4,139967,,
2022-02-23 00:00:00+00:00,9.21,9.6449,9.18,9.37,93899,,
2022-02-24 00:00:00+00:00,9.4,9.5,8.58,8.86,155582,,
2022-02-25 00:00:00+00:00,9.54,9.69,9.415,9.475,49418,,
2022-02-28 00:00:00+00:00,9.29,9.5798,9.0,9.45,133761,,
2022-03-01 00:00:00+00:00,9.25,9.41,8.95,9.34,148847,,
2022-03-02 00:00:00+00:00,9.74,9.8,9.26,9.26,119203,,
2022-03-03 00:00:00+00:00,9.78,10.1465,9.5,9.8,160114,,
2022-03-04 00:00:00+00:00,9.45,9.63,9.2601,9.63,102554,,
2022-03-07 00:00:00+00:00,8.78,9.61,8.73,9.33,234438,,
2022-03-08 00:00:00+00:00,8.75,9.16,8.67,8.9,117471,,
2022-03-09 00:00:00+00:00,8.96,9.2243,8.86,8.86,96997,,
