date,Close,High,Low,Open,Volume,aVWAP_peak_54,SMA_50
2022-03-10 00:00:00+00:00,8.98,9.0,8.69,8.86,61818,,
2022-03-11 00:00:00+00:00,9.05,9.25,8.9678,9.04,57983,,
2022-03-14 00:00:00+00:00,9.08,9.27,8.965,9.12,68978,,
2022-03-15 00:00:00+00:00,9.25,9.32,9.0408,9.14,45656,,9.3922
2022-03-16 00:00:00+00:00,9.03,9.4,8.92,9.33,134019,,9.3776
2022-03-17 00:00:00+00:00,9.27,9.34,8.9201,8.98,72567,,9.355400000000001
2022-03-18 00:00:00+00:00,9.38,9.45,9.21,9.21,142024,,9.336
2022-03-21 00:00:00+00:00,9.5,9.625,9.38,9.45,103198,,9.3232
2022-03-22 00:00:00+00:00,10.78,10.87,10.6,10.65,3441274,10.75,9.3488
2022-03-23 00:00:00+00:00,10.66,10.76,10.64,10.71,1118332,10.734466268942244,9.376800000000001
2022-03-24 00:00:00+00:00,10.66,10.68,10.65,10.68,842857,10.723368572815769,9.4024
2022-03-25 00:00:00+00:00,10.65,10.66,10.64,10.65,853627,10.713357624330852,9.418000000000001
2022-03-28 00:00:00+00:00,10.67,10.725,10.62,10.66,761665,10.708832738057495,9.4322
2022-03-29 00:00:00+00:00,10.67,10.71,10.67,10.68,846459,10.706088128027377,9.4422
2022-03-30 00:00:00+00:00,10.67,10.7,10.66,10.68,791968,10.703396311252853,9.4694
2022-03-31 00:00:00+00:00,10.66,10.7,10.65,10.67,1815783,10.697605568614232,9.501999999999999
2022-04-01 00:00:00+00:00,10.66,10.7,10.65,10.69,690433,10.695898068527331,9.5414
2022-04-04 00:00:00+00:00,10.67,10.69,10.65,10.66,431555,10.69493407971667,9.580400000000001
2022-04-05 00:00:00+00:00,10.69,10.71,10.66,10.66,706678,10.694459112300825,9.613000000000001
2022-04-06 00:00:00+00:00,10.68,10.69,10.67,10.68,222571,10.694202134965163,9.651800000000001
2022-04-07 00:00:00+00:00,10.67,10.7,10.67,10.67,268524,10.693904003650486,9.690999999999999
2022-04-08 00:00:00+00:00,10.67,10.68,10.67,10.67,227266,10.693544911797577,9.735
2022-04-11 00:00:00+00:00,10.68,10.69,10.66,10.67,443811,10.69298850828712,9.7734
2022-04-12 00:00:00+00:00,10.67,10.69,10.67,10.68,315262,10.692615041009027,9.804400000000001
2022-04-13 00:00:00+00:00,10.675,10.69,10.67,10.67,135867,10.69247558274685,9.8255
2022-04-14 00:00:00+00:00,10.69,10.69,10.67,10.68,232966,10.692325031489828,9.843499999999999
2022-04-18 00:00:00+00:00,10.68,10.69,10.675,10.69,275838,10.692121187917007,9.8663
2022-04-19 00:00:00+00:00,10.69,10.7,10.68,10.68,260401,10.692083569289952,9.8987
2022-04-20 00:00:00+00:00,10.69,10.7,10.68,10.68,280275,10.692044542603877,9.931099999999999
2022-04-21 00:00:00+00:00,10.69,10.7,10.68,10.68,216643,10.692015363800287,9.957299999999998
2022-04-22 00:00:00+00:00,10.7,10.7,10.68,10.68,261991,10.692037724577864,9.9757
2022-04-25 00:00:00+00:00,10.69,10.69,10.67,10.68,887759,10.69156451613068,9.9963
2022-04-26 00:00:00+00:00,10.69,10.69,10.68,10.69,228624,10.691496890999343,10.0223
2022-04-27 00:00:00+00:00,10.68,10.7,10.68,10.69,210329,10.691436305936712,10.0469
2022-04-28 00:00:00+00:00,10.68,10.7,10.68,10.68,192136,10.691382274621452,10.0589
2022-04-29 00:00:00+00:00,10.68,10.7,10.67,10.68,897940,10.690977574833086,10.0675
2022-05-02 00:00:00+00:00,10.7,10.7,10.68,10.68,304281,10.691017040120412,10.0853
2022-05-03 00:00:00+00:00,10.7,10.7,10.7,10.7,0,10.691017040120412,10.1079
2022-05-24 00:00:00+00:00,10.7,10.7,10.7,10.7,100,10.691017089577295,10.1367
2022-05-25 00:00:00+00:00,10.7,10.7,10.7,10.7,54,10.691017116283787,10.1665
