date,Close,High,Low,Open,Volume,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2026-06-04 00:00:00+00:00,13.14,13.52,13.07,13.34,2744716,,13.243333333333336,#000000
2026-06-05 00:00:00+00:00,12.09,12.8,12.04,12.73,1087191,,12.978527428597129,"rgba(239, 83, 80, 0.5)"
2026-06-08 00:00:00+00:00,12.18,12.31,12.11,12.19,1042319,,12.812044805335931,"rgba(239, 83, 80, 0.5)"
2026-06-09 00:00:00+00:00,11.96,12.37,11.56,12.31,1098324,,12.65597073667585,"rgba(239, 83, 80, 0.5)"
2026-06-10 00:00:00+00:00,11.32,11.83,11.3,11.6,709009,11.483333333333334,12.53153713177818,"rgba(239, 83, 80, 0.5)"
