date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_73,aVWAP_QQEMOD_bear_dot_c0_184,aVWAP_QQEMOD_bear_dot_c0_250,aVWAP_QQEMOD_bear_dot_c0_332,aVWAP_QQEMOD_bear_dot_c0_387,aVWAP_QQEMOD_bear_dot_c0_427,aVWAP_QQEMOD_bear_dot_c0_544,aVWAP_QQEMOD_bear_dot_c0_572,aVWAP_QQEMOD_bear_dot_c0_592,aVWAP_QQEMOD_bear_dot_c0_712,aVWAP_QQEMOD_bear_dot_c0_785,aVWAP_QQEMOD_bear_dot_c0_849,aVWAP_QQEMOD_bear_dot_c0_900,aVWAP_QQEMOD_bear_dot_c0_954,aVWAP_QQEMOD_bear_dot_c0_1003,aVWAP_QQEMOD_bear_dot_c0_1033,aVWAP_QQEMOD_bear_dot_c0_1086,aVWAP_QQEMOD_bear_dot_c0_1150,aVWAP_QQEMOD_bear_dot_c0_1198,aVWAP_QQEMOD_bear_dot_c0_1248,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_valley_c0_6,aVWAP_price_maxima_minima_valley_c0_7,aVWAP_price_maxima_minima_valley_c0_8,aVWAP_price_maxima_minima_valley_c0_9,aVWAP_price_maxima_minima_valley_c0_10,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,aVWAP_price_maxima_minima_peak_c0_6,aVWAP_price_maxima_minima_peak_c0_7,aVWAP_price_maxima_minima_peak_c0_8,aVWAP_price_maxima_minima_peak_c0_9,aVWAP_price_maxima_minima_peak_c0_10,color
2021-06-21 00:00:00+00:00,128.9711071997,129.0783394128,125.9588568501,127.021430598,79663316,,,,,,,,,,,,,,,,,,,,,,128.00276782086667,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,130.6088355451,130.7063193752,128.3082171551,128.8053846885,74783618,,,,,,,,,,,,,,,,,,,,,,128.9090448946121,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,130.3358808208,130.9402805674,129.8777068194,130.4041195019,60214200,,,,,,,,,,,,,,,,,,,,,,129.32295652171115,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,130.0531777136,131.2522288236,129.5852553292,131.0670095465,68710998,,,,,,,,,,,,,,,,,,,,,,129.559111554026,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,129.7607262233,130.521100098,129.4682747331,130.1019196286,70783746,,,,,,,,,,,,,,,,,,,,,,129.63058142416742,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,131.3887061857,131.8420059956,129.9946874155,130.0531777136,62111303,,,,,,,,,,,,,,,,,,,,,,129.84612326142238,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,132.899705552,133.0556796802,130.9695257164,131.4082029518,64556081,,,,,,,,,,,,,,,,,,,,,,130.1766994401005,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,133.5138536815,133.9525309169,132.4512799336,132.7437314239,63261393,,,,,,,,,,,,,,,,,,,,,,130.5405340688813,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,133.8160535548,133.8745438528,132.3440477205,133.1629118932,52485781,,,,,,,,,,,,,,,,,,,,,,130.7872582899025,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,136.438368584,136.4773621161,134.2791017477,134.4302016843,78945572,,,,,,,,,,,,,,,,,,,,,,131.36509024904854,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
