date,Close,High,Low,Open,Volume,SMA_50
2025-09-03 00:00:00+00:00,20.1007,20.13,20.016,20.13,523,
2025-09-04 00:00:00+00:00,20.2892,20.2892,20.14,20.15,1185,
2025-09-05 00:00:00+00:00,20.2254,20.3,20.2,20.3,498,
2025-09-08 00:00:00+00:00,20.3027,20.35,20.261,20.32,11718,
2025-09-09 00:00:00+00:00,20.328,20.33,20.2754,20.3,1720,
2025-09-10 00:00:00+00:00,20.4003,20.4436,20.4003,20.43,1883,
2025-09-11 00:00:00+00:00,20.5859,20.59,20.444,20.48,2453,
2025-09-12 00:00:00+00:00,20.5573,20.64,20.5573,20.64,2009,
