date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_72,aVWAP_QQEMOD_bear_dot_c0_172,aVWAP_QQEMOD_bear_dot_c0_213,aVWAP_QQEMOD_bear_dot_c0_251,aVWAP_QQEMOD_bear_dot_c0_332,aVWAP_QQEMOD_bear_dot_c0_426,aVWAP_QQEMOD_bear_dot_c0_488,aVWAP_QQEMOD_bear_dot_c0_521,aVWAP_QQEMOD_bear_dot_c0_555,aVWAP_QQEMOD_bear_dot_c0_575,aVWAP_QQEMOD_bear_dot_c0_742,aVWAP_QQEMOD_bear_dot_c0_779,aVWAP_QQEMOD_bear_dot_c0_843,aVWAP_QQEMOD_bear_dot_c0_889,aVWAP_QQEMOD_bear_dot_c0_936,aVWAP_QQEMOD_bear_dot_c0_955,aVWAP_QQEMOD_bear_dot_c0_979,aVWAP_QQEMOD_bear_dot_c0_1012,aVWAP_QQEMOD_bear_dot_c0_1098,aVWAP_QQEMOD_bear_dot_c0_1242,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_valley_c0_6,aVWAP_price_maxima_minima_valley_c0_7,aVWAP_price_maxima_minima_valley_c0_8,aVWAP_price_maxima_minima_valley_c0_9,aVWAP_price_maxima_minima_valley_c0_10,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,aVWAP_price_maxima_minima_peak_c0_6,aVWAP_price_maxima_minima_peak_c0_7,aVWAP_price_maxima_minima_peak_c0_8,aVWAP_price_maxima_minima_peak_c0_9,aVWAP_price_maxima_minima_peak_c0_10,color
2021-06-21 00:00:00+00:00,128.9294654623,128.9664716234,127.3289489923,127.4862251772,1461393,,,,,,,,,,,,,,,,,,,,,128.40829535933332,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,129.2162632112,129.5585702019,128.698176955,128.8647046802,1047516,,,,,,,,,,,,,,,,,,,,,128.72117320967496,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,128.152336078,129.0867416472,128.1338329974,129.0867416472,937889,,,,,,,,,,,,,,,,,,,,,128.6494638147875,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,128.1708391586,128.7906923579,127.7452683053,128.5871584716,1072370,,,,,,,,,,,,,,,,,,,,,128.55125653354403,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,128.698176955,129.0404839457,127.9302991111,127.9302991111,1540604,,,,,,,,,,,,,,,,,,,,,128.55254384315495,,,,,,,,,,,,,,,,,,,,#000000
2021-06-28 00:00:00+00:00,128.7629377371,129.0404839457,128.0783237557,128.6519192536,1014592,,,,,,,,,,,,,,,,,,,,,128.56325784181246,,,,,,,,,,,,,,,,,,,,#000000
2021-06-29 00:00:00+00:00,129.0219808651,129.3087786141,128.4798406042,128.7536861968,1146478,,,,,,,,,,,,,,,,,,,,,128.61536130398497,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,129.6233309839,129.8361164105,128.7444346565,128.9757231637,1206284,,,,,,,,,,,,,,,,,,,,,128.71592833329447,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,130.6039942545,131.0943258898,130.1136626192,131.0943258898,1291977,,,,,,,,,,,,,,,,,,,,,128.94349753798272,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,131.3441174776,131.9870995277,130.3356995861,130.5854911739,1470165,,,,,,,,,,,,,,,,,,,,,129.21834782040085,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
