date,Close,High,Low,Open,Volume,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2026-06-04 00:00:00+00:00,43.29,44.0,42.5,42.67,1432358,,43.26333333333333,#000000
2026-06-05 00:00:00+00:00,40.85,43.43,40.25,42.57,976419,,42.55260420398678,"rgba(239, 83, 80, 0.5)"
2026-06-08 00:00:00+00:00,42.72,43.25,41.27,42.01,815282,,42.51738616549304,"rgba(239, 83, 80, 0.5)"
2026-06-09 00:00:00+00:00,38.59,42.69,37.8,42.6,810632,,41.94999015042292,"rgba(239, 83, 80, 0.5)"
2026-06-10 00:00:00+00:00,36.78,38.82,36.39,38.41,780177,37.33,41.20139017725927,"rgba(239, 83, 80, 0.5)"
