date,Close,High,Low,Open,Volume,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2026-06-04 00:00:00+00:00,24.43,24.58,24.33,24.5,21654,,,#000000
2026-06-05 00:00:00+00:00,24.62,24.68,24.21,24.55,11074,24.503333333333337,,"rgba(38, 166, 154, 0.5)"
2026-06-08 00:00:00+00:00,24.3,24.69,24.27,24.69,13639,24.45734201971972,,"rgba(38, 166, 154, 0.5)"
2026-06-09 00:00:00+00:00,24.54,24.96,24.31,24.5,13734,24.50949289498097,24.60333333333333,"rgba(38, 166, 154, 0.5)"
2026-06-10 00:00:00+00:00,24.22,24.68,24.22,24.35,14703,24.47182677955472,24.484414671027185,"rgba(38, 166, 154, 0.5)"
