date,Close,High,Low,Open,Volume,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,color
2026-05-06 00:00:00+00:00,26.25,26.25,26.18,26.19,47820,,,,,26.22666666666667,#000000
2026-05-07 00:00:00+00:00,26.1785,26.1785,26.1785,26.1785,12,,,,,26.226654582706143,"rgba(239, 83, 80, 0.5)"
2026-05-08 00:00:00+00:00,25.9206,25.9206,25.9206,25.9206,1,,,,,26.22664818430791,"rgba(239, 83, 80, 0.5)"
2026-05-11 00:00:00+00:00,25.3866,25.3866,25.3866,25.3866,102,,,,,26.2248606613122,"rgba(239, 83, 80, 0.5)"
2026-05-12 00:00:00+00:00,25.288,25.288,25.288,25.288,0,,,,,26.2248606613122,"rgba(239, 83, 80, 0.5)"
2026-05-13 00:00:00+00:00,25.1295,25.15,25.1295,25.15,102,,,,,26.222549322397324,"rgba(239, 83, 80, 0.5)"
2026-05-14 00:00:00+00:00,25.2056,25.2056,25.2056,25.2056,1,,,,,26.222528152712442,"rgba(239, 83, 80, 0.5)"
2026-05-15 00:00:00+00:00,24.9476,24.9476,24.9476,24.9476,1,,,,,26.222501613272556,"rgba(239, 83, 80, 0.5)"
2026-05-18 00:00:00+00:00,25.0682,25.0682,25.0682,25.0682,102,,,,,26.22005590660768,"rgba(239, 83, 80, 0.5)"
2026-05-19 00:00:00+00:00,24.6666,24.95,24.6666,24.95,12504,,,,,25.91923635913926,"rgba(239, 83, 80, 0.5)"
2026-05-20 00:00:00+00:00,25.4025,25.4025,24.55,24.55,12014,25.118333333333336,,,,25.786808869743144,"rgba(239, 83, 80, 0.5)"
2026-05-21 00:00:00+00:00,25.5625,25.5625,25.5625,25.5625,2,25.118407262538838,,,,25.78680269562306,"rgba(239, 83, 80, 0.5)"
2026-05-22 00:00:00+00:00,25.5301,25.5301,25.5301,25.5301,2,25.118475775226052,,,,25.786795630054733,"rgba(239, 83, 80, 0.5)"
2026-05-26 00:00:00+00:00,25.9267,25.9267,25.9267,25.9267,5,25.118811891097618,,,,25.78680525632558,"rgba(239, 83, 80, 0.5)"
2026-05-27 00:00:00+00:00,26.5048,26.5048,26.5048,26.5048,5,25.119388041791375,,,,25.78685465532821,"rgba(38, 166, 154, 0.5)"
2026-05-28 00:00:00+00:00,26.6146,26.6146,26.6146,26.6146,895,25.222940986355074,,,,25.79692468691098,"rgba(38, 166, 154, 0.5)"
2026-05-29 00:00:00+00:00,26.4811,26.67,26.4811,26.67,108,25.2338903819098,,,,25.798019905622823,"rgba(38, 166, 154, 0.5)"
2026-06-01 00:00:00+00:00,26.683,26.683,26.683,26.683,8,25.234779474397314,,,26.683000000000003,25.79811598945045,"rgba(38, 166, 154, 0.5)"
2026-06-02 00:00:00+00:00,26.449,26.449,26.449,26.449,2,25.23496569025892,,,26.636200000000002,25.798133655873123,"rgba(38, 166, 154, 0.5)"
2026-06-03 00:00:00+00:00,26.1266,26.13,26.1266,26.13,9470,25.610538058430688,,,26.12826969057665,25.835669238940472,"rgba(38, 166, 154, 0.5)"
2026-06-04 00:00:00+00:00,26.3839,26.3839,26.3839,26.3839,1,25.610572411750766,,,26.12829665295503,25.835675831659795,"rgba(38, 166, 154, 0.5)"
2026-06-05 00:00:00+00:00,26.3096,26.3096,26.3096,26.3096,3,25.61066555333481,,,26.12835400323351,25.835692928491266,"rgba(38, 166, 154, 0.5)"
2026-06-08 00:00:00+00:00,26.1319,26.1319,26.1319,26.1319,1,25.610688702848343,,,26.128354377086623,25.835696490342027,"rgba(38, 166, 154, 0.5)"
2026-06-09 00:00:00+00:00,26.4606,26.4606,26.4606,26.4606,2,25.610764190129377,,,26.128424419380906,25.83571151874432,"rgba(38, 166, 154, 0.5)"
2026-06-10 00:00:00+00:00,25.9151,25.9151,25.9151,25.9151,0,25.610764190129377,,,26.128424419380906,25.83571151874432,"rgba(38, 166, 154, 0.5)"
2026-06-11 00:00:00+00:00,26.7561,26.7561,26.7561,26.7561,4,25.61096760648847,26.7561,,26.12868895444807,25.835755785748358,"rgba(38, 166, 154, 0.5)"
2026-06-12 00:00:00+00:00,27.0227,27.0227,27.0227,27.0227,8,25.611468887409377,26.933833333333336,,26.12944188511071,25.835869949303678,"rgba(38, 166, 154, 0.5)"
2026-06-15 00:00:00+00:00,27.6327,27.75,27.6327,27.74,226,25.631930955938362,27.634591596638653,,26.16528486032562,25.840844951899058,"rgba(38, 166, 154, 0.5)"
2026-06-16 00:00:00+00:00,27.787,27.787,27.787,27.787,2,25.63212034595893,27.635861666666663,27.786999999999995,26.165618306432265,25.840891620605174,"rgba(38, 166, 154, 0.5)"
2026-06-17 00:00:00+00:00,27.455,27.48,27.455,27.48,539,25.674487337425422,27.51648712023962,27.46452988293284,26.233752769660367,25.851309481546785,"rgba(38, 166, 154, 0.5)"
