date,Close,High,Low,Open,Volume,aVWAP_peak_37,SMA_50
2025-03-17 00:00:00+00:00,9.96,9.96,9.96,9.96,1672,,
2025-03-18 00:00:00+00:00,9.96,9.96,9.96,9.96,78,,
2025-03-19 00:00:00+00:00,9.98,9.98,9.95,9.95,2180,,
2025-03-20 00:00:00+00:00,9.97,10.0,9.96,10.0,312550,,
2025-03-21 00:00:00+00:00,9.98,9.98,9.98,9.98,50338,,
2025-03-24 00:00:00+00:00,9.97,9.98,9.96,9.98,55997,,
2025-03-25 00:00:00+00:00,9.97,9.97,9.96,9.965,420635,,
2025-03-26 00:00:00+00:00,9.97,9.99,9.96,9.97,813052,,
2025-03-27 00:00:00+00:00,9.99,9.99,9.97,9.97,78149,,
2025-03-28 00:00:00+00:00,9.97,9.9741,9.97,9.9741,5437,,
2025-03-31 00:00:00+00:00,10.01,10.01,9.985,10.0,13416,,
2025-04-01 00:00:00+00:00,10.01,10.01,10.01,10.01,12,,
2025-04-02 00:00:00+00:00,10.01,10.01,10.01,10.01,6,,
2025-04-03 00:00:00+00:00,10.01,10.01,10.01,10.01,12,,
2025-04-04 00:00:00+00:00,10.0,10.0,10.0,10.0,100010,,
2025-04-07 00:00:00+00:00,10.04,10.04,10.04,10.04,198,,
2025-04-08 00:00:00+00:00,10.04,10.04,10.04,10.04,23,,
2025-04-09 00:00:00+00:00,10.04,10.04,10.04,10.04,2600,,
2025-04-10 00:00:00+00:00,10.01,10.02,10.01,10.02,884,,
2025-04-11 00:00:00+00:00,10.01,10.01,10.01,10.01,77908,,
2025-04-14 00:00:00+00:00,10.05,10.05,10.04,10.04,9425,,
2025-04-15 00:00:00+00:00,10.03,10.03,10.03,10.03,402,,
2025-04-16 00:00:00+00:00,10.0,10.02,10.0,10.02,622,,
2025-04-17 00:00:00+00:00,10.0,10.0,10.0,10.0,4,,
2025-04-21 00:00:00+00:00,10.0,10.0,9.99,9.99,205,,
2025-04-22 00:00:00+00:00,10.015,10.015,10.0,10.0,125718,,
2025-04-23 00:00:00+00:00,10.01,10.01,10.01,10.01,1147,,
2025-04-24 00:00:00+00:00,10.02,10.03,10.01,10.02,18457,,
2025-04-25 00:00:00+00:00,10.04,10.045,10.02,10.02,324130,,
2025-04-28 00:00:00+00:00,10.03,10.03,10.02,10.02,31794,,
2025-04-29 00:00:00+00:00,10.04,10.04,10.03,10.03,78421,,
2025-04-30 00:00:00+00:00,10.03,10.04,10.03,10.03,178289,,
2025-05-01 00:00:00+00:00,10.04,10.045,10.0388,10.0388,81906,,
2025-05-02 00:00:00+00:00,10.07,10.07,10.05,10.05,70530,,
2025-05-05 00:00:00+00:00,10.07,10.07,10.07,10.07,1002,,
2025-05-06 00:00:00+00:00,10.07,10.07,10.07,10.07,1907,,
2025-05-07 00:00:00+00:00,10.1,10.1,10.04,10.04,1904,,
2025-05-08 00:00:00+00:00,10.1,10.1,10.1,10.1,305,10.1,
2025-05-09 00:00:00+00:00,10.1,10.1,10.1,10.1,0,10.1,
2025-05-12 00:00:00+00:00,10.1,10.1,10.1,10.1,0,10.1,
2025-05-13 00:00:00+00:00,10.05,10.05,10.05,10.05,130491,10.050116593779627,
2025-05-14 00:00:00+00:00,10.09,10.09,10.075,10.09,53515,10.060245047772517,
2025-05-15 00:00:00+00:00,10.09,10.09,10.09,10.09,115,10.060263601661372,
2025-05-16 00:00:00+00:00,10.09,10.09,10.09,10.09,6,10.060264569055263,
2025-05-19 00:00:00+00:00,10.09,10.09,10.09,10.09,0,10.060264569055263,
2025-05-20 00:00:00+00:00,10.09,10.09,10.09,10.09,0,10.060264569055263,
2025-05-21 00:00:00+00:00,10.09,10.09,10.09,10.09,0,10.060264569055263,
2025-05-22 00:00:00+00:00,10.09,10.09,10.09,10.09,0,10.060264569055263,
2025-05-23 00:00:00+00:00,10.09,10.09,10.09,10.09,5,10.060265375168758,
2025-05-27 00:00:00+00:00,10.08,10.085,10.08,10.08,136720,10.06937613586709,10.0333
2025-05-28 00:00:00+00:00,10.08,10.08,10.08,10.08,0,10.06937613586709,10.0357
2025-05-29 00:00:00+00:00,10.08,10.08,10.08,10.08,1,10.069376168946958,10.0381
2025-05-30 00:00:00+00:00,10.08,10.08,10.08,10.08,3000,10.069474489806412,10.0401
2025-06-02 00:00:00+00:00,10.08,10.08,10.08,10.08,215,10.06948146629549,10.042300000000001
2025-06-03 00:00:00+00:00,10.08,10.08,10.08,10.08,26,10.069482309337166,10.0443
2025-06-04 00:00:00+00:00,10.08,10.08,10.08,10.08,196,10.069488660227876,10.0465
2025-06-05 00:00:00+00:00,10.08,10.08,10.08,10.08,11,10.069489016428122,10.0487
2025-06-06 00:00:00+00:00,10.095,10.095,10.09,10.09,4676,10.069827619892171,10.0512
2025-06-09 00:00:00+00:00,10.09,10.09,10.09,10.09,104,10.06983398909891,10.0532
2025-06-10 00:00:00+00:00,10.09,10.09,10.09,10.09,1,10.069834050321761,10.0556
2025-06-11 00:00:00+00:00,10.09,10.09,10.09,10.09,1,10.069834111544239,10.0572
2025-06-12 00:00:00+00:00,10.1,10.1,10.1,10.1,1399,10.069961692367999,10.059
2025-06-13 00:00:00+00:00,10.1,10.11,10.1,10.11,1015,10.070063777996115,10.0608
2025-06-16 00:00:00+00:00,10.1,10.1,10.1,10.1,32,10.070066664858535,10.0626
2025-06-17 00:00:00+00:00,10.1,10.1,10.1,10.1,2,10.070066845268949,10.0646
2025-06-18 00:00:00+00:00,10.11,10.11,10.11,10.11,125576,10.081029928525416,10.066
2025-06-20 00:00:00+00:00,10.104,10.104,10.104,10.104,191,10.081039516057952,10.06728
2025-06-23 00:00:00+00:00,10.12,10.12,10.1122,10.12,2362,10.0812262334453,10.06888
2025-06-24 00:00:00+00:00,10.12,10.1286,10.12,10.12,1510,10.081362485797355,10.07108
2025-06-25 00:00:00+00:00,10.12,10.12,10.12,10.12,22,10.081364327684327,10.07328
2025-06-26 00:00:00+00:00,10.12,10.12,10.12,10.12,12,10.081365332275935,10.074679999999999
2025-06-27 00:00:00+00:00,10.12,10.12,10.12,10.12,14,10.081366504233449,10.076479999999998
2025-06-30 00:00:00+00:00,10.1362,10.1362,10.1255,10.1255,327,10.081402802280685,10.079203999999999
2025-07-01 00:00:00+00:00,10.17,10.17,10.17,10.17,200,10.08144115189554,10.082603999999998
2025-07-02 00:00:00+00:00,10.17,10.17,10.17,10.17,4,10.081441918549205,10.086003999999999
2025-07-03 00:00:00+00:00,10.14,10.14,10.14,10.14,103,10.081454969270904,10.088503999999999
2025-07-07 00:00:00+00:00,10.14,10.14,10.14,10.14,2,10.081455222625404,10.091104
2025-07-08 00:00:00+00:00,10.14,10.14,10.14,10.14,456,10.081512930262386,10.093504000000001
2025-07-09 00:00:00+00:00,10.14,10.14,10.14,10.14,188,10.081536688900751,10.095504
2025-07-10 00:00:00+00:00,10.14,10.14,10.14,10.14,193,10.081561059346805,10.097703999999998
2025-07-11 00:00:00+00:00,10.13,10.17,10.13,10.17,5200,10.082247130617661,10.099504000000001
2025-07-14 00:00:00+00:00,10.13,10.13,10.13,10.13,0,10.082247130617661,10.101504
2025-07-15 00:00:00+00:00,10.14,10.14,10.14,10.14,119,10.082261805764638,10.103504000000001
2025-07-16 00:00:00+00:00,10.14,10.14,10.14,10.14,2,10.08226205234204,10.104904
2025-07-17 00:00:00+00:00,10.14,10.14,10.14,10.14,5,10.082262668776327,10.106304
2025-07-18 00:00:00+00:00,10.14,10.14,10.14,10.14,243,10.082292611626277,10.107704
2025-07-21 00:00:00+00:00,10.14,10.14,10.14,10.14,39,10.082297414376887,10.108504
2025-07-22 00:00:00+00:00,10.14,10.14,10.14,10.14,15,10.082299261375802,10.109304
2025-07-23 00:00:00+00:00,10.14,10.14,10.14,10.14,0,10.082299261375802,10.110104
2025-07-24 00:00:00+00:00,10.14,10.14,10.14,10.14,0,10.082299261375802,10.110904
2025-07-25 00:00:00+00:00,10.18,10.18,10.14,10.14,550,10.082398164058864,10.113504
2025-07-28 00:00:00+00:00,10.18,10.18,10.18,10.18,9,10.08240003630463,10.115304
2025-07-29 00:00:00+00:00,10.18,10.18,10.18,10.18,3,10.08240066037059,10.117104
2025-07-30 00:00:00+00:00,10.18,10.18,10.18,10.18,164,10.082434763837547,10.118904
2025-07-31 00:00:00+00:00,10.2,10.2,10.18,10.18,5009,10.083605811060936,10.121103999999999
2025-08-01 00:00:00+00:00,10.18,10.18,10.18,10.18,170,10.0836403446401,10.122904
2025-08-04 00:00:00+00:00,10.18,10.18,10.18,10.18,9,10.08364217219877,10.124704000000001
2025-08-05 00:00:00+00:00,10.18,10.18,10.18,10.18,1,10.083642375256565,10.126504
2025-08-06 00:00:00+00:00,10.18,10.18,10.18,10.18,0,10.083642375256565,10.128304
2025-08-07 00:00:00+00:00,10.18,10.18,10.18,10.18,12,10.083644811883357,10.130304
2025-08-08 00:00:00+00:00,10.17,10.17,10.17,10.17,147162,10.104085601118209,10.132104
2025-08-11 00:00:00+00:00,10.17,10.17,10.17,10.17,15336,10.10567240394698,10.133904
2025-08-12 00:00:00+00:00,10.17,10.17,10.17,10.17,2,10.10567260590287,10.135704
2025-08-13 00:00:00+00:00,10.16,10.18,10.16,10.18,65100,10.11132771660025,10.137303999999999
2025-08-14 00:00:00+00:00,10.2,10.2,10.2,10.2,7177,10.11222491150012,10.139704
2025-08-15 00:00:00+00:00,10.2,10.2,10.2,10.2,1,10.112225035244824,10.142104
2025-08-18 00:00:00+00:00,10.2,10.2,10.2,10.2,9,10.11222614893146,10.144504
2025-08-19 00:00:00+00:00,10.2,10.2,10.2,10.2,0,10.11222614893146,10.146604
2025-08-20 00:00:00+00:00,10.2,10.2,10.2,10.2,50669,10.118077993084228,10.148803999999998
2025-08-21 00:00:00+00:00,10.2,10.22,10.2,10.21,596,10.118147410633911,10.151004
2025-08-22 00:00:00+00:00,10.18,10.22,10.18,10.21,5434,10.118680756896142,10.152804
2025-08-25 00:00:00+00:00,10.19,10.21,10.19,10.21,250,10.118706199849836,10.154603999999999
2025-08-26 00:00:00+00:00,10.22,10.22,10.22,10.22,154,10.11872655281502,10.157003999999999
2025-08-27 00:00:00+00:00,10.19,10.21,10.19,10.21,281,10.118755117685751,10.158804
2025-08-28 00:00:00+00:00,10.19,10.192,10.19,10.19,59132,10.123904090093951,10.160604
2025-08-29 00:00:00+00:00,10.19,10.19,10.19,10.19,2,10.123904250161347,10.162204
2025-09-02 00:00:00+00:00,10.2,10.2,10.19,10.19,26426,10.126160347203236,10.164124
2025-09-03 00:00:00+00:00,10.2,10.2,10.2,10.2,114,10.12617022262475,10.165723999999999
2025-09-04 00:00:00+00:00,10.21,10.21,10.21,10.21,105,10.126180547748417,10.167524
2025-09-05 00:00:00+00:00,10.21,10.21,10.21,10.21,0,10.126180547748417,10.169324
2025-09-08 00:00:00+00:00,10.21,10.21,10.21,10.21,11001,10.127248412250808,10.171124
2025-09-09 00:00:00+00:00,10.21,10.21,10.21,10.21,111,10.12725904835682,10.172924
2025-09-10 00:00:00+00:00,10.21,10.21,10.21,10.21,115,10.12727006486262,10.174399999999999
2025-09-11 00:00:00+00:00,10.21,10.21,10.21,10.21,72,10.127276960660035,10.1752
2025-09-12 00:00:00+00:00,10.21,10.21,10.21,10.21,112,10.12728768517136,10.176
