date,Close,High,Low,Open,Volume,aVWAP_peak_880,aVWAP_valley_897,SMA_50
2022-01-03 00:00:00+00:00,3.39,3.465,3.33,3.33,3446987,,,
2022-01-04 00:00:00+00:00,3.37,3.48,3.36,3.41,1157184,,,
2022-01-05 00:00:00+00:00,3.14,3.41,3.09,3.35,3130751,,,
2022-01-06 00:00:00+00:00,3.07,3.15,3.02,3.13,1553451,,,
2022-01-07 00:00:00+00:00,3.2,3.205,3.025,3.05,1541207,,,
2022-01-10 00:00:00+00:00,3.26,3.26,3.085,3.16,1974959,,,
2022-01-11 00:00:00+00:00,3.3,3.3,3.16,3.25,1064965,,,
2022-01-12 00:00:00+00:00,3.29,3.395,3.27,3.31,1625413,,,
2022-01-13 00:00:00+00:00,3.29,3.41,3.26,3.3,1022054,,,
2022-01-14 00:00:00+00:00,3.26,3.28,3.1801,3.22,974848,,,
2022-01-18 00:00:00+00:00,3.18,3.235,3.155,3.2,1493583,,,
2022-01-19 00:00:00+00:00,3.12,3.22,3.11,3.21,1543436,,,
2022-01-20 00:00:00+00:00,3.09,3.27,3.08,3.12,1121022,,,
2022-01-21 00:00:00+00:00,3.08,3.115,2.97,3.07,2602231,,,
2022-01-24 00:00:00+00:00,3.09,3.11,2.81,3.02,2572515,,,
2022-01-25 00:00:00+00:00,2.97,3.1,2.93,3.03,2493986,,,
2022-01-26 00:00:00+00:00,2.9,3.06,2.865,3.02,1724662,,,
2022-01-27 00:00:00+00:00,2.75,3.015,2.72,2.95,2242356,,,
2022-01-28 00:00:00+00:00,2.99,2.99,2.705,2.76,3192575,,,
2022-01-31 00:00:00+00:00,3.06,3.105,2.92,2.94,2167977,,,
2022-02-01 00:00:00+00:00,3.08,3.15,3.02,3.02,2632903,,,
2022-02-02 00:00:00+00:00,2.94,3.11,2.92,3.1,1744719,,,
2022-02-03 00:00:00+00:00,2.85,2.95,2.76,2.87,1508467,,,
2022-02-04 00:00:00+00:00,2.92,2.945,2.8,2.8,1543805,,,
2022-02-07 00:00:00+00:00,2.94,2.965,2.88,2.88,3101417,,,
2022-02-08 00:00:00+00:00,3.1,3.11,2.93,2.94,1207172,,,
2022-02-09 00:00:00+00:00,3.32,3.32,3.11,3.14,2145234,,,
2022-02-10 00:00:00+00:00,3.39,3.435,3.21,3.22,3422126,,,
2022-02-11 00:00:00+00:00,3.36,3.44,3.31,3.37,2692441,,,
2022-02-14 00:00:00+00:00,3.24,3.4,3.1917,3.35,988222,,,
2022-02-15 00:00:00+00:00,3.5,3.52,3.293,3.3,4964165,,,
2022-02-16 00:00:00+00:00,3.66,3.67,3.4601,3.47,5488608,,,
2022-02-17 00:00:00+00:00,3.63,3.74,3.56,3.59,2905370,,,
2022-02-18 00:00:00+00:00,3.75,3.75,3.56,3.59,4925696,,,
2022-02-22 00:00:00+00:00,3.73,3.775,3.68,3.71,5960781,,,
2022-02-23 00:00:00+00:00,3.65,3.79,3.63,3.79,3059951,,,
2022-02-24 00:00:00+00:00,4.01,4.01,3.26,3.3,8389710,,,
2022-02-25 00:00:00+00:00,3.72,4.1,3.69,4.02,8895534,,,
2022-02-28 00:00:00+00:00,3.74,3.9,3.7,3.73,9026504,,,
