date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_64,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,color
2026-05-21 00:00:00+00:00,41.19,42.04,39.29,39.41,784573,,32.89565380075475,36.06522798040528,32.21842963016512,,39.631296664111275,,,38.56623028655747,35.30981248051983,32.260474742513296,"rgba(38, 166, 154, 0.5)"
2026-05-22 00:00:00+00:00,43.11,43.66,40.94,41.5,1024842,,33.242710733900196,36.603850947528,32.49593030761142,,40.46914512121795,,,39.06206820910331,35.74627625769741,32.57692018324061,"rgba(38, 166, 154, 0.5)"
2026-05-26 00:00:00+00:00,44.79,45.8,42.605,44.6,2452350,,34.124635289157816,37.89286311945306,33.213420471113125,,42.06264090502022,,,40.28193753963494,36.834389732002705,33.38578082839323,"rgba(38, 166, 154, 1.0)"
2026-05-27 00:00:00+00:00,46.43,47.04,45.5,46.51,1836671,,34.80653172851306,38.82195701639095,33.779728325879034,,43.05527081666105,,,41.16507432539854,37.65121458717244,34.016449594936944,"rgba(38, 166, 154, 1.0)"
2026-05-28 00:00:00+00:00,48.68,49.37,45.9107,46.26,1768144,,35.479593606896884,39.70104327462393,34.34694875130707,,43.95871757974066,47.9869,,42.006655291387716,38.44218511527898,34.642672430878655,"rgba(38, 166, 154, 1.0)"
2026-05-29 00:00:00+00:00,44.73,47.1014,43.16,47.03,2097147,,36.02312562019809,40.24201469574784,34.828474114941514,,44.1440722468222,46.36477628520078,,42.38837177573566,38.98765299282334,35.16538219384384,"rgba(38, 166, 154, 0.75)"
2026-06-01 00:00:00+00:00,42.46,44.4,42.27,43.58,1060322,,36.22013959454581,40.379583901494705,35.01206663370654,,44.052955148211375,45.64977918055411,,42.42807851463768,39.151400302193615,35.36145151252417,"rgba(38, 166, 154, 0.75)"
2026-06-02 00:00:00+00:00,42.88,43.785,41.5,42.64,1346624,,36.44388884505851,40.51708122139609,35.22485126158721,,43.92631156601438,45.02112522728335,,42.44906705427364,39.32554195528361,35.58696914343948,"rgba(38, 166, 154, 0.75)"
2026-06-03 00:00:00+00:00,40.25,42.4505,40.08,42.22,944464,,36.54954396078009,40.533285459765956,35.33313090572724,,43.73870599955647,44.48529711145485,,42.376386711450216,39.3785086815485,35.69930678351783,"rgba(38, 166, 154, 0.75)"
2026-06-04 00:00:00+00:00,41.09,41.53,39.0501,39.42,1207093,,36.6667176548787,40.53441196824057,35.45690479323972,,43.503169971128216,43.92234625189473,,42.27173100186836,39.42629696210445,35.82649029234504,"rgba(38, 166, 154, 0.75)"
2026-06-05 00:00:00+00:00,38.33,40.45,37.7706,40.23,1378708,,36.73728557854281,40.446682680308236,35.5463212292107,,43.14045073192056,43.208956077155946,,42.060825678342155,39.400789622066014,35.91429172211773,#000000
2026-06-08 00:00:00+00:00,38.81,39.46,38.26,39.4,868283,,36.77929667945034,40.39575583360357,35.600142898673205,,42.939359971227994,42.85372485350422,,41.94059002568406,39.385667065868184,35.96689413844939,#000000
2026-06-09 00:00:00+00:00,37.7,40.3,35.5769,39.31,1342078,,36.81159018018992,40.27704106635444,35.65573501961479,37.85896666666667,42.596671600726275,42.29571007568859,,41.71770663041712,39.32422781910557,36.01799677389811,"rgba(239, 83, 80, 0.5)"
2026-06-10 00:00:00+00:00,37.74,38.69,36.84,37.37,792488,,36.82799239328803,40.209267220512984,35.68582983700269,37.82098633605145,42.41127567959163,42.01480114682526,,41.59397343041363,39.287842018893464,36.04529069213639,"rgba(239, 83, 80, 0.5)"
2026-06-11 00:00:00+00:00,40.83,41.12,37.5201,38.42,1851440,,36.94471153315308,40.18645703848074,35.81981066122167,38.751061965469525,42.19870794947267,41.73798001633737,,41.47354607953395,39.315388698787274,36.17894837201253,"rgba(239, 83, 80, 0.5)"
2026-06-12 00:00:00+00:00,37.27,41.93,36.26,41.93,1995655,38.486666666666665,37.006865681136006,40.084644796153015,35.90975545887759,38.66285205186318,41.89678661057041,41.348337573249005,38.486666666666665,41.26952723508819,39.27185368075902,36.263715783251605,"rgba(239, 83, 80, 1.0)"
2026-06-15 00:00:00+00:00,38.12,38.44,36.77,38.4,1465244,38.18607331216542,37.028993304737774,39.987421635720374,35.95486841136548,38.48848728978459,41.66460648980154,41.05948345521053,38.18607331216542,41.102723143136075,39.21632544190057,36.30344755737702,"rgba(239, 83, 80, 1.0)"
2026-06-16 00:00:00+00:00,37.57,38.76,37.01,37.45,2660389,38.00958872707836,37.0662445619447,39.83058382728142,36.03157958863844,38.302002975349616,41.30403560702832,40.63958411273888,38.00958872707836,40.83760355443508,39.12559208112806,36.37064735944688,"rgba(239, 83, 80, 1.0)"
2026-06-17 00:00:00+00:00,38.96,40.16,37.79,37.84,2482666,38.28671484993992,37.15046744601351,39.77707187027795,36.14248249351683,38.43372805638249,41.11797832610751,40.461386049399245,38.28671484993992,40.70817937881137,39.116930460894885,36.476546759331406,"rgba(239, 83, 80, 1.0)"
