date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_64,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,color
2026-03-12 00:00:00+00:00,30.8,32.26,30.44,32.0,2311997,,,,,,,,,,,,#000000
2026-03-13 00:00:00+00:00,29.99,31.8,29.9,31.0,863890,,,,30.563333333333333,,,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-16 00:00:00+00:00,31.34,31.53,30.35,30.62,1067739,,,,30.845244036682683,,,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-17 00:00:00+00:00,31.88,32.28,31.46,31.65,570740,,,,31.079730511367426,,,,,,,,"rgba(239, 83, 80, 0.5)"
2026-03-18 00:00:00+00:00,33.66,33.66,31.625,31.84,1153646,,,,31.679881505774272,,,,,,,,"rgba(38, 166, 154, 0.5)"
2026-03-19 00:00:00+00:00,32.74,33.49,31.965,33.305,1185041,,,,31.937347756701566,,,,,,,,"rgba(38, 166, 154, 0.5)"
2026-03-20 00:00:00+00:00,31.4,33.75,31.03,32.62,623291,,,,31.951338090656883,,,,,,,32.06,"rgba(38, 166, 154, 0.5)"
2026-03-23 00:00:00+00:00,32.62,32.705,30.29,31.46,552136,,,,31.944026599648556,,,,,,,31.971533754683758,"rgba(38, 166, 154, 0.5)"
2026-03-24 00:00:00+00:00,29.23,32.09,28.31,32.09,907459,,,,31.6730762685476,,,,,,,31.058854907725788,#000000
2026-03-25 00:00:00+00:00,27.81,29.05,26.3027,29.015,1342177,,,,31.031357937660953,,,,,,,29.750812893845556,"rgba(239, 83, 80, 0.5)"
2026-03-26 00:00:00+00:00,26.57,27.8,26.57,27.4,429368,,,,30.831308940407826,,,,,,,29.44215556138723,"rgba(239, 83, 80, 0.5)"
2026-03-27 00:00:00+00:00,24.82,26.55,24.82,26.55,966189,,,,30.287832675645518,,,,,,,28.63132482390923,"rgba(239, 83, 80, 0.5)"
2026-03-30 00:00:00+00:00,23.61,24.66,23.23,24.52,1014836,,23.833333333333336,,29.67431223989321,,,,,,,27.796912827258055,"rgba(239, 83, 80, 0.5)"
2026-03-31 00:00:00+00:00,25.32,25.56,23.85,23.85,775410,,24.299670417734024,,29.351720507786098,,,,,,,27.458297421139676,"rgba(239, 83, 80, 0.5)"
2026-04-01 00:00:00+00:00,25.91,26.76,25.83,25.97,1036183,,24.98412057523233,,29.087445131798095,,,,,,,27.28328012622472,"rgba(239, 83, 80, 0.5)"
2026-04-02 00:00:00+00:00,27.21,27.86,24.44,24.44,675013,,25.27699658502602,,28.95493024760295,,,,,,,27.220017652992727,"rgba(239, 83, 80, 0.5)"
2026-04-06 00:00:00+00:00,29.09,30.0,27.505,28.37,1776922,,26.484871260615346,,28.944234222998524,,,,,,,27.509453236018587,"rgba(239, 83, 80, 0.5)"
2026-04-07 00:00:00+00:00,28.59,29.21,28.04,29.0,598025,,26.701479373358932,,28.931498595715333,,,,,,,27.57116655188068,"rgba(239, 83, 80, 0.5)"
2026-04-08 00:00:00+00:00,29.4,30.73,28.67,29.68,662619,,26.995195918606203,,28.95884075805895,,,,,,,27.689510532032088,#000000
2026-04-09 00:00:00+00:00,30.47,31.03,29.17,29.48,556796,,27.248502520644593,,29.000855691565807,,,,,,,27.807903633894973,#000000
2026-04-10 00:00:00+00:00,30.59,31.17,30.31,30.51,532565,,27.488766344417787,,29.052884424783176,,,,,,,27.931199079911895,"rgba(38, 166, 154, 0.5)"
2026-04-13 00:00:00+00:00,31.31,31.41,30.1,30.51,698353,,27.77821750864265,,29.12614680330623,,,,,,,28.09101884796435,"rgba(38, 166, 154, 0.5)"
2026-04-14 00:00:00+00:00,33.54,34.38,32.39,32.75,1390117,,28.587730393255114,,29.435361773642967,,,,,,,28.602186302248555,"rgba(38, 166, 154, 0.5)"
2026-04-15 00:00:00+00:00,34.66,34.66,32.6284,33.5,819471,,29.007336791103018,,29.619860057322885,,,,,,,28.889304683820267,"rgba(38, 166, 154, 0.5)"
2026-04-16 00:00:00+00:00,35.51,35.89,34.26,34.7,984220,,29.53809599953011,,29.880067598236312,,,,,,,29.270599570905347,"rgba(38, 166, 154, 0.5)"
2026-04-17 00:00:00+00:00,35.21,37.45,34.57,35.8,729728,,29.90773192304466,,30.075330562169157,,,,,,35.74333333333334,29.54728920942242,"rgba(38, 166, 154, 0.5)"
2026-04-20 00:00:00+00:00,34.4,35.479,33.53,35.415,811284,,30.191084735947197,,30.23222095384701,,,,,,35.072796447183194,29.77060930198298,"rgba(38, 166, 154, 0.5)"
2026-04-21 00:00:00+00:00,33.82,34.89,33.6,34.45,503324,,30.33624861836452,,30.316108764925065,,,,,,34.83411060869316,29.889222646789605,"rgba(38, 166, 154, 0.5)"
2026-04-22 00:00:00+00:00,34.66,34.94,33.51,34.31,719479,,30.539422051259606,,30.43791144821514,,,,,,34.713292885136426,30.0579654426707,"rgba(38, 166, 154, 0.5)"
2026-04-23 00:00:00+00:00,32.86,34.56,32.0,34.35,436588,,30.616549032646226,,30.48629427044088,,,,,,34.49866966608059,30.12682277981864,"rgba(38, 166, 154, 0.5)"
2026-04-24 00:00:00+00:00,32.25,33.47,32.17,33.32,397616,,30.66950254821411,,30.52069152459674,,,,,,34.29216354203058,30.176739770520694,"rgba(38, 166, 154, 0.5)"
2026-04-27 00:00:00+00:00,31.03,32.31,30.82,32.29,530477,,30.693813266981167,,30.538841155351342,,,,,,33.918831639576894,30.2080953880085,"rgba(38, 166, 154, 0.5)"
2026-04-28 00:00:00+00:00,30.23,30.565,29.46,30.49,542162,,30.67342715211096,,30.52932362458695,,,,,,33.47380701362991,30.204919190998062,#000000
2026-04-29 00:00:00+00:00,29.1,30.467,28.955,30.35,413902,,30.64436084992412,29.50733333333333,30.51321947893269,,,,,,33.15092137766099,30.19144322302971,"rgba(239, 83, 80, 0.5)"
2026-04-30 00:00:00+00:00,30.65,30.65,28.975,29.12,428881,,30.630445126220607,29.804692753650706,30.506446989332513,,,,,,32.912947266809724,30.189485178183688,"rgba(239, 83, 80, 0.5)"
2026-05-01 00:00:00+00:00,30.93,31.73,30.48,30.93,416786,,30.64038597354066,30.215656614550962,30.514751518787225,,,,,,32.78178203043492,30.20552645142238,"rgba(239, 83, 80, 0.5)"
2026-05-04 00:00:00+00:00,30.88,31.42,30.3,30.76,584022,,30.647713643203858,30.421886842761403,30.522172186468154,,,,,,32.61008618261291,30.222420509180346,"rgba(239, 83, 80, 0.5)"
2026-05-05 00:00:00+00:00,30.51,31.575,29.9,31.0,332533,,30.647966257236394,30.458527541629064,30.523827134480687,,,,,,32.515455772750855,30.228719641094628,"rgba(239, 83, 80, 0.5)"
2026-05-06 00:00:00+00:00,32.18,32.7,30.23,30.54,594012,,30.681028331783853,30.725456521990257,30.548305380513348,,,,,,32.45062257423961,30.265551711195968,#000000
2026-05-07 00:00:00+00:00,34.25,34.71,30.23,33.37,768615,,30.77383527653751,31.233242230945326,30.614075438060603,,,,,,32.507988296924495,30.35314307404433,"rgba(38, 166, 154, 0.5)"
2026-05-08 00:00:00+00:00,34.61,34.92,33.15,34.24,562580,,30.869559907050796,31.643850572249185,30.68192475176739,,,,,,32.61821347815187,30.439917049322272,"rgba(38, 166, 154, 0.5)"
2026-05-11 00:00:00+00:00,37.34,37.62,34.97,34.97,1212816,,31.195177935868777,32.78485263417315,30.913903741034616,,,,,36.64333333333333,33.107129362065656,30.72570354876395,"rgba(38, 166, 154, 0.5)"
2026-05-12 00:00:00+00:00,37.34,37.6,35.55,37.1,615697,,31.352012528414885,33.20486117026575,31.02851080089736,,,,,36.7061877438115,33.32336065782545,30.865204905701404,"rgba(38, 166, 154, 0.5)"
2026-05-13 00:00:00+00:00,38.3,38.61,36.3413,37.7,703364,,31.54918834200621,33.686858993777975,31.17404881239054,,,,,36.99628270293804,33.59882778963114,31.040383744728768,"rgba(38, 166, 154, 0.5)"
2026-05-14 00:00:00+00:00,39.24,39.66,37.4001,38.96,724270,,31.77117234604853,34.186918449691596,31.33963366170194,,,,,37.39007946203493,33.91000940628428,31.23763717839662,"rgba(38, 166, 154, 0.5)"
2026-05-15 00:00:00+00:00,37.87,38.65,37.25,37.67,569873,,31.9165356467985,34.45551787956237,31.450700825808845,,,,,37.469505859021474,34.09155277129373,31.36929261886406,"rgba(38, 166, 154, 0.5)"
2026-05-18 00:00:00+00:00,39.88,42.19,38.75,39.08,854756,,32.20256209878858,35.021761568691126,31.6684344590087,,,,,37.98151249139032,34.48432808745265,31.624740156555458,"rgba(38, 166, 154, 0.5)"
2026-05-19 00:00:00+00:00,38.97,39.34,37.2,39.0,921420,,32.42676447486935,35.35236196330812,31.845556274346492,,38.50333333333333,,,38.067338863795555,34.7419560373962,31.831088982799635,"rgba(38, 166, 154, 0.5)"
2026-05-20 00:00:00+00:00,40.13,40.35,38.73,39.27,863737,,32.66272106120089,35.710722101898845,32.03270125134744,,39.10007391880191,,,38.2903322335797,35.02507314317967,32.04731889455671,"rgba(38, 166, 154, 0.5)"
