date,Close,High,Low,Open,Volume,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_peak_c0_1,color
2026-06-04 00:00:00+00:00,71.3,71.97,69.97,71.09,2117130,,71.08,#000000
2026-06-05 00:00:00+00:00,69.74,71.79,69.34,70.77,625271,,70.89987897101847,"rgba(239, 83, 80, 0.5)"
2026-06-08 00:00:00+00:00,70.31,70.78,69.45,70.06,506205,,70.78770583136274,"rgba(239, 83, 80, 0.5)"
2026-06-09 00:00:00+00:00,69.77,71.43,69.43,70.49,781456,,70.67568480336035,"rgba(239, 83, 80, 0.5)"
2026-06-10 00:00:00+00:00,68.32,69.72,68.05,69.37,833749,68.69666666666666,70.33644374476448,"rgba(239, 83, 80, 0.5)"
