date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_94,Gap_Down_aVWAP_24,aVWAP_OB_bull_84,aVWAP_OB_bull_38,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.88,7.41,6.78,7.19,2272369,,,,,,#000000,-1.0,7.693775,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2272369.0,False,False,False,False
2022-01-07 00:00:00+00:00,7.64,7.68,6.94,6.94,2213728,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2213728,163979.85185185185,False,False,False,False,2268025.222222222,False,False,False,False
2022-01-14 00:00:00+00:00,8.2,8.215,7.45,7.66,3239063,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5452791,555743.6406035665,False,False,False,False,2339953.946502058,False,False,False,False
2022-01-21 00:00:00+00:00,7.52,8.26,7.49,8.23,2696934,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5809215096087,40.15071486455197,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2755857,718715.0005588579,False,False,False,False,2366396.9134278316,False,False,False,False
2022-01-28 00:00:00+00:00,7.37,8.15,7.14,7.33,2413484,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6983624631179,32.1812657821236,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,342373,690837.8153322758,False,False,False,False,2369884.845766511,False,False,False,False
2022-02-04 00:00:00+00:00,7.54,7.91,7.21,7.29,4149689,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.39593096603951,27.84474045941751,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4492062,972409.9771595146,False,False,False,False,2501722.190524547,False,False,False,False
2022-02-11 00:00:00+00:00,7.77,8.05,7.44,7.49,4901199,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.83081322296951,26.121161859341413,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,9393261,1596176.719592143,False,False,False,False,2679461.213448655,False,False,False,False
2022-02-18 00:00:00+00:00,9.64,9.928,7.56,7.79,4850677,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75819190461239,26.121161859341413,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,14243938,2533047.9255482806,False,False,False,False,2840292.012452458,False,False,False,False
2022-02-25 00:00:00+00:00,9.9,10.055,9.3,9.72,4114520,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.18190024364567,23.49269697643966,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,18358458,3705300.523655815,False,False,False,False,2934679.270789313,False,False,False,False
2022-03-04 00:00:00+00:00,11.23,11.25,9.81,9.91,4156925,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.14617770544913,25.87363864195632,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,22515383,5098639.966347977,False,False,False,False,3025215.9914715863,False,False,False,False
