date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_895,Gap_Up_aVWAP_890,Gap_Up_aVWAP_887,Gap_Up_aVWAP_851,Gap_Up_aVWAP_822,Gap_Up_aVWAP_778,Gap_Up_aVWAP_771,Gap_Up_aVWAP_770,Gap_Up_aVWAP_761,Gap_Up_aVWAP_754,Gap_Down_aVWAP_833,Gap_Down_aVWAP_826,Gap_Down_aVWAP_816,Gap_Down_aVWAP_815,Gap_Down_aVWAP_788,Gap_Down_aVWAP_768,Gap_Down_aVWAP_669,Gap_Down_aVWAP_653,Gap_Down_aVWAP_396,Gap_Down_aVWAP_377,aVWAP_OB_bull_616,aVWAP_OB_bull_573,aVWAP_OB_bull_466,aVWAP_OB_bull_442,aVWAP_OB_bull_353,aVWAP_OB_bear_764,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,10.6028255965,10.6028255965,10.2411087318,10.3616810201,15009,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,10.436486,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,15009.0,False,False,False,False
2022-01-04 00:00:00+00:00,10.5199321484,10.6932548127,10.5199321484,10.5877540605,59677,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-59677,-2340.2745098039213,False,False,False,False,16760.686274509804,False,False,False,False
2022-01-05 00:00:00+00:00,10.4897890763,10.7211371543,10.4144313962,10.6405044366,31760,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-91437,-5834.263744713571,False,False,False,False,17348.894655901575,False,False,False,False
2022-01-06 00:00:00+00:00,10.4596460042,10.6010170122,10.4068956281,10.5350036844,8028,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-99465,-9506.057323352255,False,False,False,False,16983.369375277984,False,False,False,False
2022-01-07 00:00:00+00:00,10.5651467564,10.6103613645,10.4822533083,10.4822533083,9020,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97811733406865,-35.3533924437704,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-90445,-12680.133506750208,False,False,False,False,16671.08038016904,False,False,False,False
2022-01-10 00:00:00+00:00,10.4521102362,10.5500752204,10.3616810201,10.5500752204,26139,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86212553562941,-31.76405811089908,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-116584,-16754.794937858045,False,False,False,False,17042.37134565261,False,False,False,False
2022-01-11 00:00:00+00:00,10.5651467564,10.6028255965,10.4445744682,10.4445744682,11511,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.690475368292073,-23.580866960700174,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-105073,-20218.253959902828,False,False,False,False,16825.454822293683,False,False,False,False
2022-01-12 00:00:00+00:00,10.6857190447,10.7384694208,10.5802182925,10.5952898285,28820,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38196923225378,-14.804153827974211,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-76253,-22415.69498108311,False,False,False,False,17295.82914298805,False,False,False,False
2022-01-13 00:00:00+00:00,10.6480402046,10.7384694208,10.6103613645,10.6631117406,20901,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.85339949058812,-10.946548180630671,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-97154,-25346.60890339358,False,False,False,False,17437.208392282635,False,False,False,False
2022-01-14 00:00:00+00:00,10.7233978848,10.7761482609,10.5274679164,10.5802182925,29079,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.58767358552706,-6.5941765825908405,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-68075,-27022.232083652656,False,False,False,False,17893.7492396441,False,False,False,False
