date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_57,Gap_Up_aVWAP_54,Gap_Up_aVWAP_30,aVWAP_OB_bull_22,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,9.72,9.72,9.72,9.72,1105,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1105.0,False,False,False,False
2022-01-07 00:00:00+00:00,9.72,9.72,9.71,9.71,61733,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5595.962962962963,False,False,False,False
2022-01-14 00:00:00+00:00,9.73,9.73,9.71,9.71,17346,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,17346,1284.888888888889,False,False,False,False,6466.336076817558,False,False,False,False
2022-01-21 00:00:00+00:00,9.705,9.73,9.7,9.72,315220,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19556171983336,-43.61997226074986,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-297874,-20875.028806584363,False,False,False,False,29336.977848905146,False,False,False,False
2022-01-28 00:00:00+00:00,9.67,9.71,9.67,9.69,17029,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.683333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.28055535506815,-43.61997226074986,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-314903,-42654.87852461515,False,False,False,False,28425.275786023285,False,False,False,False
2022-02-04 00:00:00+00:00,9.7,9.71,9.7,9.7,14199,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.69242709534179,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82574189132863,-43.61997226074986,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-300704,-61769.62826353255,False,False,False,False,27371.47757965119,False,False,False,False
2022-02-11 00:00:00+00:00,9.71,9.725,9.7,9.7,699948,,,,,#000000,0.0,0.0,,9.71084495844138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.67246267422199,-43.61997226074986,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,399244,-27620.470614381993,False,False,False,False,77191.96072189925,False,False,False,False
2022-02-18 00:00:00+00:00,9.72,9.72,9.7,9.705,4727,,,,,#000000,0.0,0.0,,9.710860942270925,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.64078436691827,-43.61997226074986,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,403971,4349.267949646302,False,False,False,False,71824.18585361041,False,False,False,False
2022-02-25 00:00:00+00:00,9.7,9.72,9.7,9.72,962,,,,,#000000,-1.0,9.73,,9.710855466514673,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9674751544947,-43.61997226074986,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,403009,33879.618471894726,False,False,False,False,66575.13504963927,False,False,False,False
2022-03-04 00:00:00+00:00,9.74,9.77,9.71,9.715,203638,,,,,#000000,0.0,0.0,,9.728582924952569,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.50495927475764,-43.61997226074986,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,606647,76306.83191842104,False,False,False,False,76727.9398607771,False,False,False,False
2022-03-11 00:00:00+00:00,9.75,9.75,9.7,9.7,164708,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.72997585406682,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.122537281944105,-43.61997226074986,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,771355,127791.8814059454,False,False,False,False,83244.9813525714,False,False,False,False
2022-03-18 00:00:00+00:00,9.76,9.76,9.74,9.75,140618,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.735818752434144,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.740843912017866,-43.61997226074986,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,911973,185879.37167217166,False,False,False,False,87494.83458571426,False,False,False,False
2022-03-25 00:00:00+00:00,9.77,9.77,9.75,9.76,73239,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.738813155358166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.30733036071636,-42.24577310701864,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,985212,245089.19599275154,False,False,False,False,86438.8468386243,False,False,False,False
2022-04-01 00:00:00+00:00,9.78,9.78,9.75,9.76,68131,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.741629903981332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.78827547652244,-36.6710593433882,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1053343,304959.8481414366,False,False,False,False,85082.71003576324,False,False,False,False
