date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_175,Gap_Up_aVWAP_118,Gap_Up_aVWAP_10,aVWAP_OB_bull_157,aVWAP_OB_bull_136,aVWAP_OB_bull_113,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,0.861,0.861,0.8,0.8202,2402792,,,,,,,#000000,-1.0,0.6371308,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2402792.0,False,False,False,False
2022-01-07 00:00:00+00:00,0.79,0.86,0.7703,0.85,1750619,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1750619,-129675.48148148147,False,False,False,False,2354482.888888889,False,False,False,False
2022-01-14 00:00:00+00:00,0.7869,0.8099,0.7627,0.8,2136106,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3886725,-407975.44581618655,False,False,False,False,2338306.8230452677,False,False,False,False
2022-01-21 00:00:00+00:00,0.8225,0.929,0.782001,0.8148,3539753,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.136738400015185,-40.417614481235645,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-346972,-403456.6720520246,False,False,False,False,2427302.8361530257,False,False,False,False
2022-01-28 00:00:00+00:00,0.7299,0.82,0.7,0.82,3216263,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7499666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33754414660621,-38.75292995984944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3563235,-637514.3259740968,False,False,False,False,2485744.3297713203,False,False,False,False
2022-02-04 00:00:00+00:00,0.7101,0.7799,0.7017,0.72,1968836,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7426002849640222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.388359073475787,-38.153010629427115,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5532071,-1000074.0796056453,False,False,False,False,2447454.823862334,False,False,False,False
2022-02-11 00:00:00+00:00,0.767,0.78,0.71,0.71,1850682,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7451604524027491,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88471359040291,-32.33305853956651,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3681389,-1198689.9996348568,False,False,False,False,2403249.4295021608,False,False,False,False
2022-02-18 00:00:00+00:00,0.7883,0.83,0.752501,0.795,2081870,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7554598122100381,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.124083505598513,-26.918122085300197,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1599519,-1228381.0366989416,False,False,False,False,2379443.545835334,False,False,False,False
2022-02-25 00:00:00+00:00,0.805,0.8475,0.770909,0.81,1863522,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7643425319337621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.722362656109876,-22.209671231998623,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,264003,-1117834.0710175387,False,False,False,False,2341227.135032716,False,False,False,False
2022-03-04 00:00:00+00:00,0.889,0.89,0.75,0.8302,3066655,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7815135364287396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.905508805277265,-15.093877648413375,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3330658,-788316.1398310543,False,False,False,False,2394962.5324377003,False,False,False,False
2022-03-11 00:00:00+00:00,1.01,1.06,0.8983,0.91,5326031,,,0.9894333333333334,,,,#000000,1.0,0.9248499,,0.9140528542891051,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.07992738847754,-7.160261476166767,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,8656689,-88686.12947319844,False,False,False,False,2612078.715220093,False,False,False,False
2022-03-18 00:00:00+00:00,0.969,0.9885,0.8613,0.9657,3049337,,,0.9712898168733203,,,,#000000,0.0,0.0,,0.9118436847036413,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.648785768682956,-3.6937489335051765,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,5607352,333242.62085814954,False,False,False,False,2644468.217796382,False,False,False,False
2022-03-25 00:00:00+00:00,0.9538,1.0,0.93,0.969,2259555,,,0.9691602425298864,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.9157620485426063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.22635330091907,-1.9863985528360288,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3347797,556542.9452390274,False,False,False,False,2615956.1275892425,False,False,False,False
2022-04-01 00:00:00+00:00,0.939,0.95,0.87,0.94,1921922,,,0.9615848689141262,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.9140441397631698,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.40385677019347,-1.4112255634911008,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1425875,620937.9122583587,False,False,False,False,2564546.1922122613,False,False,False,False
2022-04-08 00:00:00+00:00,0.92,0.9599,0.89,0.9411,2130663,,,0.956031023179698,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.9133728890122441,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.40860159190065,-1.4112255634911008,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-704788,522735.9928318135,False,False,False,False,2532406.6964928345,False,False,False,False
2022-04-15 00:00:00+00:00,0.9593,0.9799,0.9214,0.94,2319593,,,0.9556903640700827,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.9162955530838583,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.59279662783122,-0.7157561260882517,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1614805,603629.9933627903,False,False,False,False,2516642.718974847,False,False,False,False
2022-04-22 00:00:00+00:00,0.7923,0.985,0.76,0.9693,3544386,,,0.9367325137624672,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.9052219261118143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.048782288598446,-0.7157561260882517,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1929581,415984.7345951762,False,False,False,False,2592771.850902636,False,False,False,False
2022-04-29 00:00:00+00:00,0.716,0.775,0.6982,0.758,2693480,,,0.912746755791623,,,,#000000,0.0,0.0,,0.888029626202703,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.21193398052122,9.047389859441367,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4623061,42722.08758812613,False,False,False,False,2600231.713798737,False,False,False,False
2022-05-06 00:00:00+00:00,0.6962,0.7355,0.6723,0.7033,1967405,,,0.896249465318059,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.8757224354703075,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.38582625695613,5.501826181508697,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6590466,-448625.17815914244,False,False,False,False,2553355.660924757,False,False,False,False
2022-05-13 00:00:00+00:00,0.64,0.6782,0.5718,0.67,3289116,,,0.8655238633295216,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7777704596565179,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.668296263115224,2.0443276453221557,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9879582,-1147214.5723695764,False,False,False,False,2607856.426782182,False,False,False,False
2022-05-20 00:00:00+00:00,0.6701,0.7174,0.635,0.642,1413260,,,0.8564835908941414,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7774283766042265,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.023781093759226,0.5267079937099552,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8466322,-1689370.6781199782,False,False,False,False,2519367.8025760944,False,False,False,False
2022-05-27 00:00:00+00:00,0.7199,0.7199,0.662,0.71,1123382,,,0.8508416008610485,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7781367232873353,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4031726349923,0.5267079937099552,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7342940,-2108153.5908518317,False,False,False,False,2415961.446829717,False,False,False,False
2022-06-03 00:00:00+00:00,0.7083,0.73,0.6734,0.698,836002,,,0.8469875830574252,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7781650853448795,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.42910671977662,0.5267079937099552,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8178942,-2557841.6211591037,False,False,False,False,2298927.4137312197,False,False,False,False
2022-06-10 00:00:00+00:00,0.71,0.7379,0.645,0.7379,1139136,,,0.8418340550088327,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7573149912695764,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.50282388002307,0.4548373958721328,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7039806,-2889838.9825547254,False,False,False,False,2213016.9386400185,False,False,False,False
2022-06-17 00:00:00+00:00,0.6389,0.6996,0.6247,0.6849,1294981,,,0.8347592684177305,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7482501947651601,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.079165902109004,-1.2817893990021787,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8334787,-3293168.4653284494,False,False,False,False,2145014.276518536,False,False,False,False
2022-06-24 00:00:00+00:00,0.5932,0.665,0.56,0.6305,1592044,,,0.8246176051042259,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.7350682936081625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.246075768988746,-3.4048592393727404,False,False,False,True,False,,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-9926831,-3784550.8753041197,False,False,False,False,2104053.5152949407,False,False,False,False
2022-07-01 00:00:00+00:00,0.5592,0.6175,0.5351,0.5825,1472394,,,0.8146099222836186,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.723111142653623,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.37448816101857,-5.542189253889923,False,False,False,True,False,,0,0.8611920042471044,1.0693445257274534,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-11399225,-4348600.8104667775,False,False,False,False,2057263.9215693895,False,False,False,False
