date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_90,Gap_Down_aVWAP_52,aVWAP_OB_bull_167,aVWAP_OB_bull_147,aVWAP_OB_bull_120,aVWAP_OB_bear_40,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,100.02,102.04,94.97,98.0,3112807,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3112807.0,False,False,False,False
2022-01-07 00:00:00+00:00,87.83,102.85,84.5,99.71,5238426,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,94.97,94.55,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5238426,-388031.55555555556,False,False,False,False,3270260.2592592593,False,False,False,False
2022-01-14 00:00:00+00:00,77.58,94.55,74.48,86.08,8866744,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14105170,-1404115.8847736623,False,False,False,False,3684814.61042524,False,False,False,False
2022-01-21 00:00:00+00:00,70.1,77.14,69.42,75.94,5312571,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19417741,-2738458.485901539,False,False,False,False,3805389.1578011485,False,False,False,False
2022-01-28 00:00:00+00:00,62.75,71.86,59.57,68.94,9058013,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,64.72666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28475754,-4644924.820279203,False,False,False,False,4194472.405371433,False,False,False,False
2022-02-04 00:00:00+00:00,73.0,73.62,63.0,63.23,6491050,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,66.87517366459103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106504059933915,-43.28213288084372,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21984704,-5929352.907665929,False,False,False,False,4364589.264232809,False,False,False,False
2022-02-11 00:00:00+00:00,71.31,78.34,70.085,72.03,4034659,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,68.1874919844995,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.883468339664093,-39.05788654074451,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26019363,-7417501.803394378,False,False,False,False,4340149.985400748,False,False,False,False
2022-02-18 00:00:00+00:00,62.1,73.72,60.84,71.74,4345570,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,67.7091276095841,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.952642431150846,-37.51033640990952,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-30364933,-9117311.52166146,False,False,False,False,4340551.4679636555,False,False,False,False
2022-02-25 00:00:00+00:00,66.21,66.74,56.81,61.28,5745764,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,66.8463847610487,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.422303240655474,-34.60693197640711,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24619169,-10265597.260797648,False,False,False,False,4444641.285151533,False,False,False,False
2022-03-04 00:00:00+00:00,57.92,69.05,57.14,65.68,4501090,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,66.1251302145557,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.729837904095383,-33.77273635248417,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-29120259,-11662238.871108932,False,False,False,False,4448822.671436604,False,False,False,False
2022-03-11 00:00:00+00:00,54.4,60.88,53.0,58.18,5148653,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,64.81170351127118,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.244726910553382,-33.609302817937966,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-34268912,-13336807.251026789,False,False,False,False,4500661.955033893,False,False,False,False
2022-03-18 00:00:00+00:00,59.46,59.56,46.8701,53.8,5700586,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,59.45186269949755,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7269421524412,-31.487322603265675,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28568326,-14465067.899098879,False,False,False,False,4589545.217623974,False,False,False,False
2022-03-25 00:00:00+00:00,59.26,61.94,56.735,58.27,3919444,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,60.09777865773261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.468602495850657,-30.066491365790394,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-32487770,-15800082.869536,False,False,False,False,4539908.090392569,False,False,False,False
2022-04-01 00:00:00+00:00,73.04,73.12,58.44,59.36,5132771,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,62.29215883693551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.348516189601916,-24.698534394808867,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27354999,-16656002.582903704,False,False,False,False,4583823.861474602,False,False,False,False
2022-04-08 00:00:00+00:00,73.75,77.7199,69.5401,73.8,6151911,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,69.32663,,67.68045351383684,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.744411283961846,-20.871771513910904,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21203088,-16992823.724910837,False,False,False,False,4699978.464328335,False,False,False,False
2022-04-15 00:00:00+00:00,71.99,76.63,68.34,72.3,2609432,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,67.93591619904294,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.48135032426107,-18.6481228220931,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-23812520,-17497986.411954477,False,False,False,False,4545123.170674384,False,False,False,False
2022-04-22 00:00:00+00:00,65.92,74.4175,64.25,72.0,3424104,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,67.62995351663386,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.144631083166495,-18.33395513483462,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27236624,-18219366.974031925,False,False,False,False,4462084.713587392,False,False,False,False
2022-04-29 00:00:00+00:00,61.7,70.59,60.07,65.72,3971357,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,66.90343659384496,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.81881034685857,-18.33395513483462,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31207981,-19181486.531511042,False,False,False,False,4425734.512580919,False,False,False,False
2022-05-06 00:00:00+00:00,39.32,63.98,36.33,61.98,13114799,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,60.53928361499806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.59582075005594,-18.33395513483462,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-44322780,-21043804.56621393,False,False,False,False,5069368.919056406,False,False,False,False
2022-05-13 00:00:00+00:00,35.91,38.53,27.65,38.44,16342352,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,28.191668,,48.72581665162721,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.96311022579743,-12.883046731282136,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-60665132,-23978717.70945734,False,False,False,False,5904404.702830005,False,False,False,False
2022-05-20 00:00:00+00:00,36.77,36.99,31.81,35.47,10550890,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.931970755666704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.34389662982959,-14.329582770256827,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-50114242,-25914682.47171976,False,False,False,False,6248588.798916672,False,False,False,False
2022-05-27 00:00:00+00:00,43.0,43.29,35.04,36.26,7698534,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.56489412317376,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.018923534733204,-14.329582770256827,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-42415708,-27136980.65899978,False,False,False,False,6355992.147145067,False,False,False,False
2022-06-03 00:00:00+00:00,38.03,44.0,37.72,42.86,4403181,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.316527470042544,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.88203360754777,-14.329582770256827,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-46818889,-28594899.795370165,False,False,False,False,6211339.469578766,False,False,False,False
2022-06-10 00:00:00+00:00,37.5,43.4,36.81,38.97,5389574,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.977469674235884,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.718868057519103,-14.329582770256827,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-52208463,-30344052.625342745,False,False,False,False,6150467.953313672,False,False,False,False
2022-06-17 00:00:00+00:00,37.13,39.4,34.1,35.42,6800598,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.38815061832817,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.554071652539847,-14.388176919649474,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-59009061,-32467386.579021063,False,False,False,False,6198625.734549697,False,False,False,False
2022-06-24 00:00:00+00:00,46.25,46.27,37.29,37.85,6663507,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.36916162420142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10996468232959,-14.388176919649474,False,False,False,True,False,,0,,,False,False,False,False,-0.247240413065484,-0.247240413065484,False,False,False,False,-52345554,-33939843.4250195,False,False,False,False,6233061.383842312,False,False,False,False
2022-07-01 00:00:00+00:00,43.66,46.47,39.05,46.21,5347714,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.3295414923428,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.51066568775055,-14.388176919649474,False,False,False,True,True,,0,0.7928059459942002,1.1941274380217648,False,False,False,False,-0.22855538432586023,-0.23789789869567213,False,False,False,False,-57693268,-35699356.35649954,False,False,False,False,6167480.096150288,False,False,False,False
2022-07-08 00:00:00+00:00,50.39,52.06,42.01,43.65,3704716,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.49239298747715,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25874575676359,-19.609534359948885,False,False,False,True,True,,0,0.8362566936987212,1.1823698958692013,False,False,False,False,-0.15219097351982577,-0.19504443610774896,False,False,False,False,-53988552,-37054111.58935142,False,False,False,False,5985053.126065082,False,False,False,False
