date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_902,Gap_Up_aVWAP_810,Gap_Up_aVWAP_774,Gap_Up_aVWAP_768,Gap_Up_aVWAP_761,Gap_Up_aVWAP_680,Gap_Up_aVWAP_632,Gap_Up_aVWAP_613,Gap_Up_aVWAP_605,Gap_Up_aVWAP_594,Gap_Down_aVWAP_892,Gap_Down_aVWAP_805,Gap_Down_aVWAP_760,Gap_Down_aVWAP_758,Gap_Down_aVWAP_757,Gap_Down_aVWAP_713,Gap_Down_aVWAP_709,Gap_Down_aVWAP_696,Gap_Down_aVWAP_691,Gap_Down_aVWAP_527,aVWAP_OB_bull_852,aVWAP_OB_bull_626,aVWAP_OB_bear_680,aVWAP_OB_bear_514,aVWAP_OB_bear_375,aVWAP_OB_bear_155,aVWAP_OB_bear_107,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,40.0894185976,40.2047948982,39.9586587902,40.0355763239,516312,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,39.141518,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,516312.0,False,False,False,False
2022-01-04 00:00:00+00:00,39.874049503,40.2278701583,39.8586659963,40.1740278847,911160,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-911160,-35731.76470588235,False,False,False,False,531796.2352941176,False,False,False,False
2022-01-05 00:00:00+00:00,39.8048237226,40.1932572681,39.6356051484,39.8894330098,1078111,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1989271,-112341.14648212225,False,False,False,False,553220.3437139562,False,False,False,False
2022-01-06 00:00:00+00:00,39.9048165165,40.0778809675,39.750981449,39.8971247632,910907,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.776866180568877,-41.03787266781186,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1078364,-150224.3956396861,False,False,False,False,567247.2714114481,False,False,False,False
2022-01-07 00:00:00+00:00,40.1124938577,40.1240314878,39.7548273257,39.874049503,964860,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.74634685449405,-26.942341282300948,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-113504,-148784.38012440427,False,False,False,False,582839.9274345286,False,False,False,False
2022-01-10 00:00:00+00:00,39.8971247632,40.0586515841,39.7432896956,40.0586515841,719837,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.355174785325318,-23.94425023663788,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-833341,-175629.7377665845,False,False,False,False,588212.3616527824,False,False,False,False
2022-01-11 00:00:00+00:00,40.1355691178,40.1684898223,39.7048309287,39.9278917767,639960,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.999439529115264,-17.019479696698255,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-193381,-176325.8656973067,False,False,False,False,590241.6808036537,False,False,False,False
2022-01-12 00:00:00+00:00,40.404780486,40.404780486,40.1894113915,40.2355619117,1157878,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48796682156074,-9.348564008357812,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,964497,-131587.7141013339,False,False,False,False,612501.9286152751,False,False,False,False
2022-01-13 00:00:00+00:00,40.6816836075,40.8662856886,40.5432320468,40.5816908136,985116,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.24713070425947,-2.363879317903617,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1949613,-49971.99982285021,False,False,False,False,627114.2451401663,False,False,False,False
2022-01-14 00:00:00+00:00,40.712450621,40.8201351683,40.5509238001,40.6663001008,879674,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.31110232087276,2.229456614437723,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2829287,62940.11781726156,False,False,False,False,637018.5492523166,False,False,False,False
2022-01-18 00:00:00+00:00,40.9432032223,41.0278125095,40.6201495805,41.0047372493,978184,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.83128900424984,6.576176451967719,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3807471,209784.46613815328,False,False,False,False,650397.5865365395,False,False,False,False
2022-01-19 00:00:00+00:00,40.7662928947,41.0816547831,40.650916594,41.0739630297,1012916,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.83295475726666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99453085206265,6.576176451967719,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2794555,311148.0164856767,False,False,False,False,664613.9949076555,False,False,False,False
2022-01-20 00:00:00+00:00,40.3893969792,40.9739702358,40.3817052259,40.7662928947,932537,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.712513438867305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.64119146121608,6.576176451967719,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1862018,371966.4472117286,False,False,False,False,675120.7794210808,False,False,False,False
2022-01-21 00:00:00+00:00,39.9663505435,40.3186328482,39.9038935061,40.2509454185,1962234,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.38634149325264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.085892966128085,19.82320369210065,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-100216,353449.4884975432,False,False,False,False,725595.8076790777,False,False,False,False
