date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_71,Gap_Down_aVWAP_107,Gap_Down_aVWAP_105,Gap_Down_aVWAP_24,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bull_63,aVWAP_OB_bear_162,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,57.594660576,59.3471951994,56.0910655299,58.6103340509,994120,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,994120.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.5852591829,58.0029214826,50.0567701791,57.9232608179,1004774,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,56.0910655299,54.4679794867,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1004774,-74427.7037037037,False,False,False,False,994909.1851851852,False,False,False,False
2022-01-14 00:00:00+00:00,49.6684244387,54.4679794867,48.5930054653,50.5745644996,753440,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1758214,-199152.6145404664,False,False,False,False,977022.5788751714,False,False,False,False
2022-01-21 00:00:00+00:00,44.4805236503,49.5190606924,44.331159904,48.6328357976,857802,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2616016,-378179.5319819133,False,False,False,False,968191.4248844179,False,False,False,False
2022-01-28 00:00:00+00:00,42.9072255225,45.40150051,40.1919917663,42.7479041931,968154,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.833572599600004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3584170,-615660.3073906605,False,False,False,False,968188.6526707574,False,False,False,False
2022-02-04 00:00:00+00:00,45.9542459472,47.5673744073,43.2756560967,43.2756560967,838957,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.11747380200566,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.745144851532156,-44.56904275753601,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2745213,-773404.9512876486,False,False,False,False,958615.9376581087,False,False,False,False
2022-02-11 00:00:00+00:00,46.7010646787,51.1670406933,45.5459850406,46.3127189383,1221059,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.60428492285965,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.993698531534331,-39.84316006371007,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1524154,-829015.991933008,False,False,False,False,978056.1644982487,False,False,False,False
2022-02-18 00:00:00+00:00,44.2714144054,48.7820999681,43.9328565805,46.3824220199,1275877,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.62143043808492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.717339968995745,-37.65556182560032,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2800031,-975017.103641674,False,False,False,False,1000116.9671280081,False,False,False,False
2022-02-25 00:00:00+00:00,44.5502267319,44.6298873966,39.1233439494,43.5245956739,929241,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.11473323119297,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07079116324715,-35.819771477497596,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1870790,-1041370.6515200685,False,False,False,False,994866.8954888964,False,False,False,False
2022-03-04 00:00:00+00:00,40.0892295088,46.2131431074,39.8403895075,44.3212023209,571721,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.812657610587344,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.27469237885643,-35.819771477497596,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2442511,-1145158.825481545,False,False,False,False,963522.7550823115,False,False,False,False
