date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_49,Gap_Up_aVWAP_16,aVWAP_OB_bull_44,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-06-07 00:00:00+00:00,27.14,27.64,26.0,26.0,1715954,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1715954.0,False,False,False,False
2024-06-14 00:00:00+00:00,30.29,31.33,26.0,27.05,1707891,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,28.89,27.64,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1707891,126510.44444444444,False,False,False,False,1715356.740740741,False,False,False,False
2024-06-21 00:00:00+00:00,31.21,31.92,28.89,30.29,1473797,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3181688,352819.8930041152,False,False,False,False,1697463.4266117972,False,False,False,False
2024-06-28 00:00:00+00:00,32.39,32.93,30.385,31.69,876819,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4058507,627315.2342630697,False,False,False,False,1636674.9505664788,False,False,False,False
2024-07-05 00:00:00+00:00,32.2,32.91,30.39,32.02,922214,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8335241078506,48.89731575820251,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3136293,813165.4391324719,False,False,False,False,1583751.917191184,False,False,False,False
2024-07-12 00:00:00+00:00,35.08,35.68,31.48,32.01,778910,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.46539511434318,48.597162556791474,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3915203,1042945.9991967333,False,False,False,False,1524133.9973992445,False,False,False,False
2024-07-19 00:00:00+00:00,33.45,36.07,32.41,36.07,475657,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.7762449027723,43.26912284695142,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3439546,1220471.9251821605,False,False,False,False,1446469.03462893,False,False,False,False
2024-07-26 00:00:00+00:00,31.56,33.36,29.97,32.67,1159271,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3412329548955,35.56417462498399,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2280275,1298975.8566501488,False,False,False,False,1425195.106137898,False,False,False,False
2024-08-02 00:00:00+00:00,32.86,34.43,31.6,32.09,1086586,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.63404859929594,31.654260990385495,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3366861,1452152.533935323,False,False,False,False,1400112.9501276833,False,False,False,False
2024-08-09 00:00:00+00:00,35.03,36.875,28.94,30.12,1028523,,,,"rgba(38, 166, 154, 0.5)",-1.0,32.3175,,33.615,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.95496295975674,30.645844923914282,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4395384,1670169.6795697433,False,False,False,False,1372587.768636744,False,False,False,False
