date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_192,Gap_Up_aVWAP_188,Gap_Up_aVWAP_160,Gap_Up_aVWAP_118,Gap_Up_aVWAP_114,Gap_Up_aVWAP_93,Gap_Up_aVWAP_63,Gap_Up_aVWAP_6,Gap_Down_aVWAP_176,Gap_Down_aVWAP_150,Gap_Down_aVWAP_92,Gap_Down_aVWAP_77,Gap_Down_aVWAP_17,Gap_Down_aVWAP_11,aVWAP_OB_bull_182,aVWAP_OB_bull_150,aVWAP_OB_bull_111,aVWAP_OB_bull_92,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,34.81,34.82,34.06,34.39,59251786,,,,,,,,,,,,,,,,,,,#000000,-1.0,34.55059,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,59251786.0,False,False,False,False
2022-01-07 00:00:00+00:00,34.15,34.8,33.9703,34.38,57564627,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-57564627,-4264046.444444444,False,False,False,False,59126811.259259254,False,False,False,False
2022-01-14 00:00:00+00:00,34.54,34.77,34.07,34.07,49611452,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.076398750354983,-77.69099687588746,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7953175,-4537315.226337448,False,False,False,False,58421969.83264746,False,False,False,False
2022-01-21 00:00:00+00:00,34.84,35.14,34.43,34.55,56195905,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.22442478847385,-65.60157545506817,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,48242730,-627682.2466087476,False,False,False,False,58257076.14134023,False,False,False,False
2022-01-28 00:00:00+00:00,34.03,35.26,33.88,34.97,80027499,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,34.39,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.593770582885764,-62.80001616510282,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31784769,-2935614.598711803,False,False,False,False,59869700.05679651,False,False,False,False
2022-02-04 00:00:00+00:00,34.39,34.44,34.0196,34.16,77004042,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,34.33762815397959,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.49488670296256,-57.2361134573723,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,45219273,631414.1123038856,False,False,False,False,61138910.57110789,False,False,False,False
2022-02-11 00:00:00+00:00,35.41,35.4766,34.455,34.52,76420461,,,,,,,,35.11386666666667,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,34.59172965868847,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.432475564942756,-47.690306127604025,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,121639734,9594993.363244338,False,False,False,False,62270877.26954434,False,False,False,False
2022-02-18 00:00:00+00:00,36.06,36.15,35.1099,35.39,75887066,,,,,,,,35.442428635171794,,,,,,,,,,,#000000,0.0,0.0,,34.88159251711911,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.83640009061888,-38.70026049607952,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,197526800,23515867.92892994,False,False,False,False,63279483.842170686,False,False,False,False
2022-02-25 00:00:00+00:00,35.96,37.19,35.7,36.17,100967141,,,,,,,,35.77765261906757,,,,,,,,,,,#000000,0.0,0.0,,35.22652944356995,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.257243590421695,-32.556235081839844,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,96559659,28926519.119379573,False,False,False,False,66071162.15015805,False,False,False,False
2022-03-04 00:00:00+00:00,37.4,37.465,35.95,36.42,127854067,,,,,,,,36.1670164643503,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,35.63321328660535,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.10131391311505,-24.973178097423975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,224413726,43407052.96238849,False,False,False,False,70647673.62051672,False,False,False,False
2022-03-11 00:00:00+00:00,37.68,39.36,37.36,37.5525,179359658,,,,,,,,36.79624969298636,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",1.0,39.041664,,37.195752904815045,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38900136290583,-18.860835454497654,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,403773384,70100855.26147082,False,False,False,False,78700413.20418215,False,False,False,False
2022-03-18 00:00:00+00:00,36.5,37.33,36.03,37.28,92769628,,,,,,,,36.77122035093797,,,,,,36.620000000000005,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,36.95851586243904,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29760578203256,-18.8453863986836,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,311003756,87945514.57543595,False,False,False,False,79742577.26313162,False,False,False,False
2022-03-25 00:00:00+00:00,37.16,37.37,36.32,36.53,65438269,,,,,,,,36.78749847972454,,,,,,36.75649526464535,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,36.91812451613145,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78037893669485,-17.02372772312949,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,376442025,109315626.458737,False,False,False,False,78682998.87327,False,False,False,False
2022-04-01 00:00:00+00:00,36.54,37.06,35.99,36.73,55720555,,,,,,,,36.76897104415215,,,,,,36.697501513543415,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,36.855694656070284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.169904833942205,-17.02372772312949,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,320721470,124975318.57290463,False,False,False,False,76982077.10487963,False,False,False,False
2022-04-08 00:00:00+00:00,36.97,37.035,36.4,36.7199,56860603,,,,,,,,36.77120747293548,,,,,,36.719374234426375,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,36.8336489295863,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.85480772185706,-15.960178110477699,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,377582073,143686930.01194873,False,False,False,False,75491597.54155523,False,False,False,False
2022-04-15 00:00:00+00:00,37.47,37.67,36.89,37.31,41256349,,,,,,,,36.798259518655264,,,,,,36.801869518818485,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,36.85540192429128,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.51679155634855,-13.69348515099108,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,418838422,164068522.01106364,False,False,False,False,72955653.20514372,False,False,False,False
