date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_98,Gap_Up_aVWAP_55,aVWAP_OB_bull_85,aVWAP_OB_bear_138,aVWAP_OB_bear_114,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,0.59,0.6055,0.5,0.58,645314,,,,,,#000000,1.0,0.48946,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,645314.0,False,False,False,False
2022-01-07 00:00:00+00:00,0.63,0.699,0.46,0.59,671035,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,671035,49706.29629629629,False,False,False,False,647219.2592592592,False,False,False,False
2022-01-14 00:00:00+00:00,0.57,0.627,0.521,0.6,573738,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.38747553816047,-29.256360078277872,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,97297,53231.53360768175,False,False,False,False,641776.2030178326,False,False,False,False
2022-01-21 00:00:00+00:00,0.533,0.6,0.483,0.6,549145,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.63543825222085,-29.256360078277872,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-451848,15818.234821927545,False,False,False,False,634914.632423919,False,False,False,False
2022-01-28 00:00:00+00:00,0.427,0.535,0.25,0.535,952528,,,,,,#000000,0.0,0.0,,0.40399999999999997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7205614020122,-29.256360078277872,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1404376,-89381.33812784485,False,False,False,False,658441.5485406658,False,False,False,False
2022-02-04 00:00:00+00:00,0.546,0.6,0.41,0.44225,325825,,,,,,#000000,0.0,0.0,,0.43322609534820716,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.901772770004094,-29.256360078277872,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1078551,-162653.16493318966,False,False,False,False,633803.2856858016,False,False,False,False
2022-02-11 00:00:00+00:00,0.54,0.5706,0.51,0.5452,246371,,,,,,#000000,0.0,0.0,,0.4505113665598933,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35450685869979,-29.256360078277872,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1324922,-248747.15271591634,False,False,False,False,605104.5978572237,False,False,False,False
2022-02-18 00:00:00+00:00,0.5,0.539,0.4775,0.5195,488053,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4638448692362178,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72005015313353,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1812975,-364615.882144367,False,False,False,False,596434.109127059,False,False,False,False
2022-02-25 00:00:00+00:00,0.46,0.5,0.42,0.5,569438,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.46299698683752777,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.56152279563728,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2382413,-514082.33531885827,False,False,False,False,594434.3973398694,False,False,False,False
2022-03-04 00:00:00+00:00,0.429,0.4995,0.4102,0.44,359947,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.460946104939157,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.447649952078734,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2742360,-679139.940110054,False,False,False,False,577064.9604998791,False,False,False,False
2022-03-11 00:00:00+00:00,0.42,0.451,0.3655,0.429,432052,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4547001306575892,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98613538538098,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3174412,-863974.9075093092,False,False,False,False,566323.2597221102,False,False,False,False
2022-03-18 00:00:00+00:00,0.44,0.474,0.36,0.42,649842,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.43725835707389094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.389689218302195,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2524570,-986981.9513975085,False,False,False,False,572509.833076028,False,False,False,False
2022-03-25 00:00:00+00:00,0.42,0.45,0.398,0.43,463889,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4354369565193079,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.37282530606611,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2988459,-1135239.5105532487,False,False,False,False,564463.8454407668,False,False,False,False
2022-04-01 00:00:00+00:00,0.44,0.4465,0.39,0.42,645205,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.43438884187251386,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.79215858484046,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2343254,-1224722.065327082,False,False,False,False,570444.6717044137,False,False,False,False
2022-04-08 00:00:00+00:00,0.45,0.45,0.41,0.43745,272356,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.43501506266603135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.65090772469254,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2070898,-1287401.7641917428,False,False,False,False,548364.0293559387,False,False,False,False
2022-04-15 00:00:00+00:00,0.3975,0.4485,0.3955,0.4485,291610,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.43347545283001654,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.61882097583859,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2362508,-1367039.2631405026,False,False,False,False,529345.21236661,False,False,False,False
2022-04-22 00:00:00+00:00,0.3499,0.405,0.335,0.4,386998,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4265863747622578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.691974425054894,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2749506,-1469444.2066115765,False,False,False,False,518800.97441352776,False,False,False,False
2022-04-29 00:00:00+00:00,0.32,0.35,0.2515,0.35,515819,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4128125818775705,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.670618233265973,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3265325,-1602472.4135292375,False,False,False,False,518580.0874199331,False,False,False,False
2022-05-06 00:00:00+00:00,0.28,0.33,0.275,0.317,155423,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4089146579767494,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.460405459804086,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3420748,-1737159.4940085532,False,False,False,False,491679.562425864,False,False,False,False
2022-05-13 00:00:00+00:00,0.25,0.2897,0.2188,0.2897,164500,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.40361116352451454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.369383381010365,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3585248,-1874054.9388968085,False,False,False,False,467444.0392832074,False,False,False,False
2022-05-20 00:00:00+00:00,0.2273,0.27,0.178,0.26,484160,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.38750194586524317,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.513580600778276,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4069408,-2036673.6841637117,False,False,False,False,468682.2585955624,False,False,False,False
2022-05-27 00:00:00+00:00,0.20945,0.2395,0.16,0.2299,388637,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,0.25995,,0.31777008430028303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.913549004083013,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4458045,-2216034.522373807,False,False,False,False,462752.9801810763,False,False,False,False
2022-06-03 00:00:00+00:00,0.21,0.22,0.185,0.1925,236148,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.31363433017364944,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.805379470582775,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4221897,-2364616.9281238955,False,False,False,False,445967.42609358917,False,False,False,False
2022-06-10 00:00:00+00:00,0.22,0.23,0.2,0.212,150480,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.3120515786267826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.669598075016538,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4071417,-2491046.563077681,False,False,False,False,424079.46860517515,False,False,False,False
2022-06-17 00:00:00+00:00,0.2,0.2185,0.18,0.215,229120,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.30766720281380033,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.202942505736964,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4300537,-2625082.8917385936,False,False,False,False,409638.0264862733,False,False,False,False
2022-06-24 00:00:00+00:00,0.21,0.218,0.198,0.19884,65604,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.3067553870630622,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.548830877925386,-29.256360078277872,False,False,False,True,False,,0,,,False,False,False,False,-0.3258785539986899,-0.3258785539986899,False,False,False,False,-4234933,-2744331.047906105,False,False,False,False,384154.02452432713,False,False,False,False
2022-07-01 00:00:00+00:00,0.36005,0.4,0.1981,0.218,1055484,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.3217839946675697,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.932569785968283,-29.256360078277872,False,False,False,True,False,,0,0.8727602257280556,1.0817646331919102,False,False,False,False,-0.15808092720904474,-0.24197974060386734,False,False,False,False,-3179449,-2776562.0073204674,False,False,False,False,433882.1708558585,False,False,False,False
2022-07-08 00:00:00+00:00,0.325,0.3715,0.32,0.36,352664,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.3255263892277891,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.16325879421845,-29.256360078277872,False,False,False,True,True,,0,0.9343808588518884,1.1430675832514952,False,False,False,False,-0.07211280306128026,-0.1570462718325738,False,False,False,False,-3532113,-2832528.747518951,False,False,False,False,427866.01005172083,False,False,False,False
2022-07-15 00:00:00+00:00,0.305,0.33,0.29005,0.32,208604,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.32518741244689187,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62141930835452,-28.434518500081808,False,False,False,True,True,,0,0.8917854593187943,1.134951523386224,False,False,False,False,-0.1169096407705057,-0.13697795630153975,False,False,False,False,-3740717,-2899801.9514064365,False,False,False,False,411624.3796775193,False,False,False,False
2022-07-22 00:00:00+00:00,0.2955,0.3025,0.28,0.295,281485,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.32357590575390327,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.10900896632752,-26.26225847781999,False,False,False,True,True,,0,0.8992376692398336,1.139961041771878,False,False,False,False,-0.1531478371824297,-0.14506289674198472,False,False,False,False,-4022202,-2982942.6957467007,False,False,False,False,401984.4256273327,False,False,False,False
